col_1,col_2,col_3,col_4,col_5,col_6,division
,Senator In The General Assembly 5th District - Republican,President Of The United States - Republican,,,,All
,Michael J Tomlinson,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,All
Michael J Tomlinson,0,54,6,6,4,All
Mitt Romney,,14,0,0,0,All
Newt Gingrich,,,2,0,0,All
Ron Paul,,,,2,0,All
Rick Santorum,,,,,2,All
Total,70,68,8,8,6,All
,Senator In The General Assembly 5th District - Republican,President Of The United States - Republican,,,,6
,Michael J Tomlinson,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,6
Michael J Tomlinson,0,4,1,0,0,6
Mitt Romney,,1,0,0,0,6
Rick Santorum,,,0,0,0,6
Newt Gingrich,,,,0,0,6
Ron Paul,,,,,0,6
Total,5,5,1,0,0,6
,Senator In The General Assembly 5th District - Republican,President Of The United States - Republican,,,,8
,Michael J Tomlinson,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,8
Michael J Tomlinson,0,8,1,1,1,8
Mitt Romney,,1,0,0,0,8
Rick Santorum,,,1,0,0,8
Ron Paul,,,,1,0,8
Newt Gingrich,,,,,0,8
Total,11,9,2,2,1,8
,Senator In The General Assembly 5th District - Republican,President Of The United States - Republican,,,,10
,Michael J Tomlinson,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,10
Michael J Tomlinson,0,3,2,0,0,10
Mitt Romney,,1,0,0,0,10
Newt Gingrich,,,0,0,0,10
Rick Santorum,,,,0,0,10
Ron Paul,,,,,0,10
Total,5,4,2,0,0,10
,President Of The United States - Republican,,,,Senator In The General Assembly 5th District - Republican,13
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,Michael J Tomlinson,13
Mitt Romney,2,0,0,0,4,13
Newt Gingrich,,0,0,0,0,13
Rick Santorum,,,0,0,0,13
Ron Paul,,,,0,0,13
Michael J Tomlinson,,,,,0,13
Total,6,0,0,0,4,13
,President Of The United States - Republican,,,,Senator In The General Assembly 5th District - Republican,14
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,Michael J Tomlinson,14
Mitt Romney,4,0,0,0,6,14
Newt Gingrich,,1,0,0,1,14
Rick Santorum,,,1,0,0,14
Ron Paul,,,,0,0,14
Michael J Tomlinson,,,,,0,14
Total,10,2,1,0,7,14
,Senator In The General Assembly 5th District - Republican,President Of The United States - Republican,,,,16
,Michael J Tomlinson,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,16
Michael J Tomlinson,0,8,1,1,0,16
Mitt Romney,,1,0,0,0,16
Newt Gingrich,,,1,0,0,16
Ron Paul,,,,1,0,16
Rick Santorum,,,,,0,16
Total,10,9,2,2,0,16
,Senator In The General Assembly 5th District - Republican,President Of The United States - Republican,,,,17
,Michael J Tomlinson,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,17
Michael J Tomlinson,0,11,2,1,1,17
Mitt Romney,,0,0,0,0,17
Rick Santorum,,,0,0,0,17
Newt Gingrich,,,,0,0,17
Ron Paul,,,,,0,17
Total,15,11,2,1,1,17
,President Of The United States - Republican,,,,Senator In The General Assembly 5th District - Republican,18
,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,Michael J Tomlinson,18
Mitt Romney,4,0,0,0,10,18
Ron Paul,,0,0,0,3,18
Newt Gingrich,,,0,0,0,18
Rick Santorum,,,,0,0,18
Michael J Tomlinson,,,,,0,18
Total,14,3,0,0,13,18
