col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Stephen A Cozen,Andrew P Toy,Eleanor M Dezzi,Jerry T Jordan,Joseph C Meade,Jerome W Mondesire,Michelle W Singer,Raye E Johnson,Nancy Astor Fox,Heather Steinmiller,William S Leopold,Wanda Logan,Vanessa L Brown,Audrey Blackwell Watson,Lemuel L Thornton,All
Kenyatta J Johnson,0,141,137,127,124,84,78,75,73,75,75,73,70,71,69,66,68,93,33,36,4,All
Blondell Reynolds Brown,,0,134,124,121,86,74,75,75,72,76,74,71,70,67,67,66,83,33,30,3,All
Cindy Bass,,,0,122,118,78,71,71,71,69,75,74,68,66,63,66,63,76,30,32,2,All
Jacquelyn Manns Smalley,,,,0,118,71,70,67,67,66,69,68,64,64,63,65,63,72,29,26,2,All
Mark Alan Aronchick,,,,,0,70,71,68,66,67,68,65,64,65,63,64,63,68,28,27,3,All
Vincent J Hughes,,,,,,0,72,72,70,70,73,69,68,66,64,65,64,41,30,15,3,All
Stephen A Cozen,,,,,,,0,70,70,68,71,66,66,69,65,65,65,34,28,15,3,All
Andrew P Toy,,,,,,,,0,68,68,71,69,64,66,61,62,65,31,28,15,2,All
Eleanor M Dezzi,,,,,,,,,0,70,68,67,68,68,64,66,65,31,30,13,2,All
Jerry T Jordan,,,,,,,,,,0,68,67,67,68,65,66,68,31,28,15,2,All
Joseph C Meade,,,,,,,,,,,0,70,65,66,61,66,63,30,29,16,1,All
Jerome W Mondesire,,,,,,,,,,,,0,64,64,61,63,62,31,27,16,1,All
Michelle W Singer,,,,,,,,,,,,,1,65,67,64,64,33,27,10,2,All
