col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Stephen A Cozen,Joseph C Meade,Nancy Astor Fox,Raye E Johnson,Jerry T Jordan,Michelle W Singer,Jerome W Mondesire,Heather Steinmiller,Eleanor M Dezzi,William S Leopold,Vanessa L Brown,Wanda Logan,Audrey Blackwell Watson,Lemuel L Thornton,All
Kenyatta J Johnson,0,231,231,219,214,159,147,142,138,141,144,143,140,141,142,141,139,88,97,74,6,All
Blondell Reynolds Brown,,1,218,210,211,156,144,142,139,141,141,141,141,138,139,139,136,81,84,54,7,All
Cindy Bass,,,0,206,207,151,144,137,135,137,139,140,137,135,139,137,134,74,83,56,4,All
Mark Alan Aronchick,,,,0,202,138,136,136,135,127,134,133,128,131,130,132,131,63,83,54,4,All
Jacquelyn Manns Smalley,,,,,0,138,136,134,131,131,135,134,130,132,136,133,131,63,80,53,3,All
Vincent J Hughes,,,,,,0,147,145,141,138,140,141,138,141,139,139,136,71,46,30,4,All
Andrew P Toy,,,,,,,0,140,138,137,139,138,133,138,137,137,137,58,45,30,3,All
Stephen A Cozen,,,,,,,,0,140,131,136,135,130,135,133,133,133,57,44,29,3,All
Joseph C Meade,,,,,,,,,0,127,132,133,127,134,131,131,131,54,44,28,4,All
Nancy Astor Fox,,,,,,,,,,1,136,134,135,128,136,134,131,59,40,27,3,All
Raye E Johnson,,,,,,,,,,,0,141,134,134,139,139,137,58,41,30,3,All
Jerry T Jordan,,,,,,,,,,,,0,135,135,137,138,135,57,41,29,3,All
Michelle W Singer,,,,,,,,,,,,,0,130,135,133,130,56,39,29,4,All
Jerome W Mondesire,,,,,,,,,,,,,,0,132,132,131,53,45,28,3,All
Heather Steinmiller,,,,,,,,,,,,,,,0,139,135,58,40,28,2,All
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,135,57,40,29,2,All
William S Leopold,,,,,,,,,,,,,,,,,0,52,41,30,3,All
Vanessa L Brown,,,,,,,,,,,,,,,,,,24,0,0,0,All
Wanda Logan,,,,,,,,,,,,,,,,,,,20,0,0,All
Audrey Blackwell Watson,,,,,,,,,,,,,,,,,,,,33,0,All
Lemuel L Thornton,,,,,,,,,,,,,,,,,,,,,3,All
Total,289,250,239,225,221,170,152,150,147,147,147,146,146,145,144,143,141,126,124,116,12,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,10
,Kenyatta J Johnson,Blondell Reynolds Brown,Mark Alan Aronchick,Cindy Bass,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Michelle W Singer,Andrew P Toy,Joseph C Meade,Raye E Johnson,Jerry T Jordan,William S Leopold,Eleanor M Dezzi,Heather Steinmiller,Nancy Astor Fox,Vanessa L Brown,Wanda Logan,Audrey Blackwell Watson,Lemuel L Thornton,10
Kenyatta J Johnson,0,48,48,46,43,29,27,27,25,26,24,26,26,26,25,25,24,32,18,16,1,10
Blondell Reynolds Brown,,1,45,42,41,26,25,25,24,24,23,26,24,24,24,24,23,26,12,8,1,10
Mark Alan Aronchick,,,0,42,41,24,25,26,24,24,24,26,24,24,24,24,23,22,13,11,1,10
Cindy Bass,,,,0,41,27,25,25,24,26,23,25,24,25,24,25,24,24,12,9,1,10
Jacquelyn Manns Smalley,,,,,0,24,24,24,23,24,22,24,23,24,23,24,23,21,11,7,2,10
Vincent J Hughes,,,,,,0,26,25,24,26,24,25,24,25,24,25,24,18,6,3,1,10
Jerome W Mondesire,,,,,,,0,25,26,26,24,26,26,25,25,25,24,17,6,4,1,10
Stephen A Cozen,,,,,,,,0,23,25,26,24,23,25,23,24,23,15,7,4,1,10
Michelle W Singer,,,,,,,,,0,24,22,25,24,24,23,24,25,17,5,3,1,10
Andrew P Toy,,,,,,,,,,0,24,25,24,25,24,25,24,15,7,3,1,10
Joseph C Meade,,,,,,,,,,,0,23,22,23,22,23,22,13,7,3,2,10
Raye E Johnson,,,,,,,,,,,,0,25,25,25,25,24,17,5,3,1,10
Jerry T Jordan,,,,,,,,,,,,,0,24,24,24,23,17,4,3,1,10
William S Leopold,,,,,,,,,,,,,,0,24,25,24,15,5,4,1,10
Eleanor M Dezzi,,,,,,,,,,,,,,,0,24,23,15,5,3,1,10
Heather Steinmiller,,,,,,,,,,,,,,,,0,24,15,5,3,1,10
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,15,5,2,1,10
