col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,All
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,All
Vincent J Hughes,299,"3,939",792,All
Bob Casey Jr,,200,0,All
Joseph John Vodvarka,,,59,All
Total,"5,030","4,139",851,All
,United States Senator - Democrat,,Senator In The General Assembly 7th District - Democrat,1
,Bob Casey Jr,Joseph John Vodvarka,Vincent J Hughes,1
Bob Casey Jr,3,0,32,1
Joseph John Vodvarka,,1,1,1
Vincent J Hughes,,,0,1
Total,35,2,33,1
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,2
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,2
Vincent J Hughes,6,118,11,2
Bob Casey Jr,,2,0,2
Joseph John Vodvarka,,,0,2
Total,135,120,11,2
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,3
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,3
Vincent J Hughes,6,71,36,3
Bob Casey Jr,,4,0,3
Joseph John Vodvarka,,,1,3
Total,113,75,37,3
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,4
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,4
Vincent J Hughes,3,69,13,4
Bob Casey Jr,,4,0,4
Joseph John Vodvarka,,,0,4
Total,85,73,13,4
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,5
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,5
Vincent J Hughes,7,65,12,5
Bob Casey Jr,,9,0,5
Joseph John Vodvarka,,,1,5
Total,84,74,13,5
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,6
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,6
Vincent J Hughes,12,106,21,6
Bob Casey Jr,,8,0,6
Joseph John Vodvarka,,,0,6
Total,139,114,21,6
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,7
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,7
Vincent J Hughes,14,100,10,7
Bob Casey Jr,,8,0,7
Joseph John Vodvarka,,,1,7
Total,124,108,11,7
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,8
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,8
Vincent J Hughes,13,101,30,8
Bob Casey Jr,,4,0,8
Joseph John Vodvarka,,,6,8
Total,144,105,36,8
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,9
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,9
Vincent J Hughes,6,75,22,9
Bob Casey Jr,,7,0,9
Joseph John Vodvarka,,,1,9
Total,103,82,23,9
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,10
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,10
Vincent J Hughes,12,138,25,10
Bob Casey Jr,,5,0,10
Joseph John Vodvarka,,,4,10
Total,175,143,29,10
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,11
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,11
Vincent J Hughes,7,120,25,11
Bob Casey Jr,,1,0,11
Joseph John Vodvarka,,,3,11
Total,152,121,28,11
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,12
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,12
Vincent J Hughes,13,204,27,12
Bob Casey Jr,,5,0,12
Joseph John Vodvarka,,,2,12
Total,244,209,29,12
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,13
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,13
Vincent J Hughes,5,96,25,13
Bob Casey Jr,,0,0,13
Joseph John Vodvarka,,,1,13
Total,126,96,26,13
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,14
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,14
Vincent J Hughes,9,98,31,14
Bob Casey Jr,,5,0,14
Joseph John Vodvarka,,,0,14
Total,138,103,31,14
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,15
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,15
Vincent J Hughes,10,118,26,15
Bob Casey Jr,,9,0,15
Joseph John Vodvarka,,,4,15
Total,154,127,30,15
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,16
,Vincent J Hughes,Bob Casey Jr,Joseph John Vodvarka,16
Vincent J Hughes,8,44,26,16
Bob Casey Jr,,4,0,16
Joseph John Vodvarka,,,0,16
Total,78,48,26,16
