col_1,col_2,col_3,col_4,col_5,col_6,division
,United States Senator - Republican,,,,,All
,Tom Smith,David Alan Christian,Steven D Welch,Sam Rohrer,Marc A Scaringi,All
Tom Smith,225,0,0,0,0,All
David Alan Christian,,204,0,0,0,All
Steven D Welch,,,204,0,0,All
Sam Rohrer,,,,81,0,All
Marc A Scaringi,,,,,61,All
Total,225,204,204,81,61,All
,United States Senator - Republican,,,,,1
,Tom Smith,Marc A Scaringi,Sam Rohrer,David Alan Christian,Steven D Welch,1
Tom Smith,5,0,0,0,0,1
Marc A Scaringi,,3,0,0,0,1
Sam Rohrer,,,2,0,0,1
David Alan Christian,,,,1,0,1
Steven D Welch,,,,,0,1
Total,5,3,2,1,0,1
,United States Senator - Republican,,,,,2
,Tom Smith,Steven D Welch,David Alan Christian,Sam Rohrer,Marc A Scaringi,2
Tom Smith,11,0,0,0,0,2
Steven D Welch,,7,0,0,0,2
David Alan Christian,,,6,0,0,2
Sam Rohrer,,,,4,0,2
Marc A Scaringi,,,,,2,2
Total,11,7,6,4,2,2
,United States Senator - Republican,,,,,3
,David Alan Christian,Steven D Welch,Tom Smith,Marc A Scaringi,Sam Rohrer,3
David Alan Christian,1,0,0,0,0,3
Steven D Welch,,1,0,0,0,3
Tom Smith,,,1,0,0,3
Marc A Scaringi,,,,0,0,3
Sam Rohrer,,,,,0,3
Total,1,1,1,0,0,3
,United States Senator - Republican,,,,,4
,Steven D Welch,Tom Smith,David Alan Christian,Marc A Scaringi,Sam Rohrer,4
Steven D Welch,11,0,0,0,0,4
Tom Smith,,7,0,0,0,4
David Alan Christian,,,2,0,0,4
Marc A Scaringi,,,,1,0,4
Sam Rohrer,,,,,0,4
Total,11,7,2,1,0,4
,United States Senator - Republican,,,,,5
,Steven D Welch,Tom Smith,David Alan Christian,Marc A Scaringi,Sam Rohrer,5
Steven D Welch,7,0,0,0,0,5
Tom Smith,,6,0,0,0,5
David Alan Christian,,,4,0,0,5
Marc A Scaringi,,,,3,0,5
Sam Rohrer,,,,,1,5
Total,7,6,4,3,1,5
,United States Senator - Republican,,,,,6
,Steven D Welch,David Alan Christian,Tom Smith,Marc A Scaringi,Sam Rohrer,6
Steven D Welch,21,0,0,0,0,6
