col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 172nd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Kevin J Boyle,Daniel Collins,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Olivia E Brady,Patrick J Eiding,Louis J Farinella,Leslie S Richards,Vince Gillen,Caren Gansman Moskowitz,All
Kevin J Boyle,627,0,877,803,734,568,554,556,560,547,552,All
Daniel Collins,,349,394,372,322,238,248,241,233,242,221,All
Catherine G Scott,,,2,"1,031",965,754,745,752,754,739,733,All
Kelly Lynn Devine,,,,0,953,748,733,734,743,731,725,All
D Gregory Holt,,,,,1,691,705,708,697,711,686,All
Olivia E Brady,,,,,,0,696,695,721,701,707,All
Patrick J Eiding,,,,,,,0,716,697,717,702,All
Louis J Farinella,,,,,,,,1,710,704,690,All
Leslie S Richards,,,,,,,,,0,694,707,All
Vince Gillen,,,,,,,,,,1,685,All
Caren Gansman Moskowitz,,,,,,,,,,,0,All
Total,"1,703",844,"1,279","1,181","1,061",807,804,800,794,792,774,All
