col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Stephen A Cozen,Raye E Johnson,Joseph C Meade,Jerry T Jordan,Jerome W Mondesire,Eleanor M Dezzi,Nancy Astor Fox,Michelle W Singer,Heather Steinmiller,William S Leopold,Patrick Murphy,Kathleen G Kane,All
Kenyatta J Johnson,9,855,849,789,793,538,476,468,464,452,449,450,450,446,433,440,417,569,410,All
Blondell Reynolds Brown,,3,802,766,761,520,463,452,452,443,444,442,438,429,425,433,423,493,365,All
Cindy Bass,,,3,763,774,499,461,453,450,440,438,435,437,424,418,425,412,471,349,All
Mark Alan Aronchick,,,,4,743,454,438,437,428,427,420,418,411,403,393,406,411,438,336,All
Jacquelyn Manns Smalley,,,,,1,465,443,436,432,421,423,416,423,411,404,417,405,439,331,All
Vincent J Hughes,,,,,,5,480,466,461,459,451,453,442,433,431,433,424,391,190,All
Andrew P Toy,,,,,,,1,455,436,444,434,422,431,412,405,423,415,312,167,All
Stephen A Cozen,,,,,,,,0,438,442,422,428,429,418,399,422,414,307,168,All
Raye E Johnson,,,,,,,,,0,427,435,412,435,427,417,428,423,306,154,All
Joseph C Meade,,,,,,,,,,0,417,425,414,403,388,412,411,294,157,All
Jerry T Jordan,,,,,,,,,,,0,409,424,413,407,423,417,297,156,All
Jerome W Mondesire,,,,,,,,,,,,0,400,389,379,396,395,299,149,All
Eleanor M Dezzi,,,,,,,,,,,,,0,420,408,427,415,291,153,All
Nancy Astor Fox,,,,,,,,,,,,,,1,414,413,400,288,150,All
Michelle W Singer,,,,,,,,,,,,,,,0,405,387,293,146,All
Heather Steinmiller,,,,,,,,,,,,,,,,0,410,285,149,All
William S Leopold,,,,,,,,,,,,,,,,,0,273,145,All
Patrick Murphy,,,,,,,,,,,,,,,,,,284,0,All
Kathleen G Kane,,,,,,,,,,,,,,,,,,,103,All
Total,"1,054",926,879,828,821,619,506,501,484,480,476,475,467,467,459,456,441,951,580,All
,Attorney General - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,1
,Patrick Murphy,Kathleen G Kane,Kenyatta J Johnson,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Cindy Bass,Mark Alan Aronchick,Vincent J Hughes,Joseph C Meade,Nancy Astor Fox,Raye E Johnson,Andrew P Toy,Eleanor M Dezzi,Jerome W Mondesire,Stephen A Cozen,Michelle W Singer,Heather Steinmiller,William S Leopold,Jerry T Jordan,1
Patrick Murphy,5,0,25,21,18,19,16,14,10,9,9,9,9,10,9,8,7,7,6,1
Kathleen G Kane,,8,8,11,7,5,5,4,3,3,3,2,2,1,2,2,2,2,2,1
Kenyatta J Johnson,,,0,25,22,23,21,13,11,9,8,10,8,10,8,8,8,7,8,1
Blondell Reynolds Brown,,,,0,20,21,19,14,10,10,10,9,9,8,10,10,9,8,8,1
Jacquelyn Manns Smalley,,,,,1,22,19,9,8,8,8,8,7,8,8,8,8,7,8,1
Cindy Bass,,,,,,1,19,9,8,8,8,9,8,9,8,8,8,7,8,1
Mark Alan Aronchick,,,,,,,0,8,8,7,7,7,7,8,8,7,7,7,7,1
Vincent J Hughes,,,,,,,,0,11,11,10,9,10,10,10,10,9,9,8,1
Joseph C Meade,,,,,,,,,0,10,10,10,9,8,8,8,8,8,8,1
Nancy Astor Fox,,,,,,,,,,0,10,9,10,7,9,8,8,9,8,1
Raye E Johnson,,,,,,,,,,,0,9,8,7,8,9,8,8,8,1
Andrew P Toy,,,,,,,,,,,,0,8,7,8,8,8,8,8,1
Eleanor M Dezzi,,,,,,,,,,,,,0,8,9,7,7,9,7,1
Jerome W Mondesire,,,,,,,,,,,,,,0,7,7,7,7,7,1
Stephen A Cozen,,,,,,,,,,,,,,,0,8,8,9,7,1
Michelle W Singer,,,,,,,,,,,,,,,,0,9,7,8,1
Heather Steinmiller,,,,,,,,,,,,,,,,,0,7,8,1
William S Leopold,,,,,,,,,,,,,,,,,,0,7,1
Jerry T Jordan,,,,,,,,,,,,,,,,,,,0,1
Total,38,22,33,32,26,25,21,18,13,12,12,11,11,11,11,10,9,9,8,1
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,2
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerry T Jordan,Eleanor M Dezzi,Andrew P Toy,Stephen A Cozen,William S Leopold,Heather Steinmiller,Nancy Astor Fox,Raye E Johnson,Jerome W Mondesire,Michelle W Singer,Joseph C Meade,Patrick Murphy,Kathleen G Kane,2
Kenyatta J Johnson,0,40,41,39,38,28,27,27,26,26,24,24,24,24,22,22,22,28,23,2
Blondell Reynolds Brown,,0,37,37,35,27,25,24,25,24,25,24,23,23,22,22,21,23,18,2
Cindy Bass,,,0,38,38,26,27,25,26,24,24,24,23,24,20,21,22,22,19,2
Jacquelyn Manns Smalley,,,,0,36,25,25,24,25,23,23,23,22,23,21,20,21,22,17,2
Mark Alan Aronchick,,,,,0,25,25,23,23,22,23,22,22,24,20,20,21,21,17,2
Vincent J Hughes,,,,,,1,28,25,25,23,25,23,23,25,22,21,22,23,9,2
Jerry T Jordan,,,,,,,0,26,25,24,27,25,25,26,22,23,22,20,10,2
Eleanor M Dezzi,,,,,,,,0,25,25,25,24,25,24,22,22,20,18,11,2
Andrew P Toy,,,,,,,,,0,25,24,24,23,23,21,21,22,17,10,2
Stephen A Cozen,,,,,,,,,,0,24,24,24,23,21,21,22,17,10,2
William S Leopold,,,,,,,,,,,0,25,25,25,22,23,21,18,9,2
Heather Steinmiller,,,,,,,,,,,,0,24,24,21,23,21,18,8,2
Nancy Astor Fox,,,,,,,,,,,,,0,24,22,23,21,16,10,2
Raye E Johnson,,,,,,,,,,,,,,0,22,22,22,18,8,2
Jerome W Mondesire,,,,,,,,,,,,,,,0,21,20,14,9,2
Michelle W Singer,,,,,,,,,,,,,,,,0,19,16,8,2
Joseph C Meade,,,,,,,,,,,,,,,,,0,16,7,2
Patrick Murphy,,,,,,,,,,,,,,,,,,18,0,2
Kathleen G Kane,,,,,,,,,,,,,,,,,,,2,2
Total,52,43,41,40,38,34,30,29,27,27,27,26,26,26,24,24,23,50,26,2
,Attorney General - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,3
,Patrick Murphy,Kathleen G Kane,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Stephen A Cozen,Andrew P Toy,Jerome W Mondesire,Jerry T Jordan,Nancy Astor Fox,William S Leopold,Eleanor M Dezzi,Joseph C Meade,Michelle W Singer,Raye E Johnson,Heather Steinmiller,3
Patrick Murphy,19,0,27,25,25,23,22,13,13,13,11,10,10,10,11,9,10,10,9,3
Kathleen G Kane,,4,20,19,16,18,15,9,8,7,6,7,7,7,6,7,6,6,5,3
Kenyatta J Johnson,,,0,39,40,37,36,19,20,19,16,16,17,15,16,15,14,16,14,3
Blondell Reynolds Brown,,,,0,37,39,36,18,18,18,17,17,17,16,14,16,14,15,14,3
Cindy Bass,,,,,0,36,35,18,19,18,16,16,17,15,15,15,14,16,14,3
Mark Alan Aronchick,,,,,,0,34,16,18,17,17,16,16,15,14,16,14,14,13,3
Jacquelyn Manns Smalley,,,,,,,0,17,18,19,16,17,16,15,14,15,14,15,14,3
Vincent J Hughes,,,,,,,,0,18,17,16,16,17,15,15,15,15,16,14,3
Stephen A Cozen,,,,,,,,,0,17,16,16,17,15,16,15,14,16,14,3
Andrew P Toy,,,,,,,,,,0,15,16,15,14,13,15,13,14,13,3
Jerome W Mondesire,,,,,,,,,,,0,16,16,15,14,15,14,14,13,3
Jerry T Jordan,,,,,,,,,,,,0,17,16,14,15,14,15,14,3
Nancy Astor Fox,,,,,,,,,,,,,0,16,15,15,14,16,14,3
William S Leopold,,,,,,,,,,,,,,0,14,14,13,15,14,3
Eleanor M Dezzi,,,,,,,,,,,,,,,0,12,13,15,13,3
Joseph C Meade,,,,,,,,,,,,,,,,0,12,13,12,3
Michelle W Singer,,,,,,,,,,,,,,,,,0,13,13,3
Raye E Johnson,,,,,,,,,,,,,,,,,,0,14,3
Heather Steinmiller,,,,,,,,,,,,,,,,,,,0,3
Total,55,29,48,45,42,42,38,22,21,20,18,18,18,18,17,17,16,16,14,3
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,4
,Kenyatta J Johnson,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Cindy Bass,Vincent J Hughes,Joseph C Meade,Andrew P Toy,Jerry T Jordan,Michelle W Singer,Nancy Astor Fox,Stephen A Cozen,Eleanor M Dezzi,Jerome W Mondesire,William S Leopold,Raye E Johnson,Heather Steinmiller,Kathleen G Kane,Patrick Murphy,4
Kenyatta J Johnson,1,46,45,44,45,23,23,21,18,18,20,20,19,20,19,17,17,34,20,4
Blondell Reynolds Brown,,0,42,41,41,22,21,21,19,18,20,19,18,20,19,17,17,30,18,4
Jacquelyn Manns Smalley,,,0,42,42,22,20,21,17,18,19,19,19,19,19,17,16,31,15,4
Mark Alan Aronchick,,,,1,41,21,21,21,18,18,18,18,18,19,19,17,16,30,16,4
Cindy Bass,,,,,0,22,22,20,18,18,20,20,19,20,19,17,17,29,16,4
Vincent J Hughes,,,,,,1,22,22,20,20,20,21,20,20,19,18,17,14,15,4
Joseph C Meade,,,,,,,0,20,18,17,19,20,18,20,19,17,17,11,13,4
Andrew P Toy,,,,,,,,0,19,19,18,19,19,20,19,18,17,11,12,4
Jerry T Jordan,,,,,,,,,0,19,19,17,18,18,18,17,17,9,12,4
Michelle W Singer,,,,,,,,,,0,19,17,19,17,18,17,16,9,12,4
Nancy Astor Fox,,,,,,,,,,,0,18,19,18,19,17,17,9,12,4
Stephen A Cozen,,,,,,,,,,,,0,18,19,17,16,16,11,10,4
Eleanor M Dezzi,,,,,,,,,,,,,0,18,19,18,17,9,11,4
Jerome W Mondesire,,,,,,,,,,,,,,0,18,17,17,10,10,4
William S Leopold,,,,,,,,,,,,,,,0,18,17,9,11,4
Raye E Johnson,,,,,,,,,,,,,,,,0,16,8,10,4
Heather Steinmiller,,,,,,,,,,,,,,,,,0,8,9,4
Kathleen G Kane,,,,,,,,,,,,,,,,,,10,0,4
Patrick Murphy,,,,,,,,,,,,,,,,,,,11,4
Total,56,48,47,47,45,30,24,23,21,21,21,21,20,20,20,18,17,47,37,4
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,5
,Kenyatta J Johnson,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Cindy Bass,Vincent J Hughes,Stephen A Cozen,Andrew P Toy,Nancy Astor Fox,Jerry T Jordan,Joseph C Meade,Raye E Johnson,Eleanor M Dezzi,Jerome W Mondesire,Heather Steinmiller,William S Leopold,Michelle W Singer,Patrick Murphy,Kathleen G Kane,5
Kenyatta J Johnson,1,56,57,57,53,34,33,32,33,30,29,31,31,29,29,28,26,36,27,5
Blondell Reynolds Brown,,0,55,53,51,34,31,32,28,30,29,30,30,28,28,29,26,34,28,5
Mark Alan Aronchick,,,0,54,51,32,32,32,30,29,29,31,30,29,29,29,26,30,26,5
Jacquelyn Manns Smalley,,,,0,52,30,29,29,28,27,27,28,29,27,28,27,26,28,26,5
Cindy Bass,,,,,1,29,27,27,24,25,26,25,25,25,24,24,22,27,23,5
Vincent J Hughes,,,,,,1,31,32,27,29,31,29,29,29,27,27,25,28,10,5
Stephen A Cozen,,,,,,,0,33,30,29,31,30,29,30,28,28,25,22,11,5
