col_1,col_2,col_3,col_4,division
,President Of The United States - Democrat,United States Senator - Democrat,,All
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,All
Barack Obama,212,782,499,All
Bob Casey Jr,,15,0,All
Joseph John Vodvarka,,,7,All
Total,"1,493",797,506,All
,President Of The United States - Democrat,United States Senator - Democrat,,1
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,1
Barack Obama,3,34,8,1
Bob Casey Jr,,0,0,1
Joseph John Vodvarka,,,0,1
Total,45,34,8,1
,President Of The United States - Democrat,United States Senator - Democrat,,2
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,2
Barack Obama,9,38,15,2
Bob Casey Jr,,2,0,2
Joseph John Vodvarka,,,0,2
Total,62,40,15,2
,President Of The United States - Democrat,United States Senator - Democrat,,3
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,3
Barack Obama,23,43,12,3
Bob Casey Jr,,0,0,3
Joseph John Vodvarka,,,0,3
Total,78,43,12,3
,President Of The United States - Democrat,United States Senator - Democrat,,4
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,4
Barack Obama,15,16,11,4
Bob Casey Jr,,0,0,4
Joseph John Vodvarka,,,0,4
Total,42,16,11,4
,President Of The United States - Democrat,United States Senator - Democrat,,5
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,5
Barack Obama,6,41,39,5
Bob Casey Jr,,0,0,5
Joseph John Vodvarka,,,0,5
Total,86,41,39,5
,President Of The United States - Democrat,United States Senator - Democrat,,6
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,6
Barack Obama,2,28,17,6
Bob Casey Jr,,0,0,6
Joseph John Vodvarka,,,0,6
Total,47,28,17,6
,President Of The United States - Democrat,United States Senator - Democrat,,7
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,7
Barack Obama,8,43,24,7
Bob Casey Jr,,2,0,7
Joseph John Vodvarka,,,0,7
Total,75,45,24,7
,President Of The United States - Democrat,United States Senator - Democrat,,8
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,8
Barack Obama,25,32,24,8
Bob Casey Jr,,0,0,8
Joseph John Vodvarka,,,1,8
Total,81,32,25,8
,President Of The United States - Democrat,United States Senator - Democrat,,9
,Barack Obama,Joseph John Vodvarka,Bob Casey Jr,9
Barack Obama,7,43,31,9
Joseph John Vodvarka,,0,0,9
Bob Casey Jr,,,1,9
Total,81,43,32,9
,President Of The United States - Democrat,United States Senator - Democrat,,10
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,10
Barack Obama,9,60,38,10
Bob Casey Jr,,0,0,10
Joseph John Vodvarka,,,2,10
Total,107,60,40,10
,President Of The United States - Democrat,United States Senator - Democrat,,11
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,11
Barack Obama,19,64,18,11
Bob Casey Jr,,0,0,11
Joseph John Vodvarka,,,0,11
Total,101,64,18,11
,President Of The United States - Democrat,United States Senator - Democrat,,12
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,12
Barack Obama,4,45,36,12
Bob Casey Jr,,4,0,12
Joseph John Vodvarka,,,0,12
Total,85,49,36,12
,President Of The United States - Democrat,United States Senator - Democrat,,13
,Barack Obama,Joseph John Vodvarka,Bob Casey Jr,13
Barack Obama,9,37,24,13
Joseph John Vodvarka,,1,0,13
Bob Casey Jr,,,1,13
Total,70,38,25,13
,President Of The United States - Democrat,United States Senator - Democrat,,14
,Barack Obama,Joseph John Vodvarka,Bob Casey Jr,14
Barack Obama,8,65,63,14
Joseph John Vodvarka,,0,0,14
Bob Casey Jr,,,0,14
Total,136,65,63,14
,President Of The United States - Democrat,United States Senator - Democrat,,15
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,15
Barack Obama,11,28,16,15
Bob Casey Jr,,0,0,15
Joseph John Vodvarka,,,0,15
Total,55,28,16,15
,President Of The United States - Democrat,United States Senator - Democrat,,16
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,16
Barack Obama,12,15,9,16
Bob Casey Jr,,0,0,16
Joseph John Vodvarka,,,0,16
Total,36,15,9,16
,President Of The United States - Democrat,United States Senator - Democrat,,17
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,17
Barack Obama,7,28,9,17
Bob Casey Jr,,2,0,17
Joseph John Vodvarka,,,0,17
Total,44,30,9,17
,President Of The United States - Democrat,United States Senator - Democrat,,18
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,18
Barack Obama,7,64,15,18
Bob Casey Jr,,2,0,18
Joseph John Vodvarka,,,2,18
Total,86,66,17,18
,President Of The United States - Democrat,United States Senator - Democrat,,19
,Barack Obama,Joseph John Vodvarka,Bob Casey Jr,19
Barack Obama,10,21,15,19
Joseph John Vodvarka,,1,0,19
Bob Casey Jr,,,0,19
Total,46,22,15,19
,President Of The United States - Democrat,United States Senator - Democrat,,20
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,20
Barack Obama,9,15,13,20
Bob Casey Jr,,1,0,20
Joseph John Vodvarka,,,0,20
Total,37,16,13,20
,President Of The United States - Democrat,United States Senator - Democrat,,21
,Barack Obama,Bob Casey Jr,Joseph John Vodvarka,21
Barack Obama,9,55,29,21
Bob Casey Jr,,0,0,21
Joseph John Vodvarka,,,0,21
Total,93,55,29,21
