col_1,col_2,division
,Senator In The General Assembly 1st District - Democrat,All
,Lawrence M Farnese Jr,All
Lawrence M Farnese Jr,410,All
Total,410,All
,Senator In The General Assembly 1st District - Democrat,1
,Lawrence M Farnese Jr,1
Lawrence M Farnese Jr,49,1
Total,49,1
,Senator In The General Assembly 1st District - Democrat,2
,Lawrence M Farnese Jr,2
Lawrence M Farnese Jr,60,2
Total,60,2
,Senator In The General Assembly 1st District - Democrat,5
,Lawrence M Farnese Jr,5
Lawrence M Farnese Jr,67,5
Total,67,5
,Senator In The General Assembly 1st District - Democrat,12
,Lawrence M Farnese Jr,12
Lawrence M Farnese Jr,39,12
Total,39,12
,Senator In The General Assembly 1st District - Democrat,13
,Lawrence M Farnese Jr,13
Lawrence M Farnese Jr,49,13
Total,49,13
,Senator In The General Assembly 1st District - Democrat,14
,Lawrence M Farnese Jr,14
Lawrence M Farnese Jr,25,14
Total,25,14
,Senator In The General Assembly 1st District - Democrat,17
,Lawrence M Farnese Jr,17
Lawrence M Farnese Jr,46,17
Total,46,17
,Senator In The General Assembly 1st District - Democrat,18
,Lawrence M Farnese Jr,18
Lawrence M Farnese Jr,37,18
Total,37,18
,Senator In The General Assembly 1st District - Democrat,20
,Lawrence M Farnese Jr,20
Lawrence M Farnese Jr,38,20
Total,38,20
