col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Attorney General - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Patrick Murphy,Kathleen G Kane,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,All
Patrick Murphy,"7,260",0,"12,780","12,672","11,833","11,665","11,474","10,103","9,637","9,373","9,266","9,160",All
Kathleen G Kane,,"2,888","7,453","7,567","7,035","7,186","7,115","5,163","5,118","4,953","4,769","4,791",All
Anthony Hardy Williams,,,161,"18,469","18,161","17,818","17,663","13,788","13,705","13,402","13,354","13,328",All
Ted Kirsch,,,,106,"18,414","18,356","17,998","13,762","13,668","13,578","13,521","13,426",All
Ryan N Boyer,,,,,39,"17,953","17,711","13,309","13,561","13,390","13,287","13,262",All
Mindy M Posoff,,,,,,25,"17,977","13,441","13,628","13,459","13,194","13,249",All
Elizabeth A Washo,,,,,,,22,"13,376","13,569","13,466","13,109","13,117",All
Christine M Tartaglione,,,,,,,,89,"13,899","13,707","13,529","13,491",All
Kathryn Sylvia Huggins,,,,,,,,,21,"14,048","13,604","13,785",All
Deborah E Landau,,,,,,,,,,5,"13,438","13,657",All
Thaddeus Kirkland,,,,,,,,,,,7,"13,486",All
Sekela Coles,,,,,,,,,,,,2,All
Total,"23,322","12,308","21,137","21,062","19,575","19,517","19,235","15,847","15,265","14,789","14,504","14,415",All
