col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,United States Senator - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Bob Casey Jr,Joseph John Vodvarka,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Louis J Farinella,Olivia E Brady,Leslie S Richards,Vince Gillen,Patrick J Eiding,Caren Gansman Moskowitz,All
Bob Casey Jr,"4,368",0,"8,947","8,050","7,636","5,470","5,495","5,447","5,383","5,325","5,230",All
Joseph John Vodvarka,,892,"2,466","2,204","2,132","1,074","1,046","1,053","1,058","1,052","1,028",All
Catherine G Scott,,,107,"9,665","9,323","6,329","6,346","6,394","6,304","6,233","6,146",All
Kelly Lynn Devine,,,,51,"9,186","6,199","6,213","6,270","6,163","6,045","6,050",All
D Gregory Holt,,,,,38,"6,058","5,950","6,037","6,064","5,920","5,850",All
Louis J Farinella,,,,,,17,"6,019","6,105","6,080","6,078","5,908",All
Olivia E Brady,,,,,,,2,"6,142","6,012","5,941","5,976",All
Leslie S Richards,,,,,,,,7,"6,039","5,956","5,970",All
Vince Gillen,,,,,,,,,8,"6,019","5,908",All
Patrick J Eiding,,,,,,,,,,15,"5,908",All
Caren Gansman Moskowitz,,,,,,,,,,,7,All
Total,"14,975","3,760","11,881","10,638","10,121","6,755","6,726","6,693","6,633","6,579","6,433",All
