col_1,col_2,col_3,division
,Attorney General - Democrat,,All
,Patrick Murphy,Kathleen G Kane,All
Patrick Murphy,814,0,All
Kathleen G Kane,,458,All
Total,814,458,All
,Attorney General - Democrat,,1
,Patrick Murphy,Kathleen G Kane,1
Patrick Murphy,28,0,1
Kathleen G Kane,,17,1
Total,28,17,1
,Attorney General - Democrat,,2
,Patrick Murphy,Kathleen G Kane,2
Patrick Murphy,25,0,2
Kathleen G Kane,,18,2
Total,25,18,2
,Attorney General - Democrat,,3
,Kathleen G Kane,Patrick Murphy,3
Kathleen G Kane,15,0,3
Patrick Murphy,,15,3
Total,15,15,3
,Attorney General - Democrat,,4
,Patrick Murphy,Kathleen G Kane,4
Patrick Murphy,40,0,4
Kathleen G Kane,,35,4
Total,40,35,4
,Attorney General - Democrat,,5
,Patrick Murphy,Kathleen G Kane,5
Patrick Murphy,60,0,5
Kathleen G Kane,,7,5
Total,60,7,5
,Attorney General - Democrat,,6
,Kathleen G Kane,Patrick Murphy,6
Kathleen G Kane,31,0,6
Patrick Murphy,,27,6
Total,31,27,6
,Attorney General - Democrat,,7
,Patrick Murphy,Kathleen G Kane,7
Patrick Murphy,37,0,7
Kathleen G Kane,,19,7
Total,37,19,7
,Attorney General - Democrat,,8
,Patrick Murphy,Kathleen G Kane,8
Patrick Murphy,56,0,8
Kathleen G Kane,,23,8
Total,56,23,8
,Attorney General - Democrat,,9
,Patrick Murphy,Kathleen G Kane,9
Patrick Murphy,12,0,9
Kathleen G Kane,,11,9
Total,12,11,9
,Attorney General - Democrat,,10
,Patrick Murphy,Kathleen G Kane,10
Patrick Murphy,33,0,10
Kathleen G Kane,,18,10
Total,33,18,10
,Attorney General - Democrat,,11
,Patrick Murphy,Kathleen G Kane,11
Patrick Murphy,40,0,11
Kathleen G Kane,,28,11
Total,40,28,11
,Attorney General - Democrat,,12
,Patrick Murphy,Kathleen G Kane,12
Patrick Murphy,34,0,12
Kathleen G Kane,,14,12
Total,34,14,12
,Attorney General - Democrat,,13
,Kathleen G Kane,Patrick Murphy,13
Kathleen G Kane,25,0,13
Patrick Murphy,,23,13
Total,25,23,13
,Attorney General - Democrat,,14
,Patrick Murphy,Kathleen G Kane,14
Patrick Murphy,49,0,14
Kathleen G Kane,,25,14
Total,49,25,14
,Attorney General - Democrat,,15
,Patrick Murphy,Kathleen G Kane,15
Patrick Murphy,36,0,15
Kathleen G Kane,,23,15
Total,36,23,15
,Attorney General - Democrat,,16
,Patrick Murphy,Kathleen G Kane,16
Patrick Murphy,30,0,16
Kathleen G Kane,,15,16
Total,30,15,16
,Attorney General - Democrat,,17
,Patrick Murphy,Kathleen G Kane,17
Patrick Murphy,43,0,17
Kathleen G Kane,,25,17
Total,43,25,17
,Attorney General - Democrat,,18
,Patrick Murphy,Kathleen G Kane,18
Patrick Murphy,43,0,18
Kathleen G Kane,,16,18
Total,43,16,18
,Attorney General - Democrat,,19
,Patrick Murphy,Kathleen G Kane,19
Patrick Murphy,19,0,19
Kathleen G Kane,,13,19
Total,19,13,19
,Attorney General - Democrat,,20
,Patrick Murphy,Kathleen G Kane,20
Patrick Murphy,33,0,20
Kathleen G Kane,,16,20
Total,33,16,20
,Attorney General - Democrat,,21
,Patrick Murphy,Kathleen G Kane,21
Patrick Murphy,11,0,21
Kathleen G Kane,,3,21
Total,11,3,21
,Attorney General - Democrat,,22
,Patrick Murphy,Kathleen G Kane,22
Patrick Murphy,29,0,22
Kathleen G Kane,,14,22
Total,29,14,22
,Attorney General - Democrat,,23
,Patrick Murphy,Kathleen G Kane,23
Patrick Murphy,15,0,23
Kathleen G Kane,,11,23
Total,15,11,23
,Attorney General - Democrat,,24
,Patrick Murphy,Kathleen G Kane,24
Patrick Murphy,16,0,24
Kathleen G Kane,,8,24
Total,16,8,24
,Attorney General - Democrat,,25
,Patrick Murphy,Kathleen G Kane,25
Patrick Murphy,32,0,25
Kathleen G Kane,,15,25
Total,32,15,25
,Attorney General - Democrat,,26
,Patrick Murphy,Kathleen G Kane,26
Patrick Murphy,28,0,26
Kathleen G Kane,,13,26
Total,28,13,26
