col_1,col_2,col_3,division
,Representative In The General Assembly 188th District - Republican,State Treasurer - Republican,All
,Ernest Adkins,Diana Irey Vaughan,All
Ernest Adkins,6,96,All
Diana Irey Vaughan,,2,All
Total,102,98,All
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,1
,Diana Irey Vaughan,Ernest Adkins,1
Diana Irey Vaughan,0,3,1
Ernest Adkins,,0,1
Total,3,3,1
,Representative In The General Assembly 188th District - Republican,State Treasurer - Republican,2
,Ernest Adkins,Diana Irey Vaughan,2
Ernest Adkins,1,7,2
Diana Irey Vaughan,,0,2
Total,8,7,2
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,3
,Diana Irey Vaughan,Ernest Adkins,3
Diana Irey Vaughan,0,6,3
Ernest Adkins,,0,3
Total,6,6,3
,Representative In The General Assembly 188th District - Republican,State Treasurer - Republican,5
,Ernest Adkins,Diana Irey Vaughan,5
Ernest Adkins,1,3,5
Diana Irey Vaughan,,0,5
Total,4,3,5
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,6
,Diana Irey Vaughan,Ernest Adkins,6
Diana Irey Vaughan,0,3,6
Ernest Adkins,,0,6
Total,3,3,6
,Representative In The General Assembly 188th District - Republican,State Treasurer - Republican,7
,Ernest Adkins,Diana Irey Vaughan,7
Ernest Adkins,1,7,7
Diana Irey Vaughan,,0,7
Total,8,7,7
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,8
,Diana Irey Vaughan,Ernest Adkins,8
Diana Irey Vaughan,0,2,8
Ernest Adkins,,0,8
Total,2,2,8
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,9
,Diana Irey Vaughan,Ernest Adkins,9
Diana Irey Vaughan,0,3,9
Ernest Adkins,,0,9
Total,3,3,9
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,10
,Diana Irey Vaughan,Ernest Adkins,10
Diana Irey Vaughan,0,1,10
Ernest Adkins,,0,10
Total,1,1,10
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,11
,Diana Irey Vaughan,Ernest Adkins,11
Diana Irey Vaughan,1,8,11
Ernest Adkins,,0,11
Total,9,8,11
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,13
,Diana Irey Vaughan,Ernest Adkins,13
Diana Irey Vaughan,0,5,13
Ernest Adkins,,0,13
Total,5,5,13
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,14
,Diana Irey Vaughan,Ernest Adkins,14
Diana Irey Vaughan,1,4,14
Ernest Adkins,,0,14
Total,5,4,14
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,18
,Diana Irey Vaughan,Ernest Adkins,18
Diana Irey Vaughan,0,3,18
Ernest Adkins,,0,18
Total,3,3,18
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,19
,Diana Irey Vaughan,Ernest Adkins,19
Diana Irey Vaughan,0,9,19
Ernest Adkins,,0,19
Total,9,9,19
,Representative In The General Assembly 188th District - Republican,State Treasurer - Republican,20
,Ernest Adkins,Diana Irey Vaughan,20
Ernest Adkins,1,3,20
Diana Irey Vaughan,,0,20
Total,4,3,20
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,21
,Diana Irey Vaughan,Ernest Adkins,21
Diana Irey Vaughan,0,4,21
Ernest Adkins,,0,21
Total,4,4,21
,State Treasurer - Republican,Representative In The General Assembly 188th District - Republican,22
,Diana Irey Vaughan,Ernest Adkins,22
Diana Irey Vaughan,0,12,22
Ernest Adkins,,0,22
Total,12,12,22
,Representative In The General Assembly 188th District - Republican,State Treasurer - Republican,23
,Ernest Adkins,Diana Irey Vaughan,23
Ernest Adkins,2,13,23
Diana Irey Vaughan,,0,23
Total,15,13,23
