col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Representative In The General Assembly 192nd District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Louise Bishop,Will Mega,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Andrew P Toy,Jerry T Jordan,Joseph C Meade,Raye E Johnson,Eleanor M Dezzi,Michelle W Singer,Nancy Astor Fox,Heather Steinmiller,William S Leopold,All
Louise Bishop,304,0,703,661,577,567,554,476,381,376,372,379,372,364,361,357,353,356,347,All
Will Mega,,44,214,190,181,167,161,167,134,133,131,126,124,128,129,128,125,123,119,All
Kenyatta J Johnson,,,3,798,743,720,702,608,503,501,496,493,486,486,485,473,473,477,461,All
Blondell Reynolds Brown,,,,0,716,710,689,586,498,491,485,488,478,476,475,461,457,464,452,All
Cindy Bass,,,,,1,692,670,531,475,479,478,481,466,467,462,449,452,459,443,All
Jacquelyn Manns Smalley,,,,,,1,678,511,468,477,476,469,471,465,466,446,449,460,450,All
Mark Alan Aronchick,,,,,,,0,489,456,466,465,458,460,457,453,431,439,442,442,All
Vincent J Hughes,,,,,,,,1,506,501,494,501,493,483,483,473,468,474,463,All
Jerome W Mondesire,,,,,,,,,0,478,466,463,465,456,458,431,440,448,440,All
Stephen A Cozen,,,,,,,,,,0,481,471,474,469,472,449,456,460,452,All
Andrew P Toy,,,,,,,,,,,0,464,469,465,465,438,444,454,450,All
Jerry T Jordan,,,,,,,,,,,,0,464,467,465,444,447,456,451,All
Joseph C Meade,,,,,,,,,,,,,0,457,459,440,445,450,451,All
Raye E Johnson,,,,,,,,,,,,,,0,465,440,447,455,449,All
Eleanor M Dezzi,,,,,,,,,,,,,,,0,445,453,465,455,All
Michelle W Singer,,,,,,,,,,,,,,,,0,452,435,426,All
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,445,439,All
Heather Steinmiller,,,,,,,,,,,,,,,,,,0,449,All
William S Leopold,,,,,,,,,,,,,,,,,,,0,All
Total,"1,089",281,933,861,768,742,721,652,521,515,509,509,502,497,494,493,487,484,470,All
,Representative In The General Assembly 192nd District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,4
,Louise Bishop,Will Mega,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Andrew P Toy,Heather Steinmiller,Jerome W Mondesire,Nancy Astor Fox,Eleanor M Dezzi,Michelle W Singer,Raye E Johnson,Stephen A Cozen,Jerry T Jordan,Joseph C Meade,William S Leopold,4
Louise Bishop,22,0,53,49,46,40,39,30,27,26,24,26,24,25,24,24,24,23,23,4
Will Mega,,5,15,15,15,14,14,12,11,10,11,9,10,9,10,10,9,10,10,4
Kenyatta J Johnson,,,0,62,58,53,53,41,38,36,34,35,34,33,34,33,33,33,33,4
Blondell Reynolds Brown,,,,0,55,52,52,39,36,34,33,34,33,31,33,32,31,31,31,4
Cindy Bass,,,,,0,51,52,39,37,34,33,34,32,33,34,34,33,32,32,4
Jacquelyn Manns Smalley,,,,,,0,51,35,34,33,31,32,31,30,31,31,31,31,31,4
Mark Alan Aronchick,,,,,,,0,36,35,33,32,33,32,30,33,33,32,32,32,4
Vincent J Hughes,,,,,,,,0,37,35,33,34,33,32,33,33,33,33,33,4
Andrew P Toy,,,,,,,,,0,33,32,32,32,31,32,33,32,33,32,4
Heather Steinmiller,,,,,,,,,,0,33,34,33,32,32,31,32,32,31,4
Jerome W Mondesire,,,,,,,,,,,0,32,32,30,30,31,30,31,29,4
Nancy Astor Fox,,,,,,,,,,,,0,32,32,33,32,31,31,30,4
Eleanor M Dezzi,,,,,,,,,,,,,0,29,31,30,31,30,30,4
Michelle W Singer,,,,,,,,,,,,,,0,30,31,29,30,28,4
Raye E Johnson,,,,,,,,,,,,,,,0,31,31,30,30,4
Stephen A Cozen,,,,,,,,,,,,,,,,0,31,31,30,4
Jerry T Jordan,,,,,,,,,,,,,,,,,0,30,31,4
Joseph C Meade,,,,,,,,,,,,,,,,,,0,30,4
William S Leopold,,,,,,,,,,,,,,,,,,,0,4
Total,79,22,68,64,61,54,53,42,38,36,35,35,34,34,34,34,33,33,33,4
,Representative In The General Assembly 192nd District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,5
,Louise Bishop,Will Mega,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Eleanor M Dezzi,Stephen A Cozen,Andrew P Toy,Michelle W Singer,Jerry T Jordan,Nancy Astor Fox,Raye E Johnson,Joseph C Meade,Heather Steinmiller,William S Leopold,5
Louise Bishop,15,0,63,60,50,49,49,38,27,26,25,27,25,25,25,25,26,23,23,5
Will Mega,,9,24,23,22,20,18,19,18,18,19,16,18,17,17,17,15,16,15,5
Kenyatta J Johnson,,,0,74,70,68,67,49,43,42,43,42,42,41,40,42,41,38,38,5
Blondell Reynolds Brown,,,,0,68,67,66,49,42,42,42,41,41,39,39,39,39,37,36,5
Cindy Bass,,,,,0,67,64,44,41,41,41,41,41,41,40,40,40,37,37,5
Jacquelyn Manns Smalley,,,,,,0,62,43,40,40,40,40,39,40,39,38,39,37,36,5
Mark Alan Aronchick,,,,,,,0,38,36,36,36,37,36,36,34,37,37,33,35,5
Vincent J Hughes,,,,,,,,0,44,43,43,42,41,41,41,40,41,38,37,5
Jerome W Mondesire,,,,,,,,,0,40,42,41,37,38,37,37,38,36,35,5
Eleanor M Dezzi,,,,,,,,,,0,41,40,41,40,40,40,38,39,38,5
Stephen A Cozen,,,,,,,,,,,0,40,38,39,38,38,37,37,36,5
Andrew P Toy,,,,,,,,,,,,0,38,39,37,37,40,36,36,5
Michelle W Singer,,,,,,,,,,,,,0,39,39,39,37,36,36,5
Jerry T Jordan,,,,,,,,,,,,,,0,39,39,38,36,37,5
Nancy Astor Fox,,,,,,,,,,,,,,,0,38,36,37,37,5
Raye E Johnson,,,,,,,,,,,,,,,,0,37,37,38,5
Joseph C Meade,,,,,,,,,,,,,,,,,0,34,36,5
Heather Steinmiller,,,,,,,,,,,,,,,,,,0,36,5
William S Leopold,,,,,,,,,,,,,,,,,,,0,5
Total,89,35,87,83,72,69,67,57,45,44,44,43,43,42,42,42,41,39,38,5
,Representative In The General Assembly 192nd District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,6
,Louise Bishop,Will Mega,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Andrew P Toy,Joseph C Meade,Jerome W Mondesire,Eleanor M Dezzi,Heather Steinmiller,Jerry T Jordan,Stephen A Cozen,William S Leopold,Michelle W Singer,Nancy Astor Fox,Raye E Johnson,6
Louise Bishop,40,0,63,53,46,46,46,38,32,33,30,29,30,30,31,30,28,28,29,6
Will Mega,,2,17,15,13,10,10,12,8,7,9,9,8,8,7,7,8,8,7,6
Kenyatta J Johnson,,,0,65,60,55,54,49,41,40,40,39,39,39,39,38,37,37,37,6
Blondell Reynolds Brown,,,,0,59,56,53,48,41,40,40,39,39,39,39,37,36,37,37,6
Cindy Bass,,,,,0,53,49,45,39,39,39,37,38,38,38,37,35,36,36,6
Jacquelyn Manns Smalley,,,,,,0,52,42,40,41,37,37,38,38,38,38,35,36,37,6
Mark Alan Aronchick,,,,,,,0,40,38,38,35,36,36,36,36,35,33,34,35,6
Vincent J Hughes,,,,,,,,0,40,41,40,39,39,39,39,38,37,37,37,6
Andrew P Toy,,,,,,,,,0,39,37,38,38,38,38,37,35,36,37,6
Joseph C Meade,,,,,,,,,,0,37,37,38,38,38,38,35,36,37,6
Jerome W Mondesire,,,,,,,,,,,0,35,36,36,37,35,33,35,35,6
Eleanor M Dezzi,,,,,,,,,,,,0,38,38,36,36,34,35,36,6
Heather Steinmiller,,,,,,,,,,,,,0,39,37,37,34,36,37,6
Jerry T Jordan,,,,,,,,,,,,,,0,37,37,34,36,37,6
Stephen A Cozen,,,,,,,,,,,,,,,0,36,35,36,36,6
William S Leopold,,,,,,,,,,,,,,,,0,34,35,37,6
Michelle W Singer,,,,,,,,,,,,,,,,,0,35,33,6
Nancy Astor Fox,,,,,,,,,,,,,,,,,,0,35,6
Raye E Johnson,,,,,,,,,,,,,,,,,,,0,6
Total,110,19,81,69,60,57,57,51,41,41,40,39,39,39,39,38,37,37,37,6
,Representative In The General Assembly 192nd District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,9
,Louise Bishop,Will Mega,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerry T Jordan,Jerome W Mondesire,Stephen A Cozen,Joseph C Meade,Andrew P Toy,Raye E Johnson,Michelle W Singer,Nancy Astor Fox,Eleanor M Dezzi,William S Leopold,Heather Steinmiller,9
Louise Bishop,43,0,76,74,66,60,59,48,43,41,39,39,37,39,37,35,37,37,35,9
Will Mega,,2,16,12,13,8,7,11,7,7,7,6,8,6,7,7,5,5,6,9
Kenyatta J Johnson,,,0,78,76,67,66,56,47,47,47,45,44,43,42,41,41,40,40,9
Blondell Reynolds Brown,,,,0,71,65,65,55,47,48,45,43,43,43,41,39,42,41,40,9
Cindy Bass,,,,,0,66,62,50,46,46,46,43,44,43,39,40,41,39,39,9
Mark Alan Aronchick,,,,,,0,61,41,42,42,43,42,41,42,40,41,40,40,38,9
Jacquelyn Manns Smalley,,,,,,,0,41,39,40,40,40,39,40,38,36,38,38,37,9
Vincent J Hughes,,,,,,,,0,48,46,46,44,43,44,41,39,41,40,40,9
Jerry T Jordan,,,,,,,,,0,45,44,44,41,44,40,39,41,40,39,9
Jerome W Mondesire,,,,,,,,,,0,45,43,43,43,39,38,41,40,40,9
Stephen A Cozen,,,,,,,,,,,0,43,44,44,39,40,40,39,39,9
Joseph C Meade,,,,,,,,,,,,0,41,43,40,39,41,40,38,9
Andrew P Toy,,,,,,,,,,,,,0,42,39,38,38,38,38,9
Raye E Johnson,,,,,,,,,,,,,,0,40,40,40,40,39,9
Michelle W Singer,,,,,,,,,,,,,,,0,40,37,37,36,9
Nancy Astor Fox,,,,,,,,,,,,,,,,0,37,38,36,9
Eleanor M Dezzi,,,,,,,,,,,,,,,,,0,40,38,9
William S Leopold,,,,,,,,,,,,,,,,,,0,38,9
Heather Steinmiller,,,,,,,,,,,,,,,,,,,0,9
Total,127,22,94,87,80,69,67,60,50,49,48,47,46,46,44,43,42,42,41,9
,Representative In The General Assembly 192nd District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,10
,Louise Bishop,Will Mega,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Eleanor M Dezzi,Raye E Johnson,Stephen A Cozen,Jerry T Jordan,Joseph C Meade,Andrew P Toy,Heather Steinmiller,William S Leopold,Nancy Astor Fox,Michelle W Singer,10
Louise Bishop,43,0,71,70,64,63,61,46,36,35,37,36,36,36,35,35,35,30,30,10
Will Mega,,6,24,20,19,19,20,17,17,17,15,16,15,15,15,15,15,15,13,10
Kenyatta J Johnson,,,0,87,82,80,81,59,52,52,51,51,50,51,49,50,50,45,42,10
Blondell Reynolds Brown,,,,0,83,81,79,57,51,50,51,51,50,50,49,48,49,44,41,10
Cindy Bass,,,,,1,80,78,52,50,49,51,50,50,50,50,48,49,43,41,10
Jacquelyn Manns Smalley,,,,,,0,79,50,49,49,50,50,49,49,48,48,49,43,41,10
Mark Alan Aronchick,,,,,,,0,49,48,49,49,49,49,49,47,48,49,43,40,10
Vincent J Hughes,,,,,,,,0,53,52,51,51,50,50,48,50,50,45,43,10
Jerome W Mondesire,,,,,,,,,0,51,50,50,48,49,47,48,49,44,41,10
Eleanor M Dezzi,,,,,,,,,,0,50,51,49,50,48,49,50,45,41,10
Raye E Johnson,,,,,,,,,,,0,51,50,50,49,49,50,44,41,10
Stephen A Cozen,,,,,,,,,,,,0,50,50,49,49,50,45,41,10
Jerry T Jordan,,,,,,,,,,,,,0,49,48,48,49,43,40,10
Joseph C Meade,,,,,,,,,,,,,,0,49,49,50,44,41,10
Andrew P Toy,,,,,,,,,,,,,,,0,47,48,42,39,10
Heather Steinmiller,,,,,,,,,,,,,,,,0,49,44,41,10
William S Leopold,,,,,,,,,,,,,,,,,0,44,41,10
Nancy Astor Fox,,,,,,,,,,,,,,,,,,0,38,10
Michelle W Singer,,,,,,,,,,,,,,,,,,,0,10
Total,120,32,97,92,85,83,82,63,53,52,52,52,51,51,50,50,50,45,43,10
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 192nd District - Democrat,,11
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Vincent J Hughes,Mark Alan Aronchick,Jerome W Mondesire,Stephen A Cozen,Andrew P Toy,Jerry T Jordan,Joseph C Meade,Heather Steinmiller,Raye E Johnson,Eleanor M Dezzi,William S Leopold,Michelle W Singer,Nancy Astor Fox,Louise Bishop,Will Mega,11
Kenyatta J Johnson,1,124,120,116,113,113,101,100,99,98,98,97,97,96,92,90,91,106,27,11
Blondell Reynolds Brown,,0,113,110,108,108,97,97,94,95,94,93,93,92,88,87,87,100,24,11
Cindy Bass,,,0,115,103,109,96,97,96,95,95,95,95,93,89,88,89,94,25,11
Jacquelyn Manns Smalley,,,,0,99,109,95,97,96,94,97,96,94,95,91,89,91,94,22,11
Vincent J Hughes,,,,,0,97,100,100,97,99,97,95,95,94,92,91,90,91,22,11
Mark Alan Aronchick,,,,,,0,93,95,95,94,94,93,93,93,90,88,89,91,23,11
Jerome W Mondesire,,,,,,,0,97,95,93,96,94,94,94,92,87,89,82,18,11
Stephen A Cozen,,,,,,,,0,97,95,98,97,96,96,93,91,90,84,17,11
Andrew P Toy,,,,,,,,,0,93,96,95,94,95,91,88,89,80,18,11
Jerry T Jordan,,,,,,,,,,0,92,93,95,93,91,89,89,80,19,11
Joseph C Meade,,,,,,,,,,,0,96,94,96,92,89,91,82,17,11
Heather Steinmiller,,,,,,,,,,,,0,95,96,92,90,91,79,18,11
Raye E Johnson,,,,,,,,,,,,,0,95,91,88,89,78,19,11
Eleanor M Dezzi,,,,,,,,,,,,,,0,93,89,91,79,17,11
