col_1,col_2,division
,Representative In The General Assembly 172nd District - Republican,All
,Al Taubenberger,All
Al Taubenberger,91,All
Total,91,All
,Representative In The General Assembly 172nd District - Republican,11
,Al Taubenberger,11
Al Taubenberger,34,11
Total,34,11
,Representative In The General Assembly 172nd District - Republican,19
,Al Taubenberger,19
Al Taubenberger,33,19
Total,33,19
,Representative In The General Assembly 172nd District - Republican,28
,Al Taubenberger,28
Al Taubenberger,24,28
Total,24,28
