col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District,,,,,All
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,Calvin R Tucker,Walter F Vogler Jr,Lewis Harris Jr,Vahan H Gureghian,Adam A Lang,All
Mitt Romney,18,0,0,0,50,46,28,17,14,All
Newt Gingrich,,9,0,0,6,7,5,1,5,All
Rick Santorum,,,6,0,2,4,3,3,0,All
Ron Paul,,,,4,1,2,4,2,3,All
Calvin R Tucker,,,,,1,43,24,16,10,All
Walter F Vogler Jr,,,,,,1,23,17,9,All
Lewis Harris Jr,,,,,,,3,2,4,All
Vahan H Gureghian,,,,,,,,0,7,All
Adam A Lang,,,,,,,,,0,All
Total,89,24,13,13,63,62,43,25,23,All
,Delegate To The Republican National Convention 2nd District,,,,,President Of The United States - Republican,,,,1
,Calvin R Tucker,Walter F Vogler Jr,Lewis Harris Jr,Adam A Lang,Vahan H Gureghian,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,1
Calvin R Tucker,0,1,1,0,0,1,1,0,0,1
Walter F Vogler Jr,,0,1,0,0,1,1,0,0,1
Lewis Harris Jr,,,0,0,0,0,1,0,0,1
Adam A Lang,,,,0,0,0,0,0,0,1
Vahan H Gureghian,,,,,0,0,0,0,0,1
Mitt Romney,,,,,,0,0,0,0,1
Rick Santorum,,,,,,,0,0,0,1
Newt Gingrich,,,,,,,,0,0,1
Ron Paul,,,,,,,,,0,1
Total,2,2,1,0,0,2,1,0,0,1
,Delegate To The Republican National Convention 2nd District,,,,,President Of The United States - Republican,,,,2
,Adam A Lang,Calvin R Tucker,Walter F Vogler Jr,Lewis Harris Jr,Vahan H Gureghian,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,2
Adam A Lang,0,2,2,0,0,2,0,0,0,2
Calvin R Tucker,,0,2,0,0,2,0,0,0,2
Walter F Vogler Jr,,,0,0,0,2,0,0,0,2
Lewis Harris Jr,,,,0,0,0,0,0,0,2
Vahan H Gureghian,,,,,0,0,0,0,0,2
Mitt Romney,,,,,,0,0,0,0,2
Newt Gingrich,,,,,,,0,0,0,2
Rick Santorum,,,,,,,,0,0,2
Ron Paul,,,,,,,,,0,2
Total,2,2,2,0,0,2,0,0,0,2
,Delegate To The Republican National Convention 2nd District,,,,,President Of The United States - Republican,,,,3
,Lewis Harris Jr,Adam A Lang,Calvin R Tucker,Vahan H Gureghian,Walter F Vogler Jr,Ron Paul,Mitt Romney,Newt Gingrich,Rick Santorum,3
Lewis Harris Jr,0,0,0,0,0,1,0,0,0,3
Adam A Lang,,0,0,0,0,0,0,0,0,3
Calvin R Tucker,,,0,0,0,0,0,0,0,3
Vahan H Gureghian,,,,0,0,0,0,0,0,3
Walter F Vogler Jr,,,,,0,0,0,0,0,3
Ron Paul,,,,,,0,0,0,0,3
Mitt Romney,,,,,,,0,0,0,3
Newt Gingrich,,,,,,,,0,0,3
Rick Santorum,,,,,,,,,0,3
Total,1,0,0,0,0,1,0,0,0,3
,Delegate To The Republican National Convention 2nd District,,,,,President Of The United States - Republican,,,,4
,Lewis Harris Jr,Walter F Vogler Jr,Calvin R Tucker,Vahan H Gureghian,Adam A Lang,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,4
Lewis Harris Jr,0,2,1,1,0,2,0,0,0,4
Walter F Vogler Jr,,0,1,1,0,2,0,0,0,4
Calvin R Tucker,,,0,0,0,1,0,0,0,4
Vahan H Gureghian,,,,0,0,1,0,0,0,4
Adam A Lang,,,,,0,0,0,0,0,4
Mitt Romney,,,,,,0,0,0,0,4
Newt Gingrich,,,,,,,0,0,0,4
Rick Santorum,,,,,,,,0,0,4
Ron Paul,,,,,,,,,0,4
Total,2,2,1,1,0,2,0,0,0,4
,Delegate To The Republican National Convention 2nd District,,,,,President Of The United States - Republican,,,,5
,Calvin R Tucker,Vahan H Gureghian,Walter F Vogler Jr,Adam A Lang,Lewis Harris Jr,Newt Gingrich,Rick Santorum,Mitt Romney,Ron Paul,5
Calvin R Tucker,0,0,0,0,0,1,0,0,0,5
Vahan H Gureghian,,0,1,0,0,0,1,0,0,5
Walter F Vogler Jr,,,0,0,0,0,1,0,0,5
Adam A Lang,,,,0,0,0,0,0,0,5
Lewis Harris Jr,,,,,0,0,0,0,0,5
Newt Gingrich,,,,,,0,0,0,0,5
Rick Santorum,,,,,,,0,0,0,5
Mitt Romney,,,,,,,,0,0,5
Ron Paul,,,,,,,,,0,5
Total,1,1,1,0,0,1,1,0,0,5
,Delegate To The Republican National Convention 2nd District,,,,,President Of The United States - Republican,,,,6
,Walter F Vogler Jr,Adam A Lang,Calvin R Tucker,Vahan H Gureghian,Lewis Harris Jr,Newt Gingrich,Mitt Romney,Rick Santorum,Ron Paul,6
Walter F Vogler Jr,0,1,1,1,0,1,0,0,0,6
Adam A Lang,,0,0,1,0,1,0,0,0,6
Calvin R Tucker,,,0,0,0,0,0,0,0,6
Vahan H Gureghian,,,,0,0,1,0,0,0,6
Lewis Harris Jr,,,,,0,0,0,0,0,6
Newt Gingrich,,,,,,0,0,0,0,6
Mitt Romney,,,,,,,0,0,0,6
Rick Santorum,,,,,,,,0,0,6
Ron Paul,,,,,,,,,0,6
Total,2,1,1,1,0,1,0,0,0,6
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District,,,,,7
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,Lewis Harris Jr,Walter F Vogler Jr,Adam A Lang,Calvin R Tucker,Vahan H Gureghian,7
Mitt Romney,2,0,0,0,3,4,2,2,1,7
Newt Gingrich,,0,0,0,1,0,0,0,0,7
Rick Santorum,,,0,0,0,0,0,0,0,7
Ron Paul,,,,0,0,0,0,0,0,7
Lewis Harris Jr,,,,,0,1,1,1,0,7
Walter F Vogler Jr,,,,,,0,1,2,1,7
Adam A Lang,,,,,,,0,0,1,7
Calvin R Tucker,,,,,,,,0,0,7
Vahan H Gureghian,,,,,,,,,0,7
Total,8,1,0,0,4,4,2,2,1,7
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District,,,,,8
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,Walter F Vogler Jr,Adam A Lang,Vahan H Gureghian,Calvin R Tucker,Lewis Harris Jr,8
Mitt Romney,0,0,0,0,2,1,1,0,0,8
Newt Gingrich,,1,0,0,0,0,0,0,0,8
Rick Santorum,,,1,0,0,0,0,0,0,8
Ron Paul,,,,0,0,0,0,0,0,8
Walter F Vogler Jr,,,,,0,1,1,0,0,8
Adam A Lang,,,,,,0,1,0,0,8
Vahan H Gureghian,,,,,,,0,0,0,8
Calvin R Tucker,,,,,,,,0,0,8
Lewis Harris Jr,,,,,,,,,0,8
Total,2,1,1,0,2,1,1,0,0,8
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District,,,,,9
,Ron Paul,Mitt Romney,Rick Santorum,Newt Gingrich,Vahan H Gureghian,Adam A Lang,Calvin R Tucker,Lewis Harris Jr,Walter F Vogler Jr,9
Ron Paul,0,0,0,0,1,0,0,1,0,9
Mitt Romney,,0,0,0,0,1,0,0,0,9
Rick Santorum,,,1,0,0,0,0,0,0,9
Newt Gingrich,,,,0,0,0,0,0,0,9
Vahan H Gureghian,,,,,0,0,1,0,1,9
Adam A Lang,,,,,,0,0,0,0,9
Calvin R Tucker,,,,,,,0,0,1,9
Lewis Harris Jr,,,,,,,,0,0,9
Walter F Vogler Jr,,,,,,,,,0,9
Total,2,1,1,0,2,1,1,1,1,9
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District,,,,,10
,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,Calvin R Tucker,Walter F Vogler Jr,Vahan H Gureghian,Lewis Harris Jr,Adam A Lang,10
Mitt Romney,3,0,0,0,14,13,9,3,1,10
Newt Gingrich,,0,0,0,2,1,0,1,1,10
Ron Paul,,,1,0,0,0,0,0,0,10
Rick Santorum,,,,0,0,0,0,0,0,10
Calvin R Tucker,,,,,1,14,9,3,2,10
Walter F Vogler Jr,,,,,,0,9,2,1,10
Vahan H Gureghian,,,,,,,0,0,0,10
Lewis Harris Jr,,,,,,,,0,1,10
Adam A Lang,,,,,,,,,0,10
Total,18,2,1,0,17,14,9,4,2,10
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District,,,,,12
,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,Calvin R Tucker,Vahan H Gureghian,Walter F Vogler Jr,Lewis Harris Jr,Adam A Lang,12
Mitt Romney,2,0,0,0,7,3,3,1,0,12
Newt Gingrich,,0,0,0,1,0,0,0,0,12
Ron Paul,,,0,0,0,0,0,0,1,12
Rick Santorum,,,,0,0,0,0,0,0,12
Calvin R Tucker,,,,,0,3,2,1,0,12
Vahan H Gureghian,,,,,,0,2,1,0,12
Walter F Vogler Jr,,,,,,,0,0,0,12
Lewis Harris Jr,,,,,,,,1,0,12
Adam A Lang,,,,,,,,,0,12
Total,10,1,1,0,8,3,3,2,1,12
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District,,,,,13
,Newt Gingrich,Mitt Romney,Rick Santorum,Ron Paul,Walter F Vogler Jr,Adam A Lang,Calvin R Tucker,Lewis Harris Jr,Vahan H Gureghian,13
Newt Gingrich,1,0,0,0,1,1,0,0,0,13
Mitt Romney,,0,0,0,1,1,1,1,0,13
Rick Santorum,,,0,0,1,0,0,0,0,13
Ron Paul,,,,1,0,0,0,0,0,13
Walter F Vogler Jr,,,,,0,0,1,1,0,13
Adam A Lang,,,,,,0,0,0,0,13
Calvin R Tucker,,,,,,,0,1,0,13
