col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,United States Senator - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Bob Casey Jr,Joseph John Vodvarka,Ted Kirsch,Anthony Hardy Williams,Christine M Tartaglione,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,All
Bob Casey Jr,206,0,159,146,155,140,135,143,104,103,103,102,All
Joseph John Vodvarka,,52,115,109,47,104,100,95,48,46,42,43,All
Ted Kirsch,,,6,234,149,230,234,231,141,142,142,139,All
Anthony Hardy Williams,,,,4,149,230,221,220,138,141,138,138,All
Christine M Tartaglione,,,,,50,141,136,139,141,143,145,139,All
Ryan N Boyer,,,,,,3,221,225,136,140,137,139,All
Mindy M Posoff,,,,,,,1,224,135,137,135,133,All
Elizabeth A Washo,,,,,,,,0,133,136,135,136,All
Kathryn Sylvia Huggins,,,,,,,,,1,144,141,141,All
Sekela Coles,,,,,,,,,,0,146,146,All
Thaddeus Kirkland,,,,,,,,,,,1,141,All
Deborah E Landau,,,,,,,,,,,,0,All
Total,459,207,296,274,264,261,250,249,160,156,152,151,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,United States Senator - Democrat,,1
,Christine M Tartaglione,Ted Kirsch,Anthony Hardy Williams,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,Bob Casey Jr,Joseph John Vodvarka,1
Christine M Tartaglione,17,3,3,2,2,2,3,3,3,2,2,2,1
Ted Kirsch,,0,8,7,7,6,3,3,3,2,3,6,1
Anthony Hardy Williams,,,0,7,7,6,3,3,3,2,3,5,1
Ryan N Boyer,,,,0,7,6,2,2,2,2,3,5,1
Mindy M Posoff,,,,,0,6,2,2,2,2,3,4,1
Elizabeth A Washo,,,,,,0,2,2,2,2,3,3,1
Kathryn Sylvia Huggins,,,,,,,0,3,3,2,1,2,1
Sekela Coles,,,,,,,,0,3,2,1,2,1
Thaddeus Kirkland,,,,,,,,,0,2,1,2,1
Deborah E Landau,,,,,,,,,,0,1,1,1
Bob Casey Jr,,,,,,,,,,,8,0,1
Joseph John Vodvarka,,,,,,,,,,,,1,1
Total,21,9,8,8,7,6,3,3,3,2,12,8,1
,United States Senator - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Bob Casey Jr,Joseph John Vodvarka,Anthony Hardy Williams,Elizabeth A Washo,Mindy M Posoff,Ted Kirsch,Ryan N Boyer,Christine M Tartaglione,Deborah E Landau,Sekela Coles,Kathryn Sylvia Huggins,Thaddeus Kirkland,2
