col_1,col_2,col_3,division
,Senator In The General Assembly 1st District - Democrat,Auditor General - Democrat,All
,Lawrence M Farnese Jr,Eugene A Depasquale,All
Lawrence M Farnese Jr,88,322,All
Eugene A Depasquale,,21,All
Total,410,343,All
,Senator In The General Assembly 1st District - Democrat,Auditor General - Democrat,1
,Lawrence M Farnese Jr,Eugene A Depasquale,1
Lawrence M Farnese Jr,12,37,1
Eugene A Depasquale,,1,1
Total,49,38,1
,Auditor General - Democrat,Senator In The General Assembly 1st District - Democrat,2
,Eugene A Depasquale,Lawrence M Farnese Jr,2
Eugene A Depasquale,10,51,2
Lawrence M Farnese Jr,,9,2
Total,61,60,2
,Senator In The General Assembly 1st District - Democrat,Auditor General - Democrat,5
,Lawrence M Farnese Jr,Eugene A Depasquale,5
Lawrence M Farnese Jr,16,51,5
Eugene A Depasquale,,2,5
Total,67,53,5
,Senator In The General Assembly 1st District - Democrat,Auditor General - Democrat,12
,Lawrence M Farnese Jr,Eugene A Depasquale,12
Lawrence M Farnese Jr,7,32,12
Eugene A Depasquale,,2,12
Total,39,34,12
,Senator In The General Assembly 1st District - Democrat,Auditor General - Democrat,13
,Lawrence M Farnese Jr,Eugene A Depasquale,13
Lawrence M Farnese Jr,13,36,13
Eugene A Depasquale,,1,13
Total,49,37,13
,Senator In The General Assembly 1st District - Democrat,Auditor General - Democrat,14
,Lawrence M Farnese Jr,Eugene A Depasquale,14
Lawrence M Farnese Jr,5,20,14
Eugene A Depasquale,,0,14
Total,25,20,14
,Senator In The General Assembly 1st District - Democrat,Auditor General - Democrat,17
,Lawrence M Farnese Jr,Eugene A Depasquale,17
Lawrence M Farnese Jr,9,37,17
Eugene A Depasquale,,2,17
Total,46,39,17
,Senator In The General Assembly 1st District - Democrat,Auditor General - Democrat,18
,Lawrence M Farnese Jr,Eugene A Depasquale,18
Lawrence M Farnese Jr,12,25,18
Eugene A Depasquale,,3,18
Total,37,28,18
,Senator In The General Assembly 1st District - Democrat,Auditor General - Democrat,20
,Lawrence M Farnese Jr,Eugene A Depasquale,20
Lawrence M Farnese Jr,5,33,20
Eugene A Depasquale,,0,20
Total,38,33,20
