col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 152nd District - Democrat,Attorney General - Democrat,,All
,Ronald Adam Kolla,Patrick Murphy,Kathleen G Kane,All
Ronald Adam Kolla,4,73,30,All
Patrick Murphy,,20,0,All
Kathleen G Kane,,,11,All
Total,107,93,41,All
,Representative In The General Assembly 152nd District - Democrat,Attorney General - Democrat,,12
,Ronald Adam Kolla,Patrick Murphy,Kathleen G Kane,12
Ronald Adam Kolla,1,26,5,12
Patrick Murphy,,4,0,12
Kathleen G Kane,,,2,12
Total,32,30,7,12
,Representative In The General Assembly 152nd District - Democrat,Attorney General - Democrat,,33
,Ronald Adam Kolla,Patrick Murphy,Kathleen G Kane,33
Ronald Adam Kolla,1,10,6,33
Patrick Murphy,,0,0,33
Kathleen G Kane,,,2,33
Total,17,10,8,33
,Representative In The General Assembly 152nd District - Democrat,Attorney General - Democrat,,34
,Ronald Adam Kolla,Patrick Murphy,Kathleen G Kane,34
Ronald Adam Kolla,1,27,16,34
Patrick Murphy,,12,0,34
Kathleen G Kane,,,5,34
Total,44,39,21,34
,Attorney General - Democrat,,Representative In The General Assembly 152nd District - Democrat,38
,Patrick Murphy,Kathleen G Kane,Ronald Adam Kolla,38
Patrick Murphy,4,0,10,38
Kathleen G Kane,,2,3,38
Ronald Adam Kolla,,,1,38
Total,14,5,14,38
