col_1,col_2,col_3,division
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,All
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,All
Robert Allen Mansfield Jr,31,438,All
Alfonso Gambone Jr,,13,All
Total,469,451,All
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,1
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,1
Alfonso Gambone Jr,0,13,1
Robert Allen Mansfield Jr,,0,1
Total,13,13,1
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,2
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,2
Robert Allen Mansfield Jr,1,10,2
Alfonso Gambone Jr,,0,2
Total,11,10,2
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,3
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,3
Robert Allen Mansfield Jr,1,14,3
Alfonso Gambone Jr,,0,3
Total,15,14,3
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,4
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,4
Alfonso Gambone Jr,1,13,4
Robert Allen Mansfield Jr,,0,4
Total,14,13,4
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,5
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,5
Robert Allen Mansfield Jr,2,14,5
Alfonso Gambone Jr,,0,5
Total,16,14,5
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,6
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,6
Alfonso Gambone Jr,1,16,6
Robert Allen Mansfield Jr,,0,6
Total,17,16,6
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,7
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,7
Alfonso Gambone Jr,2,13,7
Robert Allen Mansfield Jr,,0,7
Total,15,13,7
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,8
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,8
Alfonso Gambone Jr,0,15,8
Robert Allen Mansfield Jr,,0,8
Total,15,15,8
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,9
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,9
Robert Allen Mansfield Jr,1,13,9
Alfonso Gambone Jr,,0,9
Total,14,13,9
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,10
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,10
Alfonso Gambone Jr,1,14,10
Robert Allen Mansfield Jr,,0,10
Total,15,14,10
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,11
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,11
Alfonso Gambone Jr,0,8,11
Robert Allen Mansfield Jr,,0,11
Total,8,8,11
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,12
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,12
Alfonso Gambone Jr,0,11,12
Robert Allen Mansfield Jr,,0,12
Total,11,11,12
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,13
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,13
Robert Allen Mansfield Jr,2,14,13
Alfonso Gambone Jr,,1,13
Total,16,15,13
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,14
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,14
Alfonso Gambone Jr,1,12,14
Robert Allen Mansfield Jr,,1,14
Total,13,13,14
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,15
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,15
Alfonso Gambone Jr,0,22,15
Robert Allen Mansfield Jr,,0,15
Total,22,22,15
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,16
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,16
Robert Allen Mansfield Jr,2,20,16
Alfonso Gambone Jr,,0,16
Total,22,20,16
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,17
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,17
Alfonso Gambone Jr,0,25,17
Robert Allen Mansfield Jr,,0,17
Total,25,25,17
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,18
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,18
Robert Allen Mansfield Jr,5,21,18
Alfonso Gambone Jr,,0,18
Total,26,21,18
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,19
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,19
Robert Allen Mansfield Jr,1,11,19
Alfonso Gambone Jr,,0,19
Total,12,11,19
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,20
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,20
Alfonso Gambone Jr,0,12,20
Robert Allen Mansfield Jr,,0,20
Total,12,12,20
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,21
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,21
Alfonso Gambone Jr,1,23,21
Robert Allen Mansfield Jr,,0,21
Total,24,23,21
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,22
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,22
Robert Allen Mansfield Jr,2,7,22
Alfonso Gambone Jr,,0,22
Total,9,7,22
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,23
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,23
Alfonso Gambone Jr,0,16,23
Robert Allen Mansfield Jr,,0,23
Total,16,16,23
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,24
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,24
Robert Allen Mansfield Jr,1,24,24
Alfonso Gambone Jr,,0,24
Total,25,24,24
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,25
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,25
Alfonso Gambone Jr,1,16,25
Robert Allen Mansfield Jr,,1,25
Total,17,17,25
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,26
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,26
Robert Allen Mansfield Jr,2,11,26
Alfonso Gambone Jr,,1,26
Total,13,12,26
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,27
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,27
Alfonso Gambone Jr,0,3,27
Robert Allen Mansfield Jr,,0,27
Total,3,3,27
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,28
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,28
Alfonso Gambone Jr,1,10,28
Robert Allen Mansfield Jr,,0,28
Total,11,10,28
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 1st District - Republican,29
,Robert Allen Mansfield Jr,Alfonso Gambone Jr,29
Robert Allen Mansfield Jr,9,32,29
Alfonso Gambone Jr,,1,29
Total,41,33,29
,Senator In The General Assembly 1st District - Republican,Representative In Congress 2nd District - Republican,30
,Alfonso Gambone Jr,Robert Allen Mansfield Jr,30
Alfonso Gambone Jr,1,5,30
Robert Allen Mansfield Jr,,0,30
Total,6,5,30
