col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,1
,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Mark F Squilla,1
Christine Hope,7,21,27,6,17,7,5,4,0,1
Joffie C Pittman,,7,19,18,5,18,2,4,0,1
Sharon Williams Losier,,,11,7,11,1,0,2,0,1
Matthew Perks,,,,5,3,15,3,2,0,1
Christian Dicicco,,,,,9,2,3,1,0,1
Daniel R Sulman,,,,,,2,2,0,0,1
Gary S Silver,,,,,,,2,3,0,1
Franklin A Bennett Iii,,,,,,,,2,0,1
Mark F Squilla,,,,,,,,,0,1
Total,55,52,48,33,31,25,12,10,0,1
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,2
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Mark F Squilla,2
Sharon Williams Losier,7,36,14,8,13,3,3,4,0,2
Christine Hope,,2,13,6,15,3,7,3,0,2
Joffie C Pittman,,,3,18,7,18,1,0,0,2
Matthew Perks,,,,5,10,15,1,3,0,2
Christian Dicicco,,,,,6,4,1,2,0,2
Daniel R Sulman,,,,,,2,3,0,0,2
Gary S Silver,,,,,,,0,0,0,2
Franklin A Bennett Iii,,,,,,,,1,0,2
Mark F Squilla,,,,,,,,,0,2
Total,51,48,42,38,35,26,9,7,0,2
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,3
,Christine Hope,Matthew Perks,Sharon Williams Losier,Joffie C Pittman,Christian Dicicco,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Mark F Squilla,3
Christine Hope,4,4,6,4,2,0,0,0,0,3
Matthew Perks,,4,5,3,3,1,0,0,0,3
Sharon Williams Losier,,,1,5,4,1,1,1,0,3
Joffie C Pittman,,,,3,0,0,0,0,0,3
Christian Dicicco,,,,,1,0,1,1,0,3
Gary S Silver,,,,,,1,0,0,0,3
Daniel R Sulman,,,,,,,0,0,0,3
Franklin A Bennett Iii,,,,,,,,0,0,3
Mark F Squilla,,,,,,,,,0,3
Total,13,13,13,9,7,2,1,1,0,3
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,4
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Mark F Squilla,4
Christine Hope,9,12,16,7,9,3,7,2,0,4
Christian Dicicco,,15,11,1,4,2,5,0,0,4
Sharon Williams Losier,,,6,5,3,2,4,1,0,4
Joffie C Pittman,,,,4,13,11,1,0,0,4
Matthew Perks,,,,,2,10,2,2,0,4
Daniel R Sulman,,,,,,2,3,1,0,4
Gary S Silver,,,,,,,0,0,0,4
Franklin A Bennett Iii,,,,,,,,2,0,4
Mark F Squilla,,,,,,,,,0,4
Total,41,34,29,24,24,19,12,5,0,4
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,5
,Mark F Squilla,Christine Hope,Christian Dicicco,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,5
Mark F Squilla,28,43,29,30,22,14,14,10,5,5
Christine Hope,,2,16,25,14,5,7,3,1,5
Christian Dicicco,,,3,8,4,3,8,3,4,5
Sharon Williams Losier,,,,0,14,4,1,2,1,5
Joffie C Pittman,,,,,1,6,2,7,0,5
Matthew Perks,,,,,,1,3,5,2,5
Gary S Silver,,,,,,,0,2,1,5
Daniel R Sulman,,,,,,,,1,1,5
Franklin A Bennett Iii,,,,,,,,,0,5
Total,96,45,33,31,26,16,14,13,5,5
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,6
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Mark F Squilla,6
Christine Hope,4,16,8,7,3,3,1,2,0,6
Sharon Williams Losier,,5,10,5,4,2,2,0,0,6
Joffie C Pittman,,,4,1,7,5,1,0,0,6
Christian Dicicco,,,,4,7,1,3,1,0,6
Matthew Perks,,,,,1,6,2,0,0,6
Daniel R Sulman,,,,,,2,0,1,0,6
Gary S Silver,,,,,,,1,1,0,6
Franklin A Bennett Iii,,,,,,,,1,0,6
Mark F Squilla,,,,,,,,,0,6
Total,27,26,21,18,16,11,7,4,0,6
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,7
,Christian Dicicco,Joffie C Pittman,Christine Hope,Sharon Williams Losier,Matthew Perks,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,Mark F Squilla,7
Christian Dicicco,14,6,13,9,9,3,5,2,0,7
Joffie C Pittman,,4,12,13,14,13,3,1,0,7
Christine Hope,,,5,19,4,4,3,3,0,7
Sharon Williams Losier,,,,3,5,3,0,1,0,7
Matthew Perks,,,,,2,12,3,2,0,7
Daniel R Sulman,,,,,,2,0,1,0,7
Franklin A Bennett Iii,,,,,,,0,2,0,7
Gary S Silver,,,,,,,,1,0,7
Mark F Squilla,,,,,,,,,0,7
Total,40,38,36,31,29,21,8,8,0,7
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,8
,Christian Dicicco,Joffie C Pittman,Christine Hope,Matthew Perks,Daniel R Sulman,Sharon Williams Losier,Gary S Silver,Franklin A Bennett Iii,Mark F Squilla,8
Christian Dicicco,11,3,1,1,3,0,1,1,0,8
Joffie C Pittman,,6,2,0,1,1,1,0,0,8
Christine Hope,,,4,2,2,2,1,0,0,8
Matthew Perks,,,,4,3,0,0,0,0,8
Daniel R Sulman,,,,,0,0,0,1,0,8
Sharon Williams Losier,,,,,,1,1,0,0,8
Gary S Silver,,,,,,,0,0,0,8
Franklin A Bennett Iii,,,,,,,,0,0,8
Mark F Squilla,,,,,,,,,0,8
Total,16,10,9,7,5,3,2,1,0,8
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,9
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Mark F Squilla,9
Sharon Williams Losier,13,14,25,6,6,5,6,6,0,9
Joffie C Pittman,,14,10,14,4,11,2,0,0,9
Christine Hope,,,4,5,10,4,4,6,0,9
Matthew Perks,,,,6,2,11,2,1,0,9
Christian Dicicco,,,,,7,3,4,3,0,9
Daniel R Sulman,,,,,,2,4,1,0,9
Gary S Silver,,,,,,,0,1,0,9
Franklin A Bennett Iii,,,,,,,,0,0,9
Mark F Squilla,,,,,,,,,0,9
Total,50,43,40,27,24,23,13,10,0,9
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,10
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Mark F Squilla,10
Christine Hope,9,27,17,15,1,8,5,3,0,10
Sharon Williams Losier,,11,20,9,3,4,2,0,0,10
Joffie C Pittman,,,2,3,7,7,2,3,0,10
Christian Dicicco,,,,8,3,3,4,4,0,10
Matthew Perks,,,,,5,4,2,1,0,10
Daniel R Sulman,,,,,,0,0,2,0,10
Gary S Silver,,,,,,,2,2,0,10
Franklin A Bennett Iii,,,,,,,,0,0,10
Mark F Squilla,,,,,,,,,0,10
Total,51,47,34,30,16,14,12,8,0,10
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,11
,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Mark F Squilla,11
Christine Hope,9,14,20,14,10,5,2,3,0,11
Joffie C Pittman,,1,16,3,8,9,0,0,0,11
Sharon Williams Losier,,,2,5,3,1,1,2,0,11
Christian Dicicco,,,,12,5,1,2,1,0,11
Matthew Perks,,,,,5,10,1,2,0,11
Daniel R Sulman,,,,,,1,2,0,0,11
Gary S Silver,,,,,,,1,2,0,11
Franklin A Bennett Iii,,,,,,,,0,0,11
Mark F Squilla,,,,,,,,,0,11
Total,46,29,29,28,26,17,6,5,0,11
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,12
,Christian Dicicco,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Mark F Squilla,12
Christian Dicicco,13,18,6,12,8,5,8,4,0,12
Christine Hope,,4,13,22,7,5,4,4,0,12
Joffie C Pittman,,,3,14,8,10,1,3,0,12
Sharon Williams Losier,,,,2,4,0,1,1,0,12
Matthew Perks,,,,,1,7,3,1,0,12
Daniel R Sulman,,,,,,1,3,2,0,12
Gary S Silver,,,,,,,1,1,0,12
Franklin A Bennett Iii,,,,,,,,0,0,12
Mark F Squilla,,,,,,,,,0,12
Total,44,42,32,30,20,19,12,8,0,12
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,13
,Christine Hope,Sharon Williams Losier,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Mark F Squilla,13
Christine Hope,3,12,8,2,5,4,6,1,0,13
Sharon Williams Losier,,1,6,3,2,3,3,1,0,13
Christian Dicicco,,,2,1,3,0,1,1,0,13
Joffie C Pittman,,,,4,0,0,0,0,0,13
Matthew Perks,,,,,1,3,1,1,0,13
Gary S Silver,,,,,,1,0,1,0,13
Daniel R Sulman,,,,,,,0,1,0,13
Franklin A Bennett Iii,,,,,,,,0,0,13
Mark F Squilla,,,,,,,,,0,13
Total,23,17,13,9,9,7,6,3,0,13
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,14
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Christian Dicicco,Matthew Perks,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,Mark F Squilla,14
Sharon Williams Losier,8,8,14,7,5,1,2,1,0,14
Joffie C Pittman,,1,7,5,9,7,5,5,0,14
Christine Hope,,,4,8,3,2,2,1,0,14
Christian Dicicco,,,,4,3,4,2,1,0,14
Matthew Perks,,,,,5,3,1,2,0,14
Daniel R Sulman,,,,,,1,1,1,0,14
Franklin A Bennett Iii,,,,,,,0,3,0,14
Gary S Silver,,,,,,,,0,0,14
Mark F Squilla,,,,,,,,,0,14
Total,29,26,23,20,19,12,8,7,0,14
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,15
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Mark F Squilla,15
Christine Hope,4,21,17,3,5,3,1,1,0,15
Sharon Williams Losier,,1,20,6,2,4,2,2,0,15
Joffie C Pittman,,,5,5,1,1,1,0,0,15
Matthew Perks,,,,1,2,0,3,1,0,15
Christian Dicicco,,,,,1,3,1,1,0,15
Gary S Silver,,,,,,0,2,0,0,15
Daniel R Sulman,,,,,,,1,0,0,15
Franklin A Bennett Iii,,,,,,,,0,0,15
Mark F Squilla,,,,,,,,,0,15
Total,30,30,28,11,9,7,6,3,0,15
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,16
,Christine Hope,Christian Dicicco,Sharon Williams Losier,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,Mark F Squilla,16
Christine Hope,3,9,9,6,6,3,2,0,0,16
Christian Dicicco,,3,2,7,2,2,2,1,0,16
Sharon Williams Losier,,,4,4,5,0,1,1,0,16
Matthew Perks,,,,1,3,1,2,2,0,16
Joffie C Pittman,,,,,1,5,2,1,0,16
Daniel R Sulman,,,,,,4,1,1,0,16
Franklin A Bennett Iii,,,,,,,0,0,0,16
Gary S Silver,,,,,,,,2,0,16
Mark F Squilla,,,,,,,,,0,16
Total,22,17,16,14,13,11,5,5,0,16
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,17
,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Mark F Squilla,17
Joffie C Pittman,6,14,15,17,2,11,0,0,0,17
Sharon Williams Losier,,5,14,10,6,1,4,2,0,17
Christine Hope,,,3,9,9,3,0,2,0,17
Matthew Perks,,,,2,5,7,2,1,0,17
Christian Dicicco,,,,,4,0,3,3,0,17
Daniel R Sulman,,,,,,1,0,1,0,17
Gary S Silver,,,,,,,2,1,0,17
Franklin A Bennett Iii,,,,,,,,0,0,17
Mark F Squilla,,,,,,,,,0,17
Total,38,32,31,28,19,14,7,6,0,17
,Judge Of The Municipal Court - Democrat,,,,,,,,District Council 1st District - Democrat,All
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Mark F Squilla,All
Christine Hope,80,311,182,179,88,62,54,39,43,All
Sharon Williams Losier,,81,195,116,79,31,36,26,30,All
Joffie C Pittman,,,69,54,150,134,21,20,22,All
Christian Dicicco,,,,117,78,39,49,36,29,All
Matthew Perks,,,,,51,113,31,23,14,All
Daniel R Sulman,,,,,,22,24,13,10,All
Gary S Silver,,,,,,,14,18,14,All
Franklin A Bennett Iii,,,,,,,,6,5,All
Mark F Squilla,,,,,,,,,28,All
Total,582,512,474,418,346,243,142,97,96,All
