col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Sheriff - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Jewell Williams,Ed Neilson,Allan Domb,Frank Rizzo,William K Greenlee,Derek S Green,Paul Steinke,Helen Gym,Sherrie Cohen,Blondell Reynolds Brown,Thomas Wyatt,Jenne Ayers,W Wilson Goode Jr,Isaiah Thomas,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,All
Jewell Williams,63,951,696,534,472,510,410,401,392,352,297,333,280,250,191,148,150,All
Ed Neilson,,379,564,433,517,273,322,310,274,285,196,127,205,132,76,87,35,All
Allan Domb,,,69,322,272,233,336,250,208,129,213,147,78,93,112,65,50,All
Frank Rizzo,,,,39,182,117,173,129,147,89,110,105,77,55,62,67,33,All
William K Greenlee,,,,,8,186,121,151,179,224,73,58,187,92,22,46,19,All
Derek S Green,,,,,,19,136,116,89,121,145,124,89,121,62,49,81,All
Paul Steinke,,,,,,,10,176,151,55,204,76,44,97,52,53,39,All
Helen Gym,,,,,,,,19,159,99,91,101,76,73,75,58,25,All
Sherrie Cohen,,,,,,,,,9,158,85,104,106,41,89,49,24,All
Blondell Reynolds Brown,,,,,,,,,,13,39,58,203,88,35,27,25,All
Thomas Wyatt,,,,,,,,,,,7,78,22,87,49,40,45,All
Jenne Ayers,,,,,,,,,,,,7,33,32,89,50,62,All
W Wilson Goode Jr,,,,,,,,,,,,,2,108,14,12,17,All
Isaiah Thomas,,,,,,,,,,,,,,9,24,12,19,All
Carla M Cain,,,,,,,,,,,,,,,6,40,25,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,1,11,All
Wilson Alexander,,,,,,,,,,,,,,,,,5,All
Total,"1,786","1,739","1,071",746,689,626,601,580,530,467,439,383,351,321,249,185,170,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Sheriff - Democrat,1
,Ed Neilson,William K Greenlee,Allan Domb,Frank Rizzo,Paul Steinke,Helen Gym,Blondell Reynolds Brown,Thomas Wyatt,Derek S Green,Isaiah Thomas,W Wilson Goode Jr,Jenne Ayers,Marnie Aument Loughrey,Sherrie Cohen,Carla M Cain,Wilson Alexander,Jewell Williams,1
Ed Neilson,21,33,32,17,18,15,14,12,10,7,8,4,5,6,3,2,44,1
William K Greenlee,,0,16,14,11,8,12,9,9,8,9,2,2,2,1,1,28,1
Allan Domb,,,1,15,15,11,5,10,5,3,2,2,5,4,4,2,26,1
Frank Rizzo,,,,0,12,3,1,9,2,3,4,2,4,2,3,2,24,1
Paul Steinke,,,,,0,4,1,9,4,6,1,2,4,3,2,2,19,1
Helen Gym,,,,,,1,1,1,3,0,0,2,2,2,1,1,12,1
Blondell Reynolds Brown,,,,,,,0,3,4,5,6,1,2,2,0,1,11,1
Thomas Wyatt,,,,,,,,0,2,4,1,0,1,2,1,0,11,1
Derek S Green,,,,,,,,,0,2,4,2,3,0,0,1,14,1
Isaiah Thomas,,,,,,,,,,0,3,0,0,0,0,0,9,1
W Wilson Goode Jr,,,,,,,,,,,0,0,1,1,0,0,8,1
Jenne Ayers,,,,,,,,,,,,1,5,2,2,1,8,1
Marnie Aument Loughrey,,,,,,,,,,,,,0,2,3,1,9,1
Sherrie Cohen,,,,,,,,,,,,,,0,3,0,6,1
Carla M Cain,,,,,,,,,,,,,,,0,0,5,1
Wilson Alexander,,,,,,,,,,,,,,,,0,4,1
Jewell Williams,,,,,,,,,,,,,,,,,2,1
Total,86,41,40,28,26,18,17,17,15,13,11,10,10,8,6,4,63,1
,Sheriff - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Jewell Williams,Ed Neilson,Allan Domb,Frank Rizzo,Derek S Green,Paul Steinke,Jenne Ayers,William K Greenlee,Helen Gym,Thomas Wyatt,Sherrie Cohen,Carla M Cain,Blondell Reynolds Brown,W Wilson Goode Jr,Marnie Aument Loughrey,Wilson Alexander,Isaiah Thomas,2
Jewell Williams,3,43,38,35,29,26,28,19,21,15,15,14,15,14,11,12,6,2
Ed Neilson,,14,27,19,11,19,8,17,10,4,7,5,9,5,5,3,1,2
Allan Domb,,,2,22,11,15,10,16,7,10,5,8,5,3,6,2,1,2
Frank Rizzo,,,,2,8,14,10,10,9,7,10,10,3,5,5,1,3,2
Derek S Green,,,,,2,6,11,9,5,6,5,3,4,5,4,6,1,2
Paul Steinke,,,,,,0,8,9,8,7,6,5,3,3,3,3,3,2
Jenne Ayers,,,,,,,0,4,7,6,6,7,6,5,6,5,1,2
William K Greenlee,,,,,,,,0,6,4,3,0,4,3,2,0,1,2
Helen Gym,,,,,,,,,0,3,4,6,4,3,3,1,2,2
Thomas Wyatt,,,,,,,,,,0,4,6,1,2,2,4,4,2
Sherrie Cohen,,,,,,,,,,,0,8,5,4,4,1,1,2
Carla M Cain,,,,,,,,,,,,0,3,0,4,3,0,2
Blondell Reynolds Brown,,,,,,,,,,,,,1,8,4,1,1,2
W Wilson Goode Jr,,,,,,,,,,,,,,0,1,1,3,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,1,0,2
Wilson Alexander,,,,,,,,,,,,,,,,0,0,2
Isaiah Thomas,,,,,,,,,,,,,,,,,1,2
Total,96,64,50,46,36,33,29,25,24,22,20,19,18,15,13,12,7,2
,Sheriff - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Jewell Williams,Ed Neilson,Allan Domb,Frank Rizzo,Derek S Green,Sherrie Cohen,Thomas Wyatt,Helen Gym,William K Greenlee,Paul Steinke,Blondell Reynolds Brown,Jenne Ayers,Carla M Cain,Isaiah Thomas,Marnie Aument Loughrey,W Wilson Goode Jr,Wilson Alexander,3
Jewell Williams,6,22,20,16,12,14,12,10,10,10,8,11,8,6,6,6,0,3
Ed Neilson,,7,15,9,5,11,6,10,10,6,9,4,1,4,4,4,0,3
Allan Domb,,,3,9,6,11,8,9,3,9,4,8,6,5,4,3,0,3
Frank Rizzo,,,,0,2,8,6,3,7,3,3,5,2,3,2,3,0,3
Derek S Green,,,,,2,2,6,4,5,2,1,2,2,1,2,1,0,3
Sherrie Cohen,,,,,,0,3,1,6,4,6,5,5,0,5,3,0,3
Thomas Wyatt,,,,,,,1,4,6,4,5,4,4,3,3,1,0,3
Helen Gym,,,,,,,,2,3,5,3,2,0,4,0,2,0,3
William K Greenlee,,,,,,,,,0,3,6,2,0,2,3,4,0,3
Paul Steinke,,,,,,,,,,0,1,4,3,2,3,0,0,3
Blondell Reynolds Brown,,,,,,,,,,,0,0,0,1,1,3,0,3
Jenne Ayers,,,,,,,,,,,,0,5,0,3,0,0,3
Carla M Cain,,,,,,,,,,,,,0,0,3,1,0,3
Isaiah Thomas,,,,,,,,,,,,,,0,1,3,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,0,3
W Wilson Goode Jr,,,,,,,,,,,,,,,,0,0,3
Wilson Alexander,,,,,,,,,,,,,,,,,0,3
Total,53,40,33,22,19,19,19,18,17,14,12,12,10,10,9,8,0,3
,Sheriff - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Jewell Williams,Ed Neilson,Allan Domb,Sherrie Cohen,Paul Steinke,Helen Gym,Thomas Wyatt,William K Greenlee,Derek S Green,Frank Rizzo,Blondell Reynolds Brown,Jenne Ayers,Wilson Alexander,Isaiah Thomas,Marnie Aument Loughrey,W Wilson Goode Jr,Carla M Cain,4
Jewell Williams,0,31,22,21,18,11,13,16,18,14,14,7,7,8,6,6,3,4
Ed Neilson,,14,13,14,10,7,8,12,6,11,7,2,1,3,3,4,1,4
Allan Domb,,,4,11,17,9,15,6,10,7,4,5,3,3,3,0,2,4
Sherrie Cohen,,,,1,17,11,7,13,5,9,9,4,2,3,2,4,1,4
Paul Steinke,,,,,0,12,16,8,6,8,6,3,2,3,2,0,1,4
Helen Gym,,,,,,0,3,8,3,5,6,3,1,3,3,2,1,4
Thomas Wyatt,,,,,,,0,3,8,5,2,4,3,3,2,0,1,4
William K Greenlee,,,,,,,,0,2,7,9,0,1,2,1,4,0,4
Derek S Green,,,,,,,,,0,7,6,3,4,3,4,2,2,4
Frank Rizzo,,,,,,,,,,1,0,1,1,1,4,1,0,4
Blondell Reynolds Brown,,,,,,,,,,,0,1,3,3,1,6,2,4
Jenne Ayers,,,,,,,,,,,,1,3,0,0,1,1,4
Wilson Alexander,,,,,,,,,,,,,1,0,0,1,1,4
Isaiah Thomas,,,,,,,,,,,,,,0,1,2,1,4
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,1,4
W Wilson Goode Jr,,,,,,,,,,,,,,,,1,1,4
Carla M Cain,,,,,,,,,,,,,,,,,0,4
Total,61,52,37,34,30,23,23,22,21,20,17,11,9,8,8,8,5,4
,Sheriff - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,5
,Jewell Williams,Allan Domb,Ed Neilson,Frank Rizzo,Sherrie Cohen,Paul Steinke,Helen Gym,Derek S Green,Jenne Ayers,Blondell Reynolds Brown,Thomas Wyatt,William K Greenlee,Isaiah Thomas,Carla M Cain,W Wilson Goode Jr,Wilson Alexander,Marnie Aument Loughrey,5
Jewell Williams,2,30,21,19,18,15,13,15,14,11,10,6,8,7,7,7,3,5
Allan Domb,,3,15,10,15,11,6,8,7,7,3,4,2,3,5,3,1,5
Ed Neilson,,,1,12,4,10,8,5,3,5,3,8,2,2,5,2,2,5
Frank Rizzo,,,,2,5,4,6,2,4,3,4,4,3,2,2,1,3,5
Sherrie Cohen,,,,,0,6,8,7,5,6,3,2,2,4,3,1,1,5
Paul Steinke,,,,,,1,7,5,4,3,7,1,1,1,2,1,1,5
Helen Gym,,,,,,,2,4,3,4,7,1,2,2,0,1,3,5
Derek S Green,,,,,,,,0,5,3,4,2,3,2,2,2,1,5
Jenne Ayers,,,,,,,,,0,3,5,2,1,5,0,4,0,5
Blondell Reynolds Brown,,,,,,,,,,2,1,1,3,1,2,1,0,5
Thomas Wyatt,,,,,,,,,,,0,0,0,1,0,2,2,5
William K Greenlee,,,,,,,,,,,,0,1,1,3,1,1,5
Isaiah Thomas,,,,,,,,,,,,,0,1,0,1,0,5
Carla M Cain,,,,,,,,,,,,,,0,1,1,0,5
W Wilson Goode Jr,,,,,,,,,,,,,,,0,0,0,5
Wilson Alexander,,,,,,,,,,,,,,,,0,0,5
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,0,5
Total,59,39,28,22,22,20,19,17,15,14,13,9,8,7,7,7,4,5
,Sheriff - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,6
,Jewell Williams,Allan Domb,Ed Neilson,Derek S Green,Sherrie Cohen,Frank Rizzo,William K Greenlee,Blondell Reynolds Brown,Helen Gym,W Wilson Goode Jr,Paul Steinke,Jenne Ayers,Thomas Wyatt,Isaiah Thomas,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,6
Jewell Williams,2,38,26,30,23,26,24,20,18,19,19,23,13,14,8,6,2,6
Allan Domb,,10,12,12,22,19,18,12,15,8,18,13,10,11,5,4,2,6
Ed Neilson,,,19,9,10,7,13,10,10,9,10,2,6,3,2,0,1,6
Derek S Green,,,,3,6,9,11,13,5,7,5,9,6,9,7,2,0,6
Sherrie Cohen,,,,,1,12,12,8,9,6,7,7,4,2,3,6,0,6
Frank Rizzo,,,,,,1,4,9,5,6,4,7,5,4,3,2,2,6
William K Greenlee,,,,,,,1,9,9,8,9,5,4,5,3,2,1,6
Blondell Reynolds Brown,,,,,,,,0,8,16,1,6,2,9,4,1,0,6
Helen Gym,,,,,,,,,2,8,10,4,8,8,1,3,0,6
W Wilson Goode Jr,,,,,,,,,,0,4,5,2,10,0,0,0,6
Paul Steinke,,,,,,,,,,,0,4,11,5,1,0,2,6
Jenne Ayers,,,,,,,,,,,,1,1,3,3,3,0,6
Thomas Wyatt,,,,,,,,,,,,,1,6,2,2,1,6
Isaiah Thomas,,,,,,,,,,,,,,0,1,0,0,6
Wilson Alexander,,,,,,,,,,,,,,,0,2,1,6
Carla M Cain,,,,,,,,,,,,,,,,0,0,6
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,0,6
Total,85,70,53,40,35,34,32,31,30,27,26,25,22,20,10,9,3,6
,Sheriff - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,7
,Jewell Williams,Ed Neilson,Allan Domb,Helen Gym,Blondell Reynolds Brown,Sherrie Cohen,W Wilson Goode Jr,Derek S Green,Jenne Ayers,William K Greenlee,Paul Steinke,Isaiah Thomas,Thomas Wyatt,Frank Rizzo,Carla M Cain,Wilson Alexander,Marnie Aument Loughrey,7
Jewell Williams,4,15,12,17,16,16,16,16,14,15,14,11,9,9,6,4,3,7
Ed Neilson,,10,3,10,7,7,7,3,2,10,4,3,2,2,1,0,1,7
Allan Domb,,,2,7,2,7,5,2,4,2,6,2,8,5,5,1,1,7
Helen Gym,,,,0,6,8,6,1,8,5,7,1,2,1,5,1,2,7
Blondell Reynolds Brown,,,,,2,4,10,4,3,10,2,5,0,4,3,1,1,7
Sherrie Cohen,,,,,,1,4,3,6,7,4,1,3,4,3,0,0,7
W Wilson Goode Jr,,,,,,,0,3,3,10,4,6,3,5,1,1,0,7
Derek S Green,,,,,,,,0,6,4,4,5,4,3,1,3,1,7
Jenne Ayers,,,,,,,,,2,2,3,3,2,2,4,3,0,7
William K Greenlee,,,,,,,,,,1,3,4,1,3,1,1,0,7
Paul Steinke,,,,,,,,,,,2,3,6,1,2,1,1,7
Isaiah Thomas,,,,,,,,,,,,1,3,2,0,0,0,7
Thomas Wyatt,,,,,,,,,,,,,0,0,2,1,0,7
