col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Justice Of The Supreme Court - Democrat,,,,,,District Council 1st District - Democrat,All
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Mark F Squilla,All
Kevin M Dougherty,"2,600","6,546","3,318","3,376",722,473,"11,857",All
Anne E Lazarus,,486,"3,579","3,162",682,503,"7,348",All
Christine Donohue,,,201,"1,674",374,372,"4,517",All
David Wecht,,,,255,306,244,"4,231",All
John Henry Foradora,,,,,35,123,969,All
Dwayne D Woodruff,,,,,,21,761,All
Mark F Squilla,,,,,,,793,All
Total,"16,153","9,672","5,634","5,606","1,303",946,"15,759",All
