col_1,col_2,division
,City Commissioners - Republican,All
,Al Schmidt,All
Al Schmidt,106,All
Total,106,All
,City Commissioners - Republican,1
,Al Schmidt,1
Al Schmidt,5,1
Total,5,1
,City Commissioners - Republican,2
,Al Schmidt,2
Al Schmidt,4,2
Total,4,2
,City Commissioners - Republican,3
,Al Schmidt,3
Al Schmidt,6,3
Total,6,3
,City Commissioners - Republican,4
,Al Schmidt,4
Al Schmidt,4,4
Total,4,4
,City Commissioners - Republican,5
,Al Schmidt,5
Al Schmidt,4,5
Total,4,5
,City Commissioners - Republican,6
,Al Schmidt,6
Al Schmidt,10,6
Total,10,6
,City Commissioners - Republican,7
,Al Schmidt,7
Al Schmidt,13,7
Total,13,7
,City Commissioners - Republican,8
,Al Schmidt,8
Al Schmidt,9,8
Total,9,8
,City Commissioners - Republican,9
,Al Schmidt,9
Al Schmidt,8,9
Total,8,9
,City Commissioners - Republican,10
,Al Schmidt,10
Al Schmidt,3,10
Total,3,10
,City Commissioners - Republican,11
,Al Schmidt,11
Al Schmidt,7,11
Total,7,11
,City Commissioners - Republican,12
,Al Schmidt,12
Al Schmidt,2,12
Total,2,12
,City Commissioners - Republican,13
,Al Schmidt,13
Al Schmidt,1,13
Total,1,13
,City Commissioners - Republican,14
,Al Schmidt,14
Al Schmidt,1,14
Total,1,14
,City Commissioners - Republican,15
,Al Schmidt,15
Al Schmidt,4,15
Total,4,15
,City Commissioners - Republican,16
,Al Schmidt,16
Al Schmidt,9,16
Total,9,16
,City Commissioners - Republican,17
,Al Schmidt,17
Al Schmidt,16,17
Total,16,17
