col_1,col_2,col_3,division
,Judge Of The Municipal Court - Republican,Judge Of The Commonwealth Court - Republican,1
,Christine Hope,Paul Lalley,1
Christine Hope,0,3,1
Paul Lalley,,0,1
Total,3,3,1
,Judge Of The Commonwealth Court - Republican,Judge Of The Municipal Court - Republican,4
,Paul Lalley,Christine Hope,4
Paul Lalley,1,1,4
Christine Hope,,0,4
Total,2,1,4
,Judge Of The Commonwealth Court - Republican,Judge Of The Municipal Court - Republican,7
,Paul Lalley,Christine Hope,7
Paul Lalley,1,1,7
Christine Hope,,0,7
Total,2,1,7
,Judge Of The Municipal Court - Republican,Judge Of The Commonwealth Court - Republican,10
,Christine Hope,Paul Lalley,10
Christine Hope,0,3,10
Paul Lalley,,0,10
Total,3,3,10
,Judge Of The Commonwealth Court - Republican,Judge Of The Municipal Court - Republican,All
,Paul Lalley,Christine Hope,All
Paul Lalley,2,8,All
Christine Hope,,0,All
Total,10,8,All
