col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Mayor - Democrat,,,,,,District Council 2nd District - Democrat,,All
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,Kenyatta Johnson,Ori C Feibush,All
Jim Kenney,"13,488",0,0,0,0,0,"6,234","6,324",All
Anthony Hardy Williams,,"2,035",0,0,0,0,"6,198",984,All
Lynne M Abraham,,,"1,809",0,0,0,719,864,All
Doug Oliver,,,,472,0,0,484,274,All
Nelson Diaz,,,,,363,0,230,154,All
T Milton Street Sr,,,,,,190,290,93,All
Kenyatta Johnson,,,,,,,645,0,All
Ori C Feibush,,,,,,,,258,All
Total,"26,046","9,217","3,392","1,230",747,573,"14,800","8,951",All
