col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Vincent N Melchiorre,Vince Giusini,Marissa Brumbach,Scott Diclaudio,William J Ciancaglini,James F Berardinelli,Michael Fanning,Vincent Furlong,Ken Powell,Tracy B Roman,Chris Mallios,Chris Mccabe,Thomas Martin,Jodi Lobel,Abbe Fletman,Lyris Younge,Jennifer Schultz,Anthony Kyriakakis,Betsy Wahl,Lynne M Summers,Brian T Ortelere,Leon Goodman,Mia Roberts Perez,Stella Tsai,Franklin A Bennett Iii,Rainy Papademetriou,Wayne M D Bennett,Daine Grey Jr,Jon Marshall,Deborah Watson Stokes,Edward William Louden Jr,Kai Scott,Rania Major,Shanese Johnson,Joshua Hill,Sandjai Weaver,Starr Marshall Cash,Stephanie M Sawyer,Tangie M Boston,Frances Fattah,Leon A King Ii,Lucretia Clemons,Sherman Toppin,1
Kevin M Dougherty,11,18,17,8,7,1,114,97,67,23,18,18,14,14,14,14,11,12,12,8,8,9,8,6,5,5,5,5,4,3,4,4,3,3,2,2,2,1,2,1,1,1,1,1,1,0,0,0,0,1
Anne E Lazarus,,1,11,7,5,0,16,18,10,9,12,7,5,7,2,2,2,4,2,1,2,1,4,5,3,3,3,1,0,3,4,2,2,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1
David Wecht,,,0,4,4,0,16,16,9,7,10,4,3,5,2,4,2,1,2,4,2,1,4,4,3,3,2,1,0,2,2,2,1,0,2,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1
Christine Donohue,,,,0,4,2,11,11,8,6,7,6,3,3,2,2,2,1,0,3,1,0,1,3,1,2,0,1,2,2,1,0,3,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1
John Henry Foradora,,,,,0,1,7,7,5,2,2,3,2,2,0,0,1,1,0,2,0,0,1,1,1,1,1,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Dwayne D Woodruff,,,,,,0,2,0,2,1,2,1,1,1,0,1,1,0,0,1,0,0,1,1,1,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Vincent N Melchiorre,,,,,,,1,86,60,21,19,17,14,11,13,13,10,11,12,7,7,8,6,7,5,6,2,2,4,4,3,2,2,2,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,1
Vince Giusini,,,,,,,,6,62,22,18,14,13,11,12,11,8,10,9,8,6,7,4,5,4,3,3,3,1,4,4,2,3,1,1,1,1,1,2,1,0,1,0,1,1,0,0,0,0,1
