col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,All
,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Isaiah Thomas,Allan Domb,William K Greenlee,Sherrie Cohen,Jenne Ayers,Ed Neilson,Helen Gym,Wilson Alexander,Thomas Wyatt,Paul Steinke,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,Omar Sabir,Anthony Clark,Will Mega,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,All
Blondell Reynolds Brown,83,"1,790",867,"1,072",631,"1,118",959,369,788,477,250,263,278,302,217,102,"1,432",862,622,706,495,321,All
W Wilson Goode Jr,,47,669,996,488,967,805,284,715,442,200,203,225,314,134,54,"1,282",679,526,619,402,253,All
Derek S Green,,,66,785,669,488,328,527,286,307,436,420,333,190,194,111,691,"1,092",713,366,421,266,All
Isaiah Thomas,,,,58,566,575,331,226,377,380,151,251,285,199,135,54,881,513,550,404,366,234,All
Allan Domb,,,,,87,436,270,258,210,282,178,287,334,214,160,82,505,531,477,316,334,251,All
William K Greenlee,,,,,,11,667,118,823,205,82,136,174,160,58,63,821,411,381,684,212,135,All
Sherrie Cohen,,,,,,,5,217,523,317,124,169,200,160,176,69,712,359,252,575,258,232,All
Jenne Ayers,,,,,,,,33,53,200,297,180,123,94,188,76,292,601,367,134,264,187,All
Ed Neilson,,,,,,,,,8,99,41,64,80,39,29,38,606,187,229,560,127,53,All
Helen Gym,,,,,,,,,,26,90,161,242,102,138,78,384,253,266,211,227,215,All
Wilson Alexander,,,,,,,,,,,32,178,81,67,91,31,205,472,301,59,179,109,All
Thomas Wyatt,,,,,,,,,,,,10,245,88,114,53,238,352,186,117,225,188,All
Paul Steinke,,,,,,,,,,,,,12,126,61,41,256,275,182,158,175,150,All
Frank Rizzo,,,,,,,,,,,,,,16,51,36,229,253,184,90,129,99,All
Carla M Cain,,,,,,,,,,,,,,,5,79,157,166,116,102,213,181,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,82,107,52,68,91,73,All
Omar Sabir,,,,,,,,,,,,,,,,,148,393,356,603,210,104,All
Anthony Clark,,,,,,,,,,,,,,,,,,103,345,120,259,188,All
Will Mega,,,,,,,,,,,,,,,,,,,68,188,143,63,All
Lisa M Deeley,,,,,,,,,,,,,,,,,,,,17,81,99,All
Tracey L Gordon,,,,,,,,,,,,,,,,,,,,,30,154,All
Carol A Jenkins,,,,,,,,,,,,,,,,,,,,,,19,All
Total,"2,986","2,503","2,358","1,970","1,674","1,651","1,439","1,191","1,105","1,043",840,833,829,642,540,263,"2,403","2,244","1,512","1,245","1,063",746,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,1
