col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,City Commissioners - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,Christine Hope,Sharon Williams Losier,Matthew Perks,Joffie C Pittman,Christian Dicicco,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,All
Anthony Clark,47,70,75,61,35,31,157,199,138,129,101,95,59,42,All
Lisa M Deeley,,76,42,45,45,39,196,124,81,75,103,67,51,30,All
Tracey L Gordon,,,14,52,9,13,133,101,61,52,57,75,29,20,All
Carol A Jenkins,,,,11,13,6,122,83,73,47,56,46,41,18,All
Omar Sabir,,,,,7,12,71,66,25,51,34,32,22,18,All
Will Mega,,,,,,5,46,47,50,54,30,24,15,11,All
Christine Hope,,,,,,,12,174,94,94,122,77,53,31,All
Sharon Williams Losier,,,,,,,,20,84,105,76,61,32,28,All
Matthew Perks,,,,,,,,,15,83,45,38,36,20,All
Joffie C Pittman,,,,,,,,,,13,33,36,42,13,All
Christian Dicicco,,,,,,,,,,,10,46,28,20,All
Gary S Silver,,,,,,,,,,,,10,36,23,All
Daniel R Sulman,,,,,,,,,,,,,3,5,All
Franklin A Bennett Iii,,,,,,,,,,,,,,2,All
Total,467,411,244,225,140,131,458,405,271,270,229,207,130,82,All
,City Commissioners - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Will Mega,Tracey L Gordon,Omar Sabir,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,1
Anthony Clark,5,3,5,4,2,1,14,7,7,9,5,2,4,2,1
Lisa M Deeley,,5,2,4,0,5,8,9,5,3,3,2,1,0,1
Carol A Jenkins,,,0,1,3,1,7,10,1,5,5,3,4,2,1
Will Mega,,,,0,1,0,6,5,5,4,3,3,0,0,1
Tracey L Gordon,,,,,2,0,4,4,1,1,2,1,1,1,1
Omar Sabir,,,,,,0,3,5,3,2,1,1,0,1,1
Sharon Williams Losier,,,,,,,0,11,7,7,6,1,4,1,1
Christine Hope,,,,,,,,1,4,5,8,4,1,2,1
Joffie C Pittman,,,,,,,,,0,5,1,1,0,0,1
Matthew Perks,,,,,,,,,,0,0,2,3,2,1
Christian Dicicco,,,,,,,,,,,0,2,2,0,1
Daniel R Sulman,,,,,,,,,,,,0,0,0,1
Gary S Silver,,,,,,,,,,,,,0,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,0,1
Total,27,21,16,11,9,7,26,22,14,13,10,6,6,3,1
,City Commissioners - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Anthony Clark,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Will Mega,Tracey L Gordon,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,2
Anthony Clark,7,2,3,4,2,4,13,10,15,7,5,8,5,4,2
Lisa M Deeley,,3,5,3,2,1,11,13,8,6,2,1,2,0,2
Omar Sabir,,,0,0,0,0,7,6,5,0,3,2,1,1,2
Carol A Jenkins,,,,0,0,2,4,6,2,4,4,1,3,0,2
Will Mega,,,,,0,0,5,2,6,6,0,0,0,0,2
Tracey L Gordon,,,,,,0,4,4,3,2,2,3,3,1,2
Sharon Williams Losier,,,,,,,1,11,12,6,5,2,4,0,2
Christine Hope,,,,,,,,1,4,7,8,5,4,1,2
Joffie C Pittman,,,,,,,,,1,8,1,4,3,2,2
Matthew Perks,,,,,,,,,,0,1,1,2,2,2
Christian Dicicco,,,,,,,,,,,1,4,1,1,2
Gary S Silver,,,,,,,,,,,,2,1,1,2
Franklin A Bennett Iii,,,,,,,,,,,,,1,1,2
Daniel R Sulman,,,,,,,,,,,,,,0,2
Total,37,23,11,10,9,8,31,30,26,16,12,12,10,4,2
,City Commissioners - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,Matthew Perks,Gary S Silver,3
Anthony Clark,6,1,2,1,1,1,6,5,4,1,1,1,0,0,3
Lisa M Deeley,,2,2,2,2,0,7,5,1,0,2,1,2,1,3
Tracey L Gordon,,,0,4,0,0,7,2,3,1,2,0,0,1,3
Carol A Jenkins,,,,0,0,0,5,3,1,1,1,0,1,1,3
Omar Sabir,,,,,0,0,1,4,2,0,0,2,0,1,3
Will Mega,,,,,,1,0,2,0,0,0,0,0,0,3
Christine Hope,,,,,,,0,5,5,2,3,0,2,1,3
Sharon Williams Losier,,,,,,,,1,4,0,2,2,2,1,3
Joffie C Pittman,,,,,,,,,0,3,1,1,1,0,3
Daniel R Sulman,,,,,,,,,,2,0,1,0,0,3
Christian Dicicco,,,,,,,,,,,1,0,0,0,3
Franklin A Bennett Iii,,,,,,,,,,,,0,0,1,3
Matthew Perks,,,,,,,,,,,,,0,0,3
Gary S Silver,,,,,,,,,,,,,,0,3
Total,16,10,8,7,4,3,16,14,8,6,4,3,3,2,3
,City Commissioners - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,4
,Anthony Clark,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Tracey L Gordon,Will Mega,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Gary S Silver,Christian Dicicco,Matthew Perks,Daniel R Sulman,Franklin A Bennett Iii,4
Anthony Clark,2,2,2,4,3,3,10,11,8,3,4,6,3,1,4
Lisa M Deeley,,3,7,1,1,0,6,2,5,5,3,1,3,2,4
Omar Sabir,,,1,1,1,1,6,3,4,3,4,2,4,1,4
Carol A Jenkins,,,,2,3,0,4,4,1,3,2,1,3,1,4
Tracey L Gordon,,,,,0,2,6,4,3,6,2,0,1,1,4
Will Mega,,,,,,0,0,4,4,1,1,4,0,0,4
Christine Hope,,,,,,,2,7,7,5,3,0,4,3,4
Sharon Williams Losier,,,,,,,,2,8,4,1,5,2,0,4
Joffie C Pittman,,,,,,,,,2,2,2,5,2,0,4
Gary S Silver,,,,,,,,,,0,2,0,3,1,4
Christian Dicicco,,,,,,,,,,,1,2,2,2,4
Matthew Perks,,,,,,,,,,,,0,0,0,4
Daniel R Sulman,,,,,,,,,,,,,0,0,4
Franklin A Bennett Iii,,,,,,,,,,,,,,0,4
Total,25,16,13,11,10,7,22,20,18,11,9,8,7,3,4
