col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,1
,Ed Neilson,Allan Domb,William K Greenlee,Blondell Reynolds Brown,Frank Rizzo,Paul Steinke,Derek S Green,Helen Gym,Sherrie Cohen,Thomas Wyatt,W Wilson Goode Jr,Carla M Cain,Isaiah Thomas,Jenne Ayers,Marnie Aument Loughrey,Wilson Alexander,Todd Eagen,Michael Wojcik,1
Ed Neilson,2,44,44,35,11,4,9,7,6,2,1,3,0,3,0,0,14,7,1
Allan Domb,,9,26,33,19,13,12,12,9,9,3,4,1,2,1,0,17,15,1
William K Greenlee,,,0,14,15,10,13,5,5,2,4,3,2,1,1,0,15,7,1
Blondell Reynolds Brown,,,,0,5,1,9,5,3,2,1,0,1,0,0,0,10,3,1
Frank Rizzo,,,,,8,10,2,6,8,5,1,2,0,1,3,0,7,12,1
Paul Steinke,,,,,,1,7,7,4,9,3,1,2,0,1,0,4,7,1
Derek S Green,,,,,,,0,1,1,5,1,1,1,1,0,1,10,5,1
Helen Gym,,,,,,,,0,6,4,2,0,2,0,0,0,4,5,1
Sherrie Cohen,,,,,,,,,0,3,1,1,1,2,1,0,3,6,1
Thomas Wyatt,,,,,,,,,,0,2,1,2,0,1,0,4,4,1
W Wilson Goode Jr,,,,,,,,,,,0,1,3,0,0,0,2,0,1
Carla M Cain,,,,,,,,,,,,0,0,1,0,0,4,1,1
Isaiah Thomas,,,,,,,,,,,,,0,0,0,0,1,0,1
Jenne Ayers,,,,,,,,,,,,,,0,0,0,1,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,0,2,1
Wilson Alexander,,,,,,,,,,,,,,,,0,0,0,1
Todd Eagen,,,,,,,,,,,,,,,,,2,0,1
Michael Wojcik,,,,,,,,,,,,,,,,,,1,1
Total,80,79,60,41,40,25,20,20,14,14,6,5,4,4,3,1,28,22,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,2
,Allan Domb,Ed Neilson,Frank Rizzo,Blondell Reynolds Brown,William K Greenlee,Helen Gym,Paul Steinke,Thomas Wyatt,Sherrie Cohen,Derek S Green,Marnie Aument Loughrey,W Wilson Goode Jr,Carla M Cain,Jenne Ayers,Wilson Alexander,Isaiah Thomas,Todd Eagen,Michael Wojcik,2
Allan Domb,31,68,41,63,17,18,22,15,13,8,4,3,2,3,1,1,27,17,2
Ed Neilson,,3,16,50,19,8,10,7,6,2,2,2,0,1,0,0,14,6,2
Frank Rizzo,,,9,19,14,7,14,9,6,9,8,5,1,5,3,1,21,13,2
Blondell Reynolds Brown,,,,1,7,10,6,4,5,7,2,2,1,4,1,1,17,8,2
William K Greenlee,,,,,0,2,4,3,1,3,1,1,0,0,0,0,8,4,2
Helen Gym,,,,,,1,5,6,4,1,1,4,1,2,0,0,8,4,2
Paul Steinke,,,,,,,0,13,6,2,2,2,1,2,1,1,9,6,2
Thomas Wyatt,,,,,,,,4,5,3,0,3,2,0,1,1,7,3,2
Sherrie Cohen,,,,,,,,,0,2,2,1,1,2,0,0,8,2,2
Derek S Green,,,,,,,,,,1,0,3,0,2,1,1,6,7,2
Marnie Aument Loughrey,,,,,,,,,,,1,1,2,3,0,1,3,1,2
W Wilson Goode Jr,,,,,,,,,,,,0,0,1,0,0,3,3,2
Carla M Cain,,,,,,,,,,,,,2,2,0,0,1,2,2
Jenne Ayers,,,,,,,,,,,,,,0,1,0,2,4,2
Wilson Alexander,,,,,,,,,,,,,,,1,0,0,2,2
Isaiah Thomas,,,,,,,,,,,,,,,,0,0,1,2
Todd Eagen,,,,,,,,,,,,,,,,,1,0,2
Michael Wojcik,,,,,,,,,,,,,,,,,,2,2
Total,152,86,72,71,30,26,26,26,16,15,10,8,7,7,4,3,39,30,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,3
,Allan Domb,Ed Neilson,Blondell Reynolds Brown,Frank Rizzo,Helen Gym,William K Greenlee,Thomas Wyatt,Paul Steinke,Derek S Green,Isaiah Thomas,Carla M Cain,Jenne Ayers,Sherrie Cohen,W Wilson Goode Jr,Wilson Alexander,Marnie Aument Loughrey,Todd Eagen,Michael Wojcik,3
Allan Domb,15,45,43,21,20,6,13,8,8,3,4,4,3,3,0,1,15,14,3
Ed Neilson,,3,37,7,9,12,1,2,3,1,0,1,1,1,0,0,7,2,3
Blondell Reynolds Brown,,,2,11,12,3,1,2,4,0,0,2,1,1,0,0,7,4,3
Frank Rizzo,,,,6,8,3,2,2,2,2,1,2,0,1,0,1,12,10,3
Helen Gym,,,,,2,2,6,8,2,3,1,1,3,1,1,0,7,6,3
William K Greenlee,,,,,,0,0,1,3,3,0,0,0,1,0,0,3,2,3
Thomas Wyatt,,,,,,,0,10,4,5,3,1,2,2,0,0,6,4,3
Paul Steinke,,,,,,,,1,4,6,1,1,2,1,2,0,4,3,3
Derek S Green,,,,,,,,,0,3,0,0,0,2,0,0,5,5,3
Isaiah Thomas,,,,,,,,,,0,0,0,0,1,0,0,3,2,3
Carla M Cain,,,,,,,,,,,0,2,2,0,1,1,5,0,3
Jenne Ayers,,,,,,,,,,,,0,2,1,1,1,3,1,3
Sherrie Cohen,,,,,,,,,,,,,0,1,1,0,3,2,3
W Wilson Goode Jr,,,,,,,,,,,,,,0,0,0,3,0,3
Wilson Alexander,,,,,,,,,,,,,,,0,0,1,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,1,0,3
Todd Eagen,,,,,,,,,,,,,,,,,1,0,3
Michael Wojcik,,,,,,,,,,,,,,,,,,1,3
Total,96,59,49,38,30,17,16,15,14,8,6,5,5,4,2,1,29,20,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,4
,Allan Domb,Ed Neilson,Frank Rizzo,William K Greenlee,Thomas Wyatt,Paul Steinke,Derek S Green,Helen Gym,Blondell Reynolds Brown,Sherrie Cohen,W Wilson Goode Jr,Jenne Ayers,Isaiah Thomas,Marnie Aument Loughrey,Carla M Cain,Wilson Alexander,Todd Eagen,Michael Wojcik,4
Allan Domb,6,20,21,18,11,8,9,8,8,4,2,2,3,3,1,2,14,10,4
Ed Neilson,,17,12,16,7,3,7,5,6,2,2,0,3,1,0,2,9,8,4
Frank Rizzo,,,9,9,5,7,4,3,5,4,4,3,3,2,2,0,8,16,4
William K Greenlee,,,,0,5,4,8,2,7,3,4,0,3,1,1,1,12,4,4
Thomas Wyatt,,,,,3,8,6,4,2,2,0,1,1,1,2,2,5,4,4
Paul Steinke,,,,,,2,3,4,2,3,3,1,1,1,1,0,2,5,4
Derek S Green,,,,,,,0,1,4,1,0,1,2,0,0,0,8,4,4
Helen Gym,,,,,,,,1,3,5,3,2,2,1,0,1,4,4,4
Blondell Reynolds Brown,,,,,,,,,0,2,2,1,0,2,2,0,6,4,4
Sherrie Cohen,,,,,,,,,,0,3,2,2,0,1,1,6,1,4
W Wilson Goode Jr,,,,,,,,,,,0,3,2,0,0,0,4,4,4
Jenne Ayers,,,,,,,,,,,,2,2,1,1,0,3,3,4
Isaiah Thomas,,,,,,,,,,,,,0,0,0,0,3,1,4
Marnie Aument Loughrey,,,,,,,,,,,,,,1,1,0,1,2,4
Carla M Cain,,,,,,,,,,,,,,,0,0,1,1,4
Wilson Alexander,,,,,,,,,,,,,,,,0,3,0,4
Todd Eagen,,,,,,,,,,,,,,,,,1,0,4
Michael Wojcik,,,,,,,,,,,,,,,,,,1,4
Total,52,50,50,25,20,17,16,14,13,10,9,8,7,5,3,3,26,24,4
