col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,All
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Doug Oliver,Nelson Diaz,T Milton Street Sr,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,All
Jim Kenney,644,0,0,0,0,0,"5,445","1,505","1,001",768,308,135,All
Lynne M Abraham,,73,0,0,0,0,240,192,137,61,37,18,All
Anthony Hardy Williams,,,60,0,0,0,149,81,99,76,27,22,All
Doug Oliver,,,,19,0,0,68,54,33,20,8,11,All
Nelson Diaz,,,,,14,0,38,39,25,21,5,9,All
T Milton Street Sr,,,,,,3,8,9,8,12,5,2,All
Kevin M Dougherty,,,,,,,80,"1,436",881,645,254,113,All
Anne E Lazarus,,,,,,,,5,742,501,165,103,All
Christine Donohue,,,,,,,,,11,310,102,88,All
David Wecht,,,,,,,,,,18,67,40,All
John Henry Foradora,,,,,,,,,,,3,20,All
Dwayne D Woodruff,,,,,,,,,,,,0,All
Total,"6,622",444,319,122,84,27,"6,067","1,913","1,331",994,400,200,All
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,1
,Jim Kenney,Lynne M Abraham,Nelson Diaz,Anthony Hardy Williams,Doug Oliver,T Milton Street Sr,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,1
Jim Kenney,11,0,0,0,0,0,85,22,17,15,9,3,1
Lynne M Abraham,,0,0,0,0,0,5,5,4,3,0,0,1
Nelson Diaz,,,1,0,0,0,1,3,2,1,0,2,1
Anthony Hardy Williams,,,,1,0,0,1,1,1,1,0,0,1
Doug Oliver,,,,,0,0,2,2,0,0,1,0,1
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,1
Kevin M Dougherty,,,,,,,1,26,17,16,9,3,1
Anne E Lazarus,,,,,,,,0,7,13,4,2,1
David Wecht,,,,,,,,,0,5,4,1,1
Christine Donohue,,,,,,,,,,0,0,2,1
John Henry Foradora,,,,,,,,,,,0,0,1
Dwayne D Woodruff,,,,,,,,,,,,0,1
Total,102,8,5,4,2,0,96,34,24,21,10,5,1
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,2
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,2
Jim Kenney,6,0,0,0,0,0,120,11,6,8,1,0,2
Anthony Hardy Williams,,0,0,0,0,0,5,3,2,1,2,0,2
Lynne M Abraham,,,0,0,0,0,4,2,2,1,0,0,2
Nelson Diaz,,,,0,0,0,0,1,1,1,0,0,2
Doug Oliver,,,,,0,0,0,0,0,0,0,0,2
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,2
Kevin M Dougherty,,,,,,,1,11,7,6,2,0,2
Anne E Lazarus,,,,,,,,0,9,7,2,0,2
Christine Donohue,,,,,,,,,0,6,0,0,2
David Wecht,,,,,,,,,,0,0,0,2
Dwayne D Woodruff,,,,,,,,,,,0,0,2
John Henry Foradora,,,,,,,,,,,,0,2
Total,132,5,5,1,0,0,130,17,11,11,3,0,2
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,3
