col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 9th District - Republican,Justice Of The Supreme Court - Republican,,,,,,All
,Kevin Strickland,Anne Covey,Correale Stevens,Mike George,Judy Olson,Rebecca Warren,Cheryl Allen,All
Kevin Strickland,32,367,239,200,170,149,120,All
Anne Covey,,32,183,189,163,121,81,All
Correale Stevens,,,36,73,38,99,71,All
Mike George,,,,18,129,49,62,All
Judy Olson,,,,,7,53,45,All
Rebecca Warren,,,,,,10,68,All
Cheryl Allen,,,,,,,11,All
Total,566,511,356,298,240,226,192,All
