col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Jannie L Blackwell,Helen Gym,Sherrie Cohen,Paul Steinke,W Wilson Goode Jr,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Isaiah Thomas,Allan Domb,Jenne Ayers,Thomas Wyatt,Wilson Alexander,Carla M Cain,Ed Neilson,Marnie Aument Loughrey,Frank Rizzo,All
Jannie L Blackwell,69,437,359,307,324,307,226,248,177,155,170,123,138,107,64,64,61,All
Helen Gym,,55,441,415,283,195,257,93,143,93,100,97,38,62,32,31,28,All
Sherrie Cohen,,,2,318,246,179,244,65,106,54,83,64,35,52,47,43,23,All
Paul Steinke,,,,13,191,121,209,79,97,107,53,101,28,26,29,20,19,All
W Wilson Goode Jr,,,,,7,187,187,83,117,68,45,33,38,28,48,28,33,All
Blondell Reynolds Brown,,,,,,7,124,107,96,68,55,45,42,50,64,43,28,All
William K Greenlee,,,,,,,1,40,56,38,20,19,11,11,34,12,14,All
Derek S Green,,,,,,,,15,73,78,77,67,73,46,27,21,17,All
Isaiah Thomas,,,,,,,,,3,52,37,50,27,18,26,9,13,All
Allan Domb,,,,,,,,,,14,50,61,35,30,23,17,20,All
Jenne Ayers,,,,,,,,,,,3,48,64,59,14,29,14,All
Thomas Wyatt,,,,,,,,,,,,2,35,24,11,14,10,All
Wilson Alexander,,,,,,,,,,,,,3,31,10,7,19,All
Carla M Cain,,,,,,,,,,,,,,1,8,26,11,All
Ed Neilson,,,,,,,,,,,,,,,0,22,4,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,7,All
Frank Rizzo,,,,,,,,,,,,,,,,,2,All
Total,932,761,561,535,477,417,339,331,273,249,228,196,167,131,105,86,77,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,District Council 3rd District - Democrat,1
,Helen Gym,Paul Steinke,Sherrie Cohen,William K Greenlee,W Wilson Goode Jr,Allan Domb,Derek S Green,Thomas Wyatt,Isaiah Thomas,Jenne Ayers,Blondell Reynolds Brown,Carla M Cain,Marnie Aument Loughrey,Frank Rizzo,Ed Neilson,Wilson Alexander,Jannie L Blackwell,1
Helen Gym,1,37,28,23,15,5,7,8,6,7,6,4,1,1,1,0,23,1
Paul Steinke,,1,26,21,15,8,9,7,4,5,5,3,1,1,0,0,21,1
Sherrie Cohen,,,0,21,17,4,4,3,5,3,5,2,0,0,0,0,18,1
William K Greenlee,,,,0,14,2,2,0,1,1,4,0,0,0,0,0,13,1
W Wilson Goode Jr,,,,,0,2,2,0,3,0,0,0,0,0,0,0,9,1
Allan Domb,,,,,,0,8,4,2,3,3,2,1,1,1,1,6,1
Derek S Green,,,,,,,0,5,4,3,3,1,2,0,0,1,7,1
Thomas Wyatt,,,,,,,,0,3,3,1,1,0,0,0,1,3,1
Isaiah Thomas,,,,,,,,,0,2,2,1,1,0,0,0,4,1
Jenne Ayers,,,,,,,,,,0,1,3,1,0,1,1,6,1
Blondell Reynolds Brown,,,,,,,,,,,0,0,1,1,0,0,7,1
Carla M Cain,,,,,,,,,,,,0,0,0,1,0,4,1
Marnie Aument Loughrey,,,,,,,,,,,,,0,0,0,0,3,1
Frank Rizzo,,,,,,,,,,,,,,0,0,0,2,1
Ed Neilson,,,,,,,,,,,,,,,0,0,1,1
Wilson Alexander,,,,,,,,,,,,,,,,0,1,1
Jannie L Blackwell,,,,,,,,,,,,,,,,,4,1
Total,44,42,32,24,18,14,13,10,9,9,8,5,3,2,1,1,34,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,District Council 3rd District - Democrat,2
,Helen Gym,Paul Steinke,Sherrie Cohen,W Wilson Goode Jr,William K Greenlee,Blondell Reynolds Brown,Isaiah Thomas,Thomas Wyatt,Derek S Green,Allan Domb,Jenne Ayers,Carla M Cain,Ed Neilson,Frank Rizzo,Marnie Aument Loughrey,Wilson Alexander,Jannie L Blackwell,2
Helen Gym,5,68,64,36,37,27,29,16,9,10,9,6,3,1,3,0,47,2
Paul Steinke,,3,44,25,29,18,20,18,10,9,4,1,2,1,1,0,36,2
Sherrie Cohen,,,0,34,34,20,20,6,4,4,7,5,2,0,0,0,38,2
W Wilson Goode Jr,,,,0,24,9,9,2,5,4,4,0,2,1,0,0,20,2
William K Greenlee,,,,,0,12,5,1,3,5,1,1,3,1,0,0,25,2
Blondell Reynolds Brown,,,,,,0,5,2,4,3,5,3,2,3,1,1,24,2
Isaiah Thomas,,,,,,,0,8,7,4,4,1,2,0,1,0,15,2
Thomas Wyatt,,,,,,,,0,7,4,5,1,0,0,0,1,8,2
Derek S Green,,,,,,,,,0,5,3,0,2,0,0,1,8,2
Allan Domb,,,,,,,,,,1,3,0,2,0,0,1,9,2
Jenne Ayers,,,,,,,,,,,0,5,0,1,1,2,10,2
Carla M Cain,,,,,,,,,,,,0,0,1,1,1,7,2
Ed Neilson,,,,,,,,,,,,,0,0,0,0,3,2
Frank Rizzo,,,,,,,,,,,,,,0,0,1,3,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,2,2
Wilson Alexander,,,,,,,,,,,,,,,,0,2,2
Jannie L Blackwell,,,,,,,,,,,,,,,,,1,2
Total,100,76,66,43,40,34,34,21,17,16,14,7,5,3,3,2,59,2
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Jannie L Blackwell,Paul Steinke,Sherrie Cohen,Helen Gym,Blondell Reynolds Brown,Carla M Cain,Allan Domb,Derek S Green,Isaiah Thomas,Jenne Ayers,Frank Rizzo,W Wilson Goode Jr,William K Greenlee,Thomas Wyatt,Ed Neilson,Marnie Aument Loughrey,Wilson Alexander,3
Jannie L Blackwell,1,6,6,5,6,4,2,4,4,3,2,2,2,2,1,0,1,3
Paul Steinke,,0,6,5,4,1,2,2,2,0,1,2,3,2,1,0,1,3
Sherrie Cohen,,,0,8,3,4,0,2,1,2,1,1,2,1,1,1,1,3
Helen Gym,,,,0,3,3,0,2,1,2,1,1,2,0,1,1,0,3
Blondell Reynolds Brown,,,,,0,2,2,2,3,2,1,2,1,0,1,0,0,3
Carla M Cain,,,,,,0,0,2,1,3,1,0,0,1,0,1,1,3
Allan Domb,,,,,,,0,1,1,1,1,1,1,1,0,0,0,3
Derek S Green,,,,,,,,0,2,1,0,0,1,1,0,0,0,3
Isaiah Thomas,,,,,,,,,0,2,1,2,0,0,0,0,0,3
Jenne Ayers,,,,,,,,,,0,1,1,0,0,0,1,0,3
Frank Rizzo,,,,,,,,,,,0,1,0,0,0,0,0,3
W Wilson Goode Jr,,,,,,,,,,,,0,1,0,0,0,0,3
William K Greenlee,,,,,,,,,,,,,0,1,0,0,0,3
Thomas Wyatt,,,,,,,,,,,,,,0,0,0,1,3
Ed Neilson,,,,,,,,,,,,,,,0,0,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,0,3
Wilson Alexander,,,,,,,,,,,,,,,,,0,3
Total,11,9,9,8,7,5,4,4,4,4,3,3,3,2,1,1,1,3
,District Council 3rd District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Jannie L Blackwell,W Wilson Goode Jr,Blondell Reynolds Brown,Derek S Green,Sherrie Cohen,Allan Domb,Isaiah Thomas,Wilson Alexander,Helen Gym,Jenne Ayers,Paul Steinke,William K Greenlee,Ed Neilson,Thomas Wyatt,Carla M Cain,Marnie Aument Loughrey,Frank Rizzo,4
Jannie L Blackwell,7,34,33,24,21,14,14,11,11,10,13,9,9,10,8,7,8,4
W Wilson Goode Jr,,3,26,10,16,8,11,7,14,7,9,9,6,6,3,6,5,4
Blondell Reynolds Brown,,,1,10,16,5,12,7,9,4,5,11,12,7,4,6,2,4
Derek S Green,,,,3,7,7,4,8,3,6,2,2,5,5,4,2,3,4
Sherrie Cohen,,,,,0,1,8,4,11,2,5,5,6,4,1,3,6,4
Allan Domb,,,,,,1,3,5,1,5,8,3,1,4,4,2,2,4
Isaiah Thomas,,,,,,,0,5,5,2,3,5,2,1,3,0,1,4
Wilson Alexander,,,,,,,,1,5,7,2,1,2,3,2,0,0,4
Helen Gym,,,,,,,,,0,1,3,4,3,2,1,0,4,4
Jenne Ayers,,,,,,,,,,0,2,2,0,3,3,1,1,4
Paul Steinke,,,,,,,,,,,0,1,1,5,2,3,2,4
William K Greenlee,,,,,,,,,,,,0,7,2,3,3,2,4
Ed Neilson,,,,,,,,,,,,,0,1,1,5,0,4
Thomas Wyatt,,,,,,,,,,,,,,0,1,1,1,4
