col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,District Council 5th District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Darrell L Clarke,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,1
Darrell L Clarke,16,20,16,11,12,9,6,3,1,1
Sharon Williams Losier,,1,10,10,6,3,0,2,0,1
Christine Hope,,,1,12,3,6,2,3,2,1
Joffie C Pittman,,,,0,6,2,0,0,3,1
Matthew Perks,,,,,0,3,3,1,1,1
Christian Dicicco,,,,,,0,3,1,0,1
Franklin A Bennett Iii,,,,,,,0,1,0,1
Gary S Silver,,,,,,,,0,0,1
Daniel R Sulman,,,,,,,,,0,1
Total,53,25,24,17,16,11,6,5,3,1
,District Council 5th District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Darrell L Clarke,Sharon Williams Losier,Christine Hope,Matthew Perks,Joffie C Pittman,Christian Dicicco,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,2
Darrell L Clarke,7,30,17,14,13,6,6,4,2,2
Sharon Williams Losier,,2,9,5,8,4,3,1,1,2
Christine Hope,,,1,5,6,4,4,1,1,2
Matthew Perks,,,,1,7,2,2,2,1,2
Joffie C Pittman,,,,,0,0,0,2,0,2
Christian Dicicco,,,,,,0,2,0,1,2
Gary S Silver,,,,,,,0,1,0,2
Daniel R Sulman,,,,,,,,1,0,2
Franklin A Bennett Iii,,,,,,,,,0,2
Total,50,32,18,16,13,7,6,5,2,2
,District Council 5th District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Darrell L Clarke,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,3
Darrell L Clarke,38,64,46,42,26,19,12,8,4,3
Sharon Williams Losier,,3,33,34,15,7,10,4,1,3
Christine Hope,,,4,20,4,6,10,3,0,3
Joffie C Pittman,,,,1,15,4,2,2,3,3
Matthew Perks,,,,,0,7,1,3,2,3
Gary S Silver,,,,,,0,1,3,2,3
Christian Dicicco,,,,,,,0,1,0,3
Franklin A Bennett Iii,,,,,,,,0,0,3
Daniel R Sulman,,,,,,,,,0,3
Total,135,73,55,48,28,19,13,9,4,3
,District Council 5th District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,4
,Darrell L Clarke,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Christian Dicicco,Daniel R Sulman,4
Darrell L Clarke,29,33,21,25,14,7,12,7,3,4
Sharon Williams Losier,,6,16,19,7,4,5,3,1,4
Christine Hope,,,4,12,3,10,6,3,0,4
Joffie C Pittman,,,,2,9,1,2,2,0,4
Matthew Perks,,,,,2,1,1,1,0,4
Gary S Silver,,,,,,0,3,0,1,4
Franklin A Bennett Iii,,,,,,,0,3,3,4
Christian Dicicco,,,,,,,,1,1,4
Daniel R Sulman,,,,,,,,,0,4
Total,87,44,37,33,18,14,12,9,3,4
,District Council 5th District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,5
,Darrell L Clarke,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,5
Darrell L Clarke,12,14,12,7,6,4,4,4,2,5
Sharon Williams Losier,,0,9,8,4,2,1,1,0,5
Christine Hope,,,0,5,1,1,1,1,0,5
Joffie C Pittman,,,,1,2,0,0,0,0,5
Matthew Perks,,,,,0,0,0,1,0,5
Christian Dicicco,,,,,,0,2,0,1,5
Daniel R Sulman,,,,,,,0,1,1,5
Gary S Silver,,,,,,,,0,0,5
Franklin A Bennett Iii,,,,,,,,,0,5
Total,39,16,12,10,7,4,4,4,2,5
,District Council 5th District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,6
,Darrell L Clarke,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Franklin A Bennett Iii,Matthew Perks,Christian Dicicco,Gary S Silver,Daniel R Sulman,6
Darrell L Clarke,49,99,71,55,27,24,18,21,7,6
Sharon Williams Losier,,6,60,45,11,17,13,12,4,6
Christine Hope,,,4,36,7,13,15,2,3,6
Joffie C Pittman,,,,3,8,11,1,6,1,6
Franklin A Bennett Iii,,,,,0,6,5,8,1,6
Matthew Perks,,,,,,1,4,6,1,6
Christian Dicicco,,,,,,,1,2,0,6
Gary S Silver,,,,,,,,1,4,6
Daniel R Sulman,,,,,,,,,0,6
Total,185,113,83,62,32,32,23,23,7,6
,District Council 5th District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,7
,Darrell L Clarke,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Christian Dicicco,7
Darrell L Clarke,20,52,31,30,19,9,5,7,3,7
Sharon Williams Losier,,1,25,26,14,6,2,3,4,7
Christine Hope,,,1,19,6,3,5,1,3,7
Joffie C Pittman,,,,0,13,1,5,1,1,7
Matthew Perks,,,,,0,4,2,0,1,7
Gary S Silver,,,,,,0,1,1,1,7
Daniel R Sulman,,,,,,,0,1,0,7
Franklin A Bennett Iii,,,,,,,,0,0,7
Christian Dicicco,,,,,,,,,0,7
Total,93,60,37,35,24,10,8,8,5,7
,District Council 5th District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,8
,Darrell L Clarke,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Daniel R Sulman,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,8
Darrell L Clarke,3,18,16,12,5,4,4,3,2,8
Sharon Williams Losier,,0,11,10,1,1,3,1,0,8
Joffie C Pittman,,,0,9,3,3,1,1,0,8
Christine Hope,,,,2,1,0,0,2,1,8
