col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court - Democrat,,,,,,District Council 7th District - Democrat,,All
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,John Henry Foradora,Dwayne D Woodruff,Maria Quinones Sanchez,Manny Morales,All
Kevin M Dougherty,592,"1,516","1,553","2,021",379,394,"3,129","2,834",All
David Wecht,,195,721,849,166,156,"1,463","1,238",All
Christine Donohue,,,99,"1,093",209,243,"1,577","1,209",All
Anne E Lazarus,,,,86,284,199,"1,638",934,All
John Henry Foradora,,,,,26,74,327,271,All
Dwayne D Woodruff,,,,,,18,311,255,All
Maria Quinones Sanchez,,,,,,,"1,857",0,All
Manny Morales,,,,,,,,"1,576",All
Total,"6,912","3,096","3,044","2,861",740,634,"6,510","5,646",All
