col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Superior Court - Democrat,,Mayor - Democrat,,,,,,All
,Alice Beck Dubow,Robert Colville,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,All
Alice Beck Dubow,21,0,508,178,157,39,47,13,All
Robert Colville,,2,51,27,10,6,6,3,All
Jim Kenney,,,294,0,0,0,0,0,All
Anthony Hardy Williams,,,,72,0,0,0,0,All
Lynne M Abraham,,,,,82,0,0,0,All
Nelson Diaz,,,,,,34,0,0,All
Doug Oliver,,,,,,,9,0,All
T Milton Street Sr,,,,,,,,6,All
Total,963,105,853,277,249,79,62,22,All
,Judge Of The Superior Court - Democrat,,Mayor - Democrat,,,,,,1
,Alice Beck Dubow,Robert Colville,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,1
Alice Beck Dubow,1,0,25,13,6,3,3,0,1
Robert Colville,,0,2,0,0,0,0,0,1
Jim Kenney,,,16,0,0,0,0,0,1
Anthony Hardy Williams,,,,4,0,0,0,0,1
Lynne M Abraham,,,,,5,0,0,0,1
Nelson Diaz,,,,,,1,0,0,1
Doug Oliver,,,,,,,0,0,1
T Milton Street Sr,,,,,,,,0,1
Total,51,2,43,17,11,4,3,0,1
,Judge Of The Superior Court - Democrat,,Mayor - Democrat,,,,,,2
,Alice Beck Dubow,Robert Colville,Jim Kenney,Anthony Hardy Williams,Doug Oliver,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,2
Alice Beck Dubow,1,0,39,14,7,5,1,2,2
Robert Colville,,1,0,1,0,0,0,2,2
Jim Kenney,,,18,0,0,0,0,0,2
Anthony Hardy Williams,,,,6,0,0,0,0,2
Doug Oliver,,,,,1,0,0,0,2
Lynne M Abraham,,,,,,0,0,0,2
Nelson Diaz,,,,,,,3,0,2
T Milton Street Sr,,,,,,,,0,2
Total,69,4,57,21,8,5,4,4,2
,Mayor - Democrat,,,,,,Judge Of The Superior Court - Democrat,,3
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,Doug Oliver,Alice Beck Dubow,Robert Colville,3
Jim Kenney,21,0,0,0,0,0,13,0,3
Anthony Hardy Williams,,2,0,0,0,0,6,1,3
Lynne M Abraham,,,3,0,0,0,3,0,3
Nelson Diaz,,,,5,0,0,1,0,3
T Milton Street Sr,,,,,1,0,1,0,3
Doug Oliver,,,,,,0,1,0,3
Alice Beck Dubow,,,,,,,2,0,3
Robert Colville,,,,,,,,0,3
Total,34,9,6,6,2,1,27,1,3
,Judge Of The Superior Court - Democrat,,Mayor - Democrat,,,,,,4
,Alice Beck Dubow,Robert Colville,Jim Kenney,Anthony Hardy Williams,Nelson Diaz,Lynne M Abraham,Doug Oliver,T Milton Street Sr,4
Alice Beck Dubow,1,0,22,11,5,1,3,0,4
Robert Colville,,0,1,2,0,0,0,0,4
Jim Kenney,,,16,0,0,0,0,0,4
Anthony Hardy Williams,,,,4,0,0,0,0,4
Nelson Diaz,,,,,3,0,0,0,4
Lynne M Abraham,,,,,,6,0,0,4
Doug Oliver,,,,,,,2,0,4
T Milton Street Sr,,,,,,,,0,4
Total,43,3,39,17,8,7,5,0,4
,Judge Of The Superior Court - Democrat,,Mayor - Democrat,,,,,,5
,Alice Beck Dubow,Robert Colville,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,5
Alice Beck Dubow,3,0,18,13,2,1,0,0,5
Robert Colville,,0,3,2,0,0,0,0,5
Jim Kenney,,,12,0,0,0,0,0,5
Anthony Hardy Williams,,,,7,0,0,0,0,5
Lynne M Abraham,,,,,4,0,0,0,5
Nelson Diaz,,,,,,2,0,0,5
Doug Oliver,,,,,,,1,0,5
T Milton Street Sr,,,,,,,,0,5
Total,37,5,33,22,6,3,1,0,5
,Judge Of The Superior Court - Democrat,,Mayor - Democrat,,,,,,6
,Alice Beck Dubow,Robert Colville,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,6
Alice Beck Dubow,5,0,19,9,11,2,2,2,6
Robert Colville,,0,4,1,2,1,0,0,6
Jim Kenney,,,9,0,0,0,0,0,6
Anthony Hardy Williams,,,,5,0,0,0,0,6
Lynne M Abraham,,,,,1,0,0,0,6
Doug Oliver,,,,,,0,0,0,6
Nelson Diaz,,,,,,,1,0,6
T Milton Street Sr,,,,,,,,0,6
Total,50,8,32,15,14,3,3,2,6
,Judge Of The Superior Court - Democrat,,Mayor - Democrat,,,,,,7
,Alice Beck Dubow,Robert Colville,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,7
Alice Beck Dubow,1,0,26,7,5,3,3,0,7
Robert Colville,,0,2,2,0,0,0,0,7
Jim Kenney,,,10,0,0,0,0,0,7
Anthony Hardy Williams,,,,7,0,0,0,0,7
Lynne M Abraham,,,,,5,0,0,0,7
Nelson Diaz,,,,,,1,0,0,7
Doug Oliver,,,,,,,0,0,7
T Milton Street Sr,,,,,,,,0,7
Total,45,4,38,16,10,4,3,0,7
,Judge Of The Superior Court - Democrat,,Mayor - Democrat,,,,,,8
,Alice Beck Dubow,Robert Colville,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,T Milton Street Sr,Doug Oliver,Nelson Diaz,8
Alice Beck Dubow,0,0,19,10,11,2,2,0,8
Robert Colville,,0,2,1,0,0,0,0,8
Jim Kenney,,,22,0,0,0,0,0,8
Anthony Hardy Williams,,,,2,0,0,0,0,8
Lynne M Abraham,,,,,2,0,0,0,8
T Milton Street Sr,,,,,,1,0,0,8
Doug Oliver,,,,,,,0,0,8
Nelson Diaz,,,,,,,,1,8
Total,44,3,43,13,13,3,2,1,8
,Judge Of The Superior Court - Democrat,,Mayor - Democrat,,,,,,9
,Alice Beck Dubow,Robert Colville,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,9
Alice Beck Dubow,1,0,25,12,10,7,5,0,9
Robert Colville,,0,1,2,1,0,1,0,9
Jim Kenney,,,7,0,0,0,0,0,9
Anthony Hardy Williams,,,,4,0,0,0,0,9
Lynne M Abraham,,,,,7,0,0,0,9
Nelson Diaz,,,,,,3,0,0,9
Doug Oliver,,,,,,,1,0,9
T Milton Street Sr,,,,,,,,1,9
Total,60,5,33,18,18,10,7,1,9
,Mayor - Democrat,,,,,,Judge Of The Superior Court - Democrat,,10
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,Alice Beck Dubow,Robert Colville,10
Jim Kenney,16,0,0,0,0,0,28,2,10
Anthony Hardy Williams,,1,0,0,0,0,7,1,10
Lynne M Abraham,,,3,0,0,0,6,0,10
Doug Oliver,,,,0,0,0,1,1,10
Nelson Diaz,,,,,0,0,0,0,10
T Milton Street Sr,,,,,,0,0,0,10
Alice Beck Dubow,,,,,,,1,0,10
Robert Colville,,,,,,,,0,10
Total,46,9,9,2,0,0,43,4,10
,Mayor - Democrat,,,,,,Judge Of The Superior Court - Democrat,,11
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,Alice Beck Dubow,Robert Colville,11
Jim Kenney,14,0,0,0,0,0,15,3,11
Anthony Hardy Williams,,2,0,0,0,0,5,1,11
Lynne M Abraham,,,3,0,0,0,3,0,11
Doug Oliver,,,,1,0,0,2,0,11
Nelson Diaz,,,,,0,0,1,0,11
T Milton Street Sr,,,,,,1,0,0,11
Alice Beck Dubow,,,,,,,1,0,11
Robert Colville,,,,,,,,0,11
Total,32,8,6,3,1,1,27,4,11
,Judge Of The Superior Court - Democrat,,Mayor - Democrat,,,,,,12
,Alice Beck Dubow,Robert Colville,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,T Milton Street Sr,Doug Oliver,12
Alice Beck Dubow,1,0,17,12,10,1,2,1,12
Robert Colville,,0,2,0,1,0,0,0,12
Jim Kenney,,,13,0,0,0,0,0,12
Lynne M Abraham,,,,4,0,0,0,0,12
Anthony Hardy Williams,,,,,2,0,0,0,12
