col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,William K Greenlee,Helen Gym,Paul Steinke,Sherrie Cohen,Allan Domb,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Ed Neilson,Jenne Ayers,Thomas Wyatt,Isaiah Thomas,Frank Rizzo,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,Joffie C Pittman,Christine Hope,Sharon Williams Losier,Matthew Perks,Daniel R Sulman,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,1
William K Greenlee,35,72,65,57,57,47,28,15,25,14,18,20,15,6,1,1,70,55,50,42,40,30,13,8,1
Helen Gym,,2,50,42,32,29,16,13,9,14,22,16,6,4,5,1,39,31,28,27,34,17,10,4,1
Paul Steinke,,,2,25,40,13,5,10,9,5,17,16,7,2,3,1,31,22,20,26,25,13,7,3,1
Sherrie Cohen,,,,1,23,31,15,5,17,11,6,6,4,0,3,1,32,31,28,14,20,13,6,4,1
Allan Domb,,,,,2,14,4,10,3,11,6,6,9,1,2,2,20,24,22,19,20,13,8,3,1
Blondell Reynolds Brown,,,,,,0,19,10,19,8,3,5,2,2,1,1,27,24,24,9,14,12,4,3,1
W Wilson Goode Jr,,,,,,,0,4,13,5,4,6,1,1,1,1,19,12,11,9,9,4,2,1,1
Derek S Green,,,,,,,,2,2,6,4,1,1,3,2,2,14,9,12,4,4,6,2,2,1
Ed Neilson,,,,,,,,,0,1,2,2,0,0,0,0,13,10,11,4,1,4,1,0,1
Jenne Ayers,,,,,,,,,,0,6,3,3,3,3,0,8,14,13,6,5,7,4,0,1
Thomas Wyatt,,,,,,,,,,,0,6,2,0,1,0,9,8,6,9,5,5,2,0,1
Isaiah Thomas,,,,,,,,,,,,0,2,2,2,0,10,12,7,7,6,5,5,1,1
Frank Rizzo,,,,,,,,,,,,,0,1,2,1,5,5,5,2,2,6,2,2,1
Wilson Alexander,,,,,,,,,,,,,,0,0,0,6,3,1,5,4,3,0,0,1
Carla M Cain,,,,,,,,,,,,,,,0,1,2,5,4,1,1,0,2,3,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,2,1,1,0,0,0,1,1,1
Joffie C Pittman,,,,,,,,,,,,,,,,,1,31,36,21,27,8,2,2,1
Christine Hope,,,,,,,,,,,,,,,,,,0,47,13,7,10,6,3,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,0,8,3,12,4,3,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,0,21,8,4,3,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,1,7,5,1,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,1,6,5,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,201,98,82,77,74,57,33,31,27,27,27,25,17,8,7,3,83,67,62,51,48,38,17,10,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,William K Greenlee,Helen Gym,Sherrie Cohen,Paul Steinke,Allan Domb,Blondell Reynolds Brown,Derek S Green,Thomas Wyatt,Isaiah Thomas,W Wilson Goode Jr,Ed Neilson,Jenne Ayers,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,2
William K Greenlee,23,33,39,31,34,33,17,14,13,20,20,12,13,4,3,2,44,38,38,28,13,21,2,3,2
Helen Gym,,3,33,34,21,22,15,16,19,8,7,12,1,6,5,3,26,32,27,27,25,8,1,0,2
Sherrie Cohen,,,0,20,11,33,12,11,7,16,15,16,5,9,6,3,37,29,33,13,10,11,2,1,2
Paul Steinke,,,,0,20,9,15,22,23,3,1,6,0,1,3,1,15,22,15,24,18,9,1,2,2
Allan Domb,,,,,0,9,11,13,9,5,7,3,8,1,3,3,15,19,17,19,13,7,2,4,2
Blondell Reynolds Brown,,,,,,1,7,5,3,19,18,8,4,2,1,1,28,26,23,9,10,8,0,0,2
Derek S Green,,,,,,,1,15,13,4,1,5,2,1,2,4,13,18,12,11,9,3,0,0,2
