col_1,col_2,division
,Sheriff - Republican,1
,Christopher Sawyer,1
Christopher Sawyer,7,1
Total,7,1
,Sheriff - Republican,2
,Christopher Sawyer,2
Christopher Sawyer,7,2
Total,7,2
,Sheriff - Republican,3
,Christopher Sawyer,3
Christopher Sawyer,23,3
Total,23,3
,Sheriff - Republican,4
,Christopher Sawyer,4
Christopher Sawyer,60,4
Total,60,4
,Sheriff - Republican,5
,Christopher Sawyer,5
Christopher Sawyer,30,5
Total,30,5
,Sheriff - Republican,6
,Christopher Sawyer,6
Christopher Sawyer,23,6
Total,23,6
,Sheriff - Republican,7
,Christopher Sawyer,7
Christopher Sawyer,23,7
Total,23,7
,Sheriff - Republican,8
,Christopher Sawyer,8
Christopher Sawyer,13,8
Total,13,8
,Sheriff - Republican,9
,Christopher Sawyer,9
Christopher Sawyer,30,9
Total,30,9
,Sheriff - Republican,10
,Christopher Sawyer,10
Christopher Sawyer,28,10
Total,28,10
,Sheriff - Republican,11
,Christopher Sawyer,11
Christopher Sawyer,26,11
Total,26,11
,Sheriff - Republican,12
,Christopher Sawyer,12
Christopher Sawyer,28,12
Total,28,12
,Sheriff - Republican,13
,Christopher Sawyer,13
Christopher Sawyer,31,13
Total,31,13
,Sheriff - Republican,14
,Christopher Sawyer,14
Christopher Sawyer,12,14
Total,12,14
,Sheriff - Republican,15
,Christopher Sawyer,15
Christopher Sawyer,5,15
Total,5,15
,Sheriff - Republican,16
,Christopher Sawyer,16
Christopher Sawyer,54,16
Total,54,16
,Sheriff - Republican,17
,Christopher Sawyer,17
Christopher Sawyer,16,17
Total,16,17
,Sheriff - Republican,18
,Christopher Sawyer,18
Christopher Sawyer,8,18
Total,8,18
,Sheriff - Republican,19
,Christopher Sawyer,19
Christopher Sawyer,34,19
Total,34,19
,Sheriff - Republican,20
,Christopher Sawyer,20
Christopher Sawyer,15,20
Total,15,20
,Sheriff - Republican,21
,Christopher Sawyer,21
Christopher Sawyer,41,21
Total,41,21
,Sheriff - Republican,22
,Christopher Sawyer,22
Christopher Sawyer,28,22
Total,28,22
,Sheriff - Republican,23
,Christopher Sawyer,23
Christopher Sawyer,29,23
Total,29,23
,Sheriff - Republican,24
,Christopher Sawyer,24
Christopher Sawyer,30,24
Total,30,24
,Sheriff - Republican,25
,Christopher Sawyer,25
Christopher Sawyer,22,25
Total,22,25
,Sheriff - Republican,26
,Christopher Sawyer,26
Christopher Sawyer,21,26
Total,21,26
,Sheriff - Republican,27
,Christopher Sawyer,27
Christopher Sawyer,17,27
Total,17,27
,Sheriff - Republican,28
,Christopher Sawyer,28
Christopher Sawyer,17,28
Total,17,28
,Sheriff - Republican,29
,Christopher Sawyer,29
Christopher Sawyer,37,29
Total,37,29
,Sheriff - Republican,30
,Christopher Sawyer,30
Christopher Sawyer,15,30
Total,15,30
,Sheriff - Republican,31
,Christopher Sawyer,31
Christopher Sawyer,17,31
Total,17,31
,Sheriff - Republican,32
,Christopher Sawyer,32
Christopher Sawyer,14,32
Total,14,32
,Sheriff - Republican,33
,Christopher Sawyer,33
Christopher Sawyer,17,33
Total,17,33
,Sheriff - Republican,34
,Christopher Sawyer,34
Christopher Sawyer,18,34
Total,18,34
,Sheriff - Republican,35
,Christopher Sawyer,35
Christopher Sawyer,28,35
Total,28,35
,Sheriff - Republican,36
,Christopher Sawyer,36
Christopher Sawyer,4,36
Total,4,36
,Sheriff - Republican,37
,Christopher Sawyer,37
Christopher Sawyer,18,37
Total,18,37
,Sheriff - Republican,39
,Christopher Sawyer,39
Christopher Sawyer,36,39
Total,36,39
,Sheriff - Republican,40
,Christopher Sawyer,40
Christopher Sawyer,5,40
Total,5,40
,Sheriff - Republican,41
,Christopher Sawyer,41
Christopher Sawyer,75,41
Total,75,41
,Sheriff - Republican,42
,Christopher Sawyer,42
Christopher Sawyer,12,42
Total,12,42
,Sheriff - Republican,43
,Christopher Sawyer,43
Christopher Sawyer,16,43
Total,16,43
,Sheriff - Republican,44
,Christopher Sawyer,44
Christopher Sawyer,26,44
Total,26,44
,Sheriff - Republican,All
,Christopher Sawyer,All
Christopher Sawyer,"1,016",All
Total,"1,016",All
