col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 4th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,All
,Curtis J Jones Jr,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,All
Curtis J Jones Jr,"1,703","12,271","7,831","6,168","6,284","1,840","1,193",All
Kevin M Dougherty,,"2,756","7,620","4,465","4,685","1,550",968,All
Anne E Lazarus,,,439,"3,177","3,797",895,825,All
David Wecht,,,,609,"2,208",612,459,All
Christine Donohue,,,,,482,723,448,All
Dwayne D Woodruff,,,,,,70,222,All
John Henry Foradora,,,,,,,60,All
Total,"19,022","17,502","10,332","8,208","8,045","2,338","1,745",All
