col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Derek S Green,Marnie Aument Loughrey,Allan Domb,Blondell Reynolds Brown,Jenne Ayers,William K Greenlee,Ed Neilson,Frank Rizzo,W Wilson Goode Jr,Wilson Alexander,Thomas Wyatt,Sherrie Cohen,Isaiah Thomas,Paul Steinke,Helen Gym,Carla M Cain,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,All
Derek S Green,27,82,66,85,85,73,56,36,51,73,72,40,61,49,40,35,163,108,85,113,100,45,38,38,All
Marnie Aument Loughrey,,78,61,85,49,97,90,55,41,28,40,35,23,37,35,31,115,122,101,54,33,29,33,29,All
Allan Domb,,,17,62,47,42,28,58,39,25,49,40,46,65,37,31,82,99,78,41,49,45,31,32,All
Blondell Reynolds Brown,,,,6,37,91,60,37,78,31,39,43,58,22,35,22,101,112,86,60,44,32,29,34,All
Jenne Ayers,,,,,9,24,19,34,25,56,41,45,17,30,36,45,120,87,52,78,68,35,25,22,All
William K Greenlee,,,,,,8,86,47,55,18,25,28,32,25,17,16,68,81,60,47,38,20,24,31,All
Ed Neilson,,,,,,,22,24,47,17,21,25,28,19,24,17,77,76,60,33,22,20,13,25,All
Frank Rizzo,,,,,,,,12,43,20,27,41,26,32,26,29,43,73,76,23,35,25,23,34,All
W Wilson Goode Jr,,,,,,,,,5,19,18,34,50,13,30,16,66,80,58,30,33,28,22,23,All
Wilson Alexander,,,,,,,,,,6,43,26,15,20,13,15,73,46,33,62,67,27,23,25,All
Thomas Wyatt,,,,,,,,,,,4,31,25,47,23,23,59,67,57,45,53,42,22,26,All
Sherrie Cohen,,,,,,,,,,,,1,22,25,41,39,65,74,52,33,37,32,24,22,All
Isaiah Thomas,,,,,,,,,,,,,8,24,27,8,54,66,46,34,28,21,16,17,All
Paul Steinke,,,,,,,,,,,,,,4,26,14,44,53,59,24,38,25,25,20,All
Helen Gym,,,,,,,,,,,,,,,8,32,60,68,47,30,28,19,15,18,All
Carla M Cain,,,,,,,,,,,,,,,,2,62,75,30,28,27,27,23,16,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,15,152,98,81,76,41,25,23,All
Christine Hope,,,,,,,,,,,,,,,,,,11,123,58,47,36,43,39,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,4,25,38,33,27,33,All
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,9,60,24,16,25,All
Matthew Perks,,,,,,,,,,,,,,,,,,,,,5,20,20,21,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,2,16,16,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,5,12,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,385,364,239,234,231,210,201,185,167,166,162,150,149,135,133,123,369,347,255,237,201,123,101,96,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Christine Hope,Sharon Williams Losier,Matthew Perks,Christian Dicicco,Gary S Silver,Joffie C Pittman,Daniel R Sulman,Franklin A Bennett Iii,Derek S Green,Marnie Aument Loughrey,Carla M Cain,Ed Neilson,Allan Domb,Isaiah Thomas,Jenne Ayers,Frank Rizzo,Thomas Wyatt,Helen Gym,William K Greenlee,Blondell Reynolds Brown,Sherrie Cohen,W Wilson Goode Jr,Wilson Alexander,Paul Steinke,1
Christine Hope,1,10,2,6,6,1,4,4,8,9,11,9,8,6,5,6,5,4,4,3,5,5,3,2,1
Sharon Williams Losier,,0,4,2,2,2,3,1,5,8,8,7,4,2,5,1,3,4,1,4,4,2,5,2,1
Matthew Perks,,,0,2,1,4,3,1,6,4,2,1,2,3,3,2,5,2,1,3,1,1,4,2,1
Christian Dicicco,,,,0,2,0,2,1,2,3,4,3,3,2,1,4,3,4,1,2,2,2,1,1,1
Gary S Silver,,,,,0,1,1,3,3,2,7,3,6,1,3,1,5,1,1,1,2,1,2,0,1
Joffie C Pittman,,,,,,0,1,2,4,2,2,2,1,0,4,0,3,2,0,2,0,0,2,1,1
Daniel R Sulman,,,,,,,0,0,3,3,2,3,3,2,2,1,2,2,2,2,2,1,1,1,1
Franklin A Bennett Iii,,,,,,,,0,3,3,3,1,3,2,1,1,2,1,1,2,1,0,0,1,1
Derek S Green,,,,,,,,,2,6,2,3,3,6,3,2,5,2,3,2,0,4,4,1,1
Marnie Aument Loughrey,,,,,,,,,,2,5,8,4,3,2,5,3,2,3,4,4,2,5,1,1
Carla M Cain,,,,,,,,,,,0,6,4,1,6,3,5,3,0,3,5,2,1,0,1
Ed Neilson,,,,,,,,,,,,1,3,2,3,1,1,3,3,3,3,2,2,1,1
Allan Domb,,,,,,,,,,,,,2,4,1,3,5,2,4,1,1,1,2,2,1
Isaiah Thomas,,,,,,,,,,,,,,2,0,4,1,1,5,0,0,3,0,2,1
Jenne Ayers,,,,,,,,,,,,,,,2,1,3,3,0,3,4,0,2,0,1
Frank Rizzo,,,,,,,,,,,,,,,,0,3,1,3,1,2,3,1,1,1
Thomas Wyatt,,,,,,,,,,,,,,,,,0,3,0,3,2,2,3,1,1
Helen Gym,,,,,,,,,,,,,,,,,,0,0,0,3,0,1,2,1
William K Greenlee,,,,,,,,,,,,,,,,,,,1,1,0,2,0,1,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,0,1,1,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Paul Steinke,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,23,17,11,10,10,8,7,7,20,19,15,15,14,12,12,11,11,9,8,7,7,7,7,5,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Derek S Green,Allan Domb,Jenne Ayers,Ed Neilson,Frank Rizzo,Isaiah Thomas,W Wilson Goode Jr,William K Greenlee,Blondell Reynolds Brown,Marnie Aument Loughrey,Paul Steinke,Wilson Alexander,Thomas Wyatt,Helen Gym,Sherrie Cohen,Carla M Cain,Christine Hope,Sharon Williams Losier,Christian Dicicco,Matthew Perks,Joffie C Pittman,Franklin A Bennett Iii,Daniel R Sulman,Gary S Silver,2
Derek S Green,0,3,6,2,2,6,5,2,1,1,3,6,5,3,1,1,3,10,5,8,8,1,2,4,2
Allan Domb,,0,2,2,4,3,2,2,2,3,5,1,4,1,1,1,4,4,5,2,1,1,1,1,2
Jenne Ayers,,,1,1,3,2,2,2,1,1,1,4,2,1,1,1,5,5,4,7,5,0,1,2,2
Ed Neilson,,,,2,4,4,4,5,5,4,1,1,0,0,1,0,4,3,5,3,1,1,1,2,2
Frank Rizzo,,,,,0,2,3,3,3,3,2,2,0,2,3,2,5,4,7,3,1,3,2,3,2
Isaiah Thomas,,,,,,0,7,3,3,1,2,1,1,2,2,0,3,4,5,3,1,1,1,2,2
W Wilson Goode Jr,,,,,,,0,3,2,1,1,2,1,3,2,1,7,3,7,3,0,2,0,2,2
William K Greenlee,,,,,,,,1,4,4,1,2,2,1,1,1,4,3,3,3,2,0,2,3,2
Blondell Reynolds Brown,,,,,,,,,0,4,2,1,1,0,2,0,5,3,7,2,1,2,2,1,2
Marnie Aument Loughrey,,,,,,,,,,0,3,0,1,1,2,3,3,4,4,1,3,2,3,3,2
Paul Steinke,,,,,,,,,,,1,0,3,0,2,0,2,1,5,1,1,1,2,1,2
Wilson Alexander,,,,,,,,,,,,0,3,1,2,0,3,5,3,7,5,1,1,1,2
Thomas Wyatt,,,,,,,,,,,,,0,1,1,2,3,3,3,3,2,1,1,2,2
Helen Gym,,,,,,,,,,,,,,2,2,2,3,2,3,2,0,2,0,1,2
Sherrie Cohen,,,,,,,,,,,,,,,0,1,4,1,4,3,0,2,1,0,2
Carla M Cain,,,,,,,,,,,,,,,,0,3,3,1,0,2,2,1,2,2
Christine Hope,,,,,,,,,,,,,,,,,1,6,9,6,1,2,0,1,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,,1,3,6,6,3,0,3,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,0,5,0,3,3,3,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,0,5,0,0,0,2
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,0,1,1,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,1,3,2
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,23,12,12,11,11,11,11,11,10,10,10,10,8,7,7,5,19,18,16,13,12,7,6,6,2
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Christine Hope,Sharon Williams Losier,Christian Dicicco,Matthew Perks,Gary S Silver,Daniel R Sulman,Joffie C Pittman,Franklin A Bennett Iii,Allan Domb,Frank Rizzo,Blondell Reynolds Brown,Marnie Aument Loughrey,Paul Steinke,Derek S Green,Isaiah Thomas,Jenne Ayers,William K Greenlee,Sherrie Cohen,W Wilson Goode Jr,Wilson Alexander,Carla M Cain,Ed Neilson,Thomas Wyatt,Helen Gym,3
Christine Hope,1,10,6,2,1,2,2,0,5,6,6,6,4,2,4,4,3,4,3,3,4,2,1,2,3
Sharon Williams Losier,,1,6,4,4,1,2,1,5,4,5,5,6,5,5,6,3,4,2,3,4,3,2,2,3
Christian Dicicco,,,0,1,2,3,1,0,4,3,6,6,7,2,1,2,3,4,3,2,1,3,1,1,3
Matthew Perks,,,,1,1,1,1,0,1,3,3,0,2,2,2,4,2,3,1,2,2,0,2,2,3
Gary S Silver,,,,,0,1,0,1,2,2,1,2,3,2,1,4,1,1,1,3,0,1,0,0,3
Daniel R Sulman,,,,,,0,3,0,2,2,4,2,2,1,1,2,2,2,1,1,1,0,1,1,3
Joffie C Pittman,,,,,,,0,0,3,1,2,1,2,4,2,2,1,1,0,0,0,0,2,1,3
Franklin A Bennett Iii,,,,,,,,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,3
Allan Domb,,,,,,,,,2,5,5,3,6,6,5,2,1,2,2,1,1,1,3,1,3
Frank Rizzo,,,,,,,,,,1,2,1,3,2,3,1,2,3,4,1,3,1,0,1,3
Blondell Reynolds Brown,,,,,,,,,,,1,4,2,2,5,3,5,2,3,2,2,1,1,2,3
Marnie Aument Loughrey,,,,,,,,,,,,2,3,1,0,4,5,1,1,3,1,3,1,0,3
Paul Steinke,,,,,,,,,,,,,1,4,3,3,1,3,1,2,1,2,3,0,3
Derek S Green,,,,,,,,,,,,,,0,4,1,2,2,0,1,0,0,3,0,3
Isaiah Thomas,,,,,,,,,,,,,,,1,1,1,0,3,0,2,0,1,1,3
Jenne Ayers,,,,,,,,,,,,,,,,0,1,3,0,2,3,1,1,2,3
William K Greenlee,,,,,,,,,,,,,,,,,0,0,2,0,0,2,1,1,3
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,2,3,4,0,1,1,3
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1,3
Wilson Alexander,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,3
Carla M Cain,,,,,,,,,,,,,,,,,,,,,0,0,0,1,3
Ed Neilson,,,,,,,,,,,,,,,,,,,,,,0,1,0,3
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,,,0,1,3
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,17,15,13,8,7,6,6,3,16,16,15,15,12,11,10,9,9,8,8,8,6,5,5,3,3
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Sharon Williams Losier,Christian Dicicco,Christine Hope,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,Blondell Reynolds Brown,Allan Domb,Derek S Green,Marnie Aument Loughrey,Ed Neilson,Jenne Ayers,Frank Rizzo,William K Greenlee,Wilson Alexander,Isaiah Thomas,W Wilson Goode Jr,Paul Steinke,Thomas Wyatt,Carla M Cain,Helen Gym,Sherrie Cohen,4
Sharon Williams Losier,2,7,6,5,3,2,0,1,7,3,7,4,3,5,2,4,4,3,5,2,1,3,3,2,4
Christian Dicicco,,0,7,4,0,4,2,3,5,6,4,8,4,4,4,3,1,3,3,5,1,1,2,2,4
Christine Hope,,,1,2,3,3,3,0,7,4,5,7,7,4,2,6,4,4,3,2,3,1,1,1,4
Matthew Perks,,,,0,3,0,0,1,7,4,5,0,0,1,2,3,3,3,2,1,1,2,1,1,4
Joffie C Pittman,,,,,0,0,2,0,5,1,4,0,0,3,1,2,4,2,2,1,2,1,0,1,4
Daniel R Sulman,,,,,,0,1,0,0,3,2,2,2,1,2,1,1,1,2,2,0,0,1,0,4
Franklin A Bennett Iii,,,,,,,0,0,2,3,1,2,1,0,1,2,2,1,1,2,1,0,0,1,4
Gary S Silver,,,,,,,,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,4
Blondell Reynolds Brown,,,,,,,,,0,4,7,2,3,2,1,6,3,6,5,1,2,3,2,2,4
Allan Domb,,,,,,,,,,3,3,4,2,1,4,3,1,3,2,3,0,1,0,0,4
Derek S Green,,,,,,,,,,,1,1,1,4,0,1,4,4,4,2,3,0,2,1,4
Marnie Aument Loughrey,,,,,,,,,,,,1,5,3,5,4,1,1,1,4,1,0,0,0,4
Ed Neilson,,,,,,,,,,,,,2,1,1,4,1,2,2,2,0,0,1,0,4
Jenne Ayers,,,,,,,,,,,,,,1,2,0,3,0,0,1,1,1,1,1,4
Frank Rizzo,,,,,,,,,,,,,,,1,2,1,0,1,1,0,1,0,0,4
William K Greenlee,,,,,,,,,,,,,,,,0,0,3,2,2,1,2,0,0,4
Wilson Alexander,,,,,,,,,,,,,,,,,0,1,2,1,1,0,1,1,4
Isaiah Thomas,,,,,,,,,,,,,,,,,,0,3,1,1,0,1,0,4
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,0,1,0,1,2,0,4
Paul Steinke,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,1,0,0,1,4
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,0,1,1,4
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,0,1,4
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,18,16,16,11,7,5,4,4,15,14,14,13,9,9,8,8,8,7,7,6,5,3,3,3,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,5
,Marnie Aument Loughrey,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Thomas Wyatt,W Wilson Goode Jr,Ed Neilson,Jenne Ayers,Allan Domb,Carla M Cain,Isaiah Thomas,Frank Rizzo,Wilson Alexander,Sherrie Cohen,Helen Gym,Paul Steinke,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,5
Marnie Aument Loughrey,11,8,5,2,5,2,5,2,3,4,0,1,1,0,1,3,7,5,6,2,2,2,1,0,5
Derek S Green,,2,5,8,7,3,5,2,3,3,3,1,4,2,2,3,10,9,8,6,5,2,0,0,5
