col_1,col_2,division
,District Council 3rd District - Democrat,1
,Jannie L Blackwell,1
Jannie L Blackwell,97,1
Total,97,1
,District Council 3rd District - Democrat,2
,Jannie L Blackwell,2
Jannie L Blackwell,100,2
Total,100,2
,District Council 3rd District - Democrat,3
,Jannie L Blackwell,3
Jannie L Blackwell,77,3
Total,77,3
,District Council 3rd District - Democrat,4
,Jannie L Blackwell,4
Jannie L Blackwell,80,4
Total,80,4
,District Council 3rd District - Democrat,5
,Jannie L Blackwell,5
Jannie L Blackwell,72,5
Total,72,5
,District Council 3rd District - Democrat,6
,Jannie L Blackwell,6
Jannie L Blackwell,122,6
Total,122,6
,District Council 3rd District - Democrat,7
,Jannie L Blackwell,7
Jannie L Blackwell,102,7
Total,102,7
,District Council 3rd District - Democrat,8
,Jannie L Blackwell,8
Jannie L Blackwell,55,8
Total,55,8
,District Council 3rd District - Democrat,9
,Jannie L Blackwell,9
Jannie L Blackwell,75,9
Total,75,9
,District Council 3rd District - Democrat,10
,Jannie L Blackwell,10
Jannie L Blackwell,74,10
Total,74,10
,District Council 3rd District - Democrat,11
,Jannie L Blackwell,11
Jannie L Blackwell,91,11
Total,91,11
,District Council 3rd District - Democrat,12
,Jannie L Blackwell,12
Jannie L Blackwell,54,12
Total,54,12
,District Council 3rd District - Democrat,13
,Jannie L Blackwell,13
Jannie L Blackwell,69,13
Total,69,13
,District Council 3rd District - Democrat,14
,Jannie L Blackwell,14
Jannie L Blackwell,102,14
Total,102,14
,District Council 3rd District - Democrat,15
,Jannie L Blackwell,15
Jannie L Blackwell,80,15
Total,80,15
,District Council 3rd District - Democrat,16
,Jannie L Blackwell,16
Jannie L Blackwell,72,16
Total,72,16
,District Council 3rd District - Democrat,17
,Jannie L Blackwell,17
Jannie L Blackwell,84,17
Total,84,17
,District Council 3rd District - Democrat,18
,Jannie L Blackwell,18
Jannie L Blackwell,77,18
Total,77,18
,District Council 3rd District - Democrat,19
,Jannie L Blackwell,19
Jannie L Blackwell,90,19
Total,90,19
,District Council 3rd District - Democrat,All
,Jannie L Blackwell,All
Jannie L Blackwell,"1,573",All
Total,"1,573",All
