col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Derek S Green,Blondell Reynolds Brown,Helen Gym,W Wilson Goode Jr,Isaiah Thomas,Sherrie Cohen,Jenne Ayers,Allan Domb,Paul Steinke,William K Greenlee,Wilson Alexander,Thomas Wyatt,Frank Rizzo,Ed Neilson,Carla M Cain,Marnie Aument Loughrey,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,1
Derek S Green,4,18,11,12,14,5,11,13,7,8,15,8,4,7,4,1,24,18,17,12,11,4,5,3,1
Blondell Reynolds Brown,,1,24,23,19,19,9,11,10,13,4,6,6,7,6,2,18,24,17,9,16,11,2,3,1
Helen Gym,,,3,15,20,29,15,9,14,9,6,5,4,4,7,1,17,18,18,12,8,11,4,1,1
W Wilson Goode Jr,,,,1,13,14,6,5,3,13,2,4,5,6,2,1,17,14,10,7,6,6,1,2,1
Isaiah Thomas,,,,,2,16,10,10,7,8,6,3,4,8,3,1,17,18,15,3,7,7,4,2,1
Sherrie Cohen,,,,,,1,16,10,12,8,3,5,4,3,4,0,15,20,14,6,8,9,3,3,1
Jenne Ayers,,,,,,,1,11,3,2,6,8,4,0,6,2,19,16,16,7,6,5,4,3,1
Allan Domb,,,,,,,,1,5,5,5,7,8,1,4,0,12,16,10,7,11,3,5,4,1
Paul Steinke,,,,,,,,,0,2,2,8,4,2,1,1,9,9,10,6,9,4,3,1,1
William K Greenlee,,,,,,,,,,0,1,2,3,6,1,0,9,12,10,4,5,4,1,1,1
Wilson Alexander,,,,,,,,,,,0,5,1,5,2,0,11,7,7,8,7,2,2,1,1
Thomas Wyatt,,,,,,,,,,,,0,5,1,2,1,6,8,10,10,8,2,5,3,1
Frank Rizzo,,,,,,,,,,,,,0,0,0,1,3,6,4,4,8,1,3,3,1
Ed Neilson,,,,,,,,,,,,,,1,0,0,2,5,4,1,2,2,1,1,1
Carla M Cain,,,,,,,,,,,,,,,0,1,6,12,2,1,4,2,2,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,2,1,1,0,0,0,0,0,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,1,22,24,11,8,2,0,0,1
Christine Hope,,,,,,,,,,,,,,,,,,1,15,5,14,8,5,3,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,0,10,6,8,1,3,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,2,7,7,4,1,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,0,2,4,5,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,0,2,2,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,59,52,52,43,42,40,35,32,23,23,21,20,16,15,13,3,56,48,39,32,27,16,12,7,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Blondell Reynolds Brown,Isaiah Thomas,Sherrie Cohen,W Wilson Goode Jr,Allan Domb,Helen Gym,William K Greenlee,Derek S Green,Paul Steinke,Jenne Ayers,Ed Neilson,Thomas Wyatt,Wilson Alexander,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,2
Blondell Reynolds Brown,1,27,34,35,17,8,31,12,5,7,10,4,4,7,3,2,29,28,22,8,3,5,6,5,2
Isaiah Thomas,,0,28,30,10,17,21,9,11,10,7,6,5,4,5,2,27,22,24,5,7,3,3,2,2
Sherrie Cohen,,,0,30,11,21,22,11,14,9,4,1,2,3,4,1,28,27,24,5,6,6,4,4,2
W Wilson Goode Jr,,,,1,8,7,21,9,5,11,5,3,3,5,1,1,30,26,23,2,1,1,2,4,2
Allan Domb,,,,,6,16,10,11,15,7,7,10,7,4,3,1,14,14,9,10,8,4,3,4,2
Helen Gym,,,,,,0,3,6,23,9,4,10,4,2,4,0,12,14,11,8,7,9,3,1,2
William K Greenlee,,,,,,,0,7,4,1,8,0,4,3,1,2,19,18,16,5,5,4,3,1,2
Derek S Green,,,,,,,,1,4,8,4,6,9,3,4,2,13,14,7,6,10,4,4,4,2
Paul Steinke,,,,,,,,,0,4,1,10,4,2,2,1,8,10,10,5,7,9,1,1,2
Jenne Ayers,,,,,,,,,,1,0,6,5,3,2,1,13,10,6,4,6,3,4,2,2
Ed Neilson,,,,,,,,,,,3,3,2,0,1,2,6,8,4,2,3,1,2,0,2
Thomas Wyatt,,,,,,,,,,,,0,4,2,1,0,4,6,3,5,4,4,0,1,2
Wilson Alexander,,,,,,,,,,,,,0,1,3,1,8,8,4,4,6,3,3,3,2
Frank Rizzo,,,,,,,,,,,,,,1,1,0,5,2,3,1,1,1,2,1,2
Carla M Cain,,,,,,,,,,,,,,,0,1,3,2,4,4,3,0,3,2,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,3,3,1,1,1,1,2,0,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,1,32,26,9,6,1,5,3,2
Joffie C Pittman,,,,,,,,,,,,,,,,,,0,24,6,11,9,2,4,2
Christine Hope,,,,,,,,,,,,,,,,,,,0,7,3,3,2,2,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,1,3,1,4,1,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,,0,6,2,1,2
