col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Joffie C Pittman,Matthew Perks,Sharon Williams Losier,Christine Hope,Daniel R Sulman,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,All
Kevin M Dougherty,280,"1,283",728,542,91,78,729,574,597,620,442,337,189,104,All
Anne E Lazarus,,142,809,721,95,115,781,677,516,553,610,317,185,90,All
David Wecht,,,34,338,53,58,577,474,362,319,354,146,116,52,All
Christine Donohue,,,,40,74,60,399,339,376,372,261,208,107,57,All
Dwayne D Woodruff,,,,,6,19,75,63,66,60,48,50,31,19,All
John Henry Foradora,,,,,,4,48,47,54,64,47,49,32,20,All
Joffie C Pittman,,,,,,,4,520,374,322,498,82,44,25,All
Matthew Perks,,,,,,,,8,165,131,431,80,62,35,All
Sharon Williams Losier,,,,,,,,,4,500,51,159,83,53,All
Christine Hope,,,,,,,,,,6,81,184,85,49,All
Daniel R Sulman,,,,,,,,,,,3,61,68,17,All
Christian Dicicco,,,,,,,,,,,,7,67,44,All
Gary S Silver,,,,,,,,,,,,,2,20,All
Franklin A Bennett Iii,,,,,,,,,,,,,,1,All
Total,"2,122","2,030","1,219","1,038",186,186,"1,087",891,851,838,701,447,270,139,All
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Joffie C Pittman,Christine Hope,Sharon Williams Losier,Matthew Perks,Daniel R Sulman,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,1
Kevin M Dougherty,23,93,62,35,10,11,62,60,50,39,39,25,14,8,1
Anne E Lazarus,,9,48,33,9,5,50,40,36,43,43,22,11,5,1
David Wecht,,,3,21,4,5,45,34,39,18,16,15,6,6,1
Christine Donohue,,,,0,2,4,13,26,24,15,14,13,7,2,1
John Henry Foradora,,,,,0,0,4,4,3,3,3,7,2,4,1
Dwayne D Woodruff,,,,,,0,6,8,5,4,3,4,4,2,1
Joffie C Pittman,,,,,,,2,31,36,21,27,8,2,2,1
Christine Hope,,,,,,,,0,47,13,7,10,6,3,1
Sharon Williams Losier,,,,,,,,,0,8,3,12,4,3,1
Matthew Perks,,,,,,,,,,0,21,8,4,3,1
Daniel R Sulman,,,,,,,,,,,0,7,5,1,1
Christian Dicicco,,,,,,,,,,,,3,6,5,1
Gary S Silver,,,,,,,,,,,,,0,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,0,1
Total,168,128,88,51,15,14,83,67,62,51,48,38,17,10,1
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,2
Kevin M Dougherty,20,71,43,30,5,1,54,45,46,29,13,24,5,4,2
Anne E Lazarus,,8,41,49,4,6,48,48,40,40,35,21,2,2,2
David Wecht,,,0,21,2,3,24,39,23,31,19,9,2,4,2
Christine Donohue,,,,2,2,2,27,29,22,19,19,6,1,0,2
John Henry Foradora,,,,,1,0,4,2,4,1,1,2,2,0,2
Dwayne D Woodruff,,,,,,0,4,5,3,2,3,1,0,0,2
Sharon Williams Losier,,,,,,,1,32,45,9,5,16,2,2,2
Joffie C Pittman,,,,,,,,0,30,27,23,4,1,2,2
Christine Hope,,,,,,,,,0,4,3,11,1,2,2
Matthew Perks,,,,,,,,,,0,25,4,1,2,2
Daniel R Sulman,,,,,,,,,,,0,2,0,0,2
Christian Dicicco,,,,,,,,,,,,0,2,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,0,0,2
