col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,All
Kevin M Dougherty,834,"1,806","1,214","1,188",453,232,"2,037","1,819","1,495",684,661,620,402,358,All
Anne E Lazarus,,102,760,891,251,179,"1,208","1,152",866,512,512,393,303,331,All
David Wecht,,,166,521,124,96,"1,347",886,"1,102",414,220,228,162,170,All
Christine Donohue,,,,142,225,111,"1,132",873,761,468,372,302,208,166,All
Dwayne D Woodruff,,,,,26,56,327,299,269,171,129,132,111,69,All
John Henry Foradora,,,,,,18,155,190,116,100,83,148,68,53,All
Sharon Williams Losier,,,,,,,55,"1,355","1,375",473,410,324,207,126,All
Christine Hope,,,,,,,,16,999,289,369,289,232,178,All
Joffie C Pittman,,,,,,,,,29,442,218,137,105,192,All
Matthew Perks,,,,,,,,,,9,114,148,101,136,All
Christian Dicicco,,,,,,,,,,,9,152,87,59,All
Gary S Silver,,,,,,,,,,,,7,118,83,All
Franklin A Bennett Iii,,,,,,,,,,,,,4,41,All
Daniel R Sulman,,,,,,,,,,,,,,3,All
Total,"4,571","2,427","2,213","2,045",657,426,"3,007","2,289","2,168","1,030",823,777,505,449,All
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Daniel R Sulman,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,1
Kevin M Dougherty,19,25,18,14,4,0,31,27,28,7,2,6,5,2,1
David Wecht,,3,11,8,0,0,24,26,18,3,5,2,2,0,1
Anne E Lazarus,,,1,4,1,1,8,10,13,4,1,3,2,0,1
Christine Donohue,,,,1,3,0,10,7,8,2,4,3,3,2,1
Dwayne D Woodruff,,,,,0,0,1,1,2,1,1,1,2,1,1
John Henry Foradora,,,,,,0,0,0,0,0,0,0,0,0,1
Sharon Williams Losier,,,,,,,0,24,19,2,2,3,1,1,1
Joffie C Pittman,,,,,,,,0,21,4,3,2,2,1,1
Christine Hope,,,,,,,,,0,3,1,1,2,2,1
Daniel R Sulman,,,,,,,,,,0,0,2,2,0,1
Matthew Perks,,,,,,,,,,,1,1,1,1,1
Gary S Silver,,,,,,,,,,,,0,1,1,1
Christian Dicicco,,,,,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,1,1
Total,74,44,24,21,4,1,41,37,32,8,8,7,5,4,1
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,2
Kevin M Dougherty,12,31,35,26,12,2,49,31,41,19,14,11,10,4,2
David Wecht,,2,16,14,3,0,36,33,22,13,4,4,5,2,2
Anne E Lazarus,,,2,16,5,1,24,16,20,13,7,11,6,3,2
Christine Donohue,,,,3,4,2,27,13,16,11,6,6,4,1,2
Dwayne D Woodruff,,,,,0,0,6,3,7,5,2,4,3,0,2
John Henry Foradora,,,,,,1,0,0,1,1,3,1,0,0,2
Sharon Williams Losier,,,,,,,5,35,29,16,6,6,5,3,2
Joffie C Pittman,,,,,,,,1,22,7,3,3,3,0,2
Christine Hope,,,,,,,,,1,10,6,5,3,1,2
Matthew Perks,,,,,,,,,,1,2,3,5,2,2
Gary S Silver,,,,,,,,,,,0,5,2,1,2
Christian Dicicco,,,,,,,,,,,,0,1,1,2
Franklin A Bennett Iii,,,,,,,,,,,,,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,0,2
Total,91,53,46,43,13,5,72,49,48,28,16,15,11,4,2
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Kevin M Dougherty,Christine Donohue,Dwayne D Woodruff,David Wecht,Anne E Lazarus,John Henry Foradora,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,3
Kevin M Dougherty,7,37,43,17,11,1,60,49,44,9,4,3,4,4,3
Christine Donohue,,3,34,3,6,0,38,35,36,8,1,1,3,2,3
Dwayne D Woodruff,,,1,11,5,0,41,39,38,6,2,4,2,0,3
David Wecht,,,,1,2,0,25,13,16,4,3,3,1,1,3
Anne E Lazarus,,,,,2,0,9,9,4,4,4,2,1,1,3
John Henry Foradora,,,,,,0,0,0,0,0,0,0,0,1,3
Sharon Williams Losier,,,,,,,0,48,51,8,3,2,2,3,3
Christine Hope,,,,,,,,0,43,3,3,2,2,0,3
Joffie C Pittman,,,,,,,,,1,5,3,0,1,2,3
Matthew Perks,,,,,,,,,,0,0,2,1,1,3
Christian Dicicco,,,,,,,,,,,1,1,0,0,3
Daniel R Sulman,,,,,,,,,,,,0,1,0,3
Franklin A Bennett Iii,,,,,,,,,,,,,0,1,3
Gary S Silver,,,,,,,,,,,,,,0,3
Total,78,52,51,30,16,2,75,59,59,12,7,5,5,5,3
,Judge Of The Municipal Court - Democrat,,,,,,,,Justice Of The Supreme Court - Democrat,,,,,,4
,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Christian Dicicco,Daniel R Sulman,David Wecht,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,4
Sharon Williams Losier,0,29,21,9,3,3,1,1,34,23,16,10,3,0,4
Joffie C Pittman,,0,16,5,1,0,2,2,27,14,5,7,1,1,4
Christine Hope,,,0,2,1,2,1,1,17,18,7,8,1,0,4
Matthew Perks,,,,0,0,1,0,1,6,5,5,5,2,0,4
Gary S Silver,,,,,0,1,1,0,1,5,3,3,0,1,4
Franklin A Bennett Iii,,,,,,0,0,0,2,3,2,2,2,2,4
Christian Dicicco,,,,,,,0,3,2,3,2,4,0,1,4
Daniel R Sulman,,,,,,,,0,2,2,1,4,0,1,4
David Wecht,,,,,,,,,5,14,6,8,1,2,4
Kevin M Dougherty,,,,,,,,,,12,9,9,2,0,4
Christine Donohue,,,,,,,,,,,3,7,2,0,4
Anne E Lazarus,,,,,,,,,,,,0,1,2,4
Dwayne D Woodruff,,,,,,,,,,,,,0,0,4
John Henry Foradora,,,,,,,,,,,,,,0,4
Total,50,31,29,12,6,5,4,4,45,45,23,17,3,3,4
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,5
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,5
Kevin M Dougherty,18,25,14,13,4,2,27,29,20,13,10,5,5,4,5
Anne E Lazarus,,0,10,12,4,4,14,19,11,9,6,2,6,2,5
David Wecht,,,1,3,0,1,23,13,15,5,2,1,1,2,5
Christine Donohue,,,,4,4,2,7,11,9,6,4,4,4,2,5
Dwayne D Woodruff,,,,,0,1,4,4,3,2,4,2,1,0,5
John Henry Foradora,,,,,,0,2,3,3,2,2,2,2,0,5
Sharon Williams Losier,,,,,,,1,16,20,8,4,3,2,2,5
Christine Hope,,,,,,,,1,16,7,4,4,4,3,5
Joffie C Pittman,,,,,,,,,0,7,3,2,3,2,5
Matthew Perks,,,,,,,,,,0,4,1,2,0,5
Gary S Silver,,,,,,,,,,,0,2,2,0,5
Christian Dicicco,,,,,,,,,,,,0,1,1,5
Franklin A Bennett Iii,,,,,,,,,,,,,0,0,5
Daniel R Sulman,,,,,,,,,,,,,,0,5
Total,77,32,32,25,7,6,48,39,33,18,11,8,7,4,5
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,6
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,6
Kevin M Dougherty,29,38,25,20,12,3,40,36,22,11,9,9,7,4,6
Anne E Lazarus,,0,16,16,6,2,24,24,12,8,8,7,4,3,6
Christine Donohue,,,5,8,6,1,27,21,14,7,6,3,5,4,6
David Wecht,,,,3,3,1,22,13,15,13,0,6,4,1,6
Dwayne D Woodruff,,,,,0,1,8,6,3,5,3,1,2,1,6
John Henry Foradora,,,,,,1,1,2,1,1,0,0,0,0,6
Sharon Williams Losier,,,,,,,1,29,20,13,7,5,5,2,6
Christine Hope,,,,,,,,0,14,5,8,4,8,3,6
Joffie C Pittman,,,,,,,,,1,9,1,1,1,1,6
Matthew Perks,,,,,,,,,,0,0,3,1,0,6
Christian Dicicco,,,,,,,,,,,0,1,2,1,6
Gary S Silver,,,,,,,,,,,,0,1,2,6
Franklin A Bennett Iii,,,,,,,,,,,,,0,0,6
Daniel R Sulman,,,,,,,,,,,,,,0,6
Total,102,47,47,37,16,6,62,45,31,18,12,10,9,5,6
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,7
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,John Henry Foradora,Dwayne D Woodruff,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Gary S Silver,Matthew Perks,Franklin A Bennett Iii,Christian Dicicco,Daniel R Sulman,7
Kevin M Dougherty,27,25,18,28,7,5,43,39,30,12,10,8,9,2,7
David Wecht,,3,14,16,1,1,34,17,22,6,9,3,6,1,7
Christine Donohue,,,3,18,7,5,22,19,17,6,11,7,5,2,7
Anne E Lazarus,,,,0,3,5,23,17,13,5,8,8,8,2,7
John Henry Foradora,,,,,0,1,6,7,3,5,5,2,1,0,7
Dwayne D Woodruff,,,,,,1,3,3,3,1,1,2,3,0,7
Sharon Williams Losier,,,,,,,2,31,33,7,11,6,9,1,7
Christine Hope,,,,,,,,0,19,10,5,8,5,2,7
Joffie C Pittman,,,,,,,,,0,2,9,4,3,2,7
Gary S Silver,,,,,,,,,,1,3,1,2,0,7
Matthew Perks,,,,,,,,,,,0,1,1,2,7
Franklin A Bennett Iii,,,,,,,,,,,,0,2,0,7
Christian Dicicco,,,,,,,,,,,,,0,0,7
Daniel R Sulman,,,,,,,,,,,,,,1,7
Total,107,46,42,41,12,10,69,51,46,19,18,14,11,5,7
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,8
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,8
Kevin M Dougherty,28,62,46,20,22,7,55,48,41,29,26,13,14,13,8
Anne E Lazarus,,2,39,13,11,4,32,35,27,19,17,10,8,12,8
Christine Donohue,,,4,10,6,3,34,28,24,17,15,9,7,7,8
