col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor - Democrat,,,,,,District Council 5th District - Democrat,All
,Jim Kenney,Anthony Hardy Williams,Nelson Diaz,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Darrell L Clarke,All
Jim Kenney,205,0,0,0,0,0,301,All
Anthony Hardy Williams,,22,0,0,0,0,62,All
Nelson Diaz,,,25,0,0,0,38,All
Lynne M Abraham,,,,17,0,0,34,All
Doug Oliver,,,,,15,0,27,All
T Milton Street Sr,,,,,,2,0,All
Darrell L Clarke,,,,,,,5,All
Total,506,84,63,51,42,2,467,All
,Mayor - Democrat,,,,,,District Council 5th District - Democrat,15
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,Darrell L Clarke,15
Jim Kenney,45,0,0,0,0,0,65,15
Anthony Hardy Williams,,5,0,0,0,0,9,15
Lynne M Abraham,,,1,0,0,0,6,15
Nelson Diaz,,,,2,0,0,2,15
Doug Oliver,,,,,1,0,1,15
T Milton Street Sr,,,,,,1,0,15
Darrell L Clarke,,,,,,,2,15
Total,110,14,7,4,2,1,85,15
,Mayor - Democrat,,,,,,District Council 5th District - Democrat,17
,Jim Kenney,Nelson Diaz,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Darrell L Clarke,17
Jim Kenney,77,0,0,0,0,0,112,17
Nelson Diaz,,12,0,0,0,0,15,17
Anthony Hardy Williams,,,2,0,0,0,19,17
Lynne M Abraham,,,,9,0,0,11,17
Doug Oliver,,,,,3,0,7,17
T Milton Street Sr,,,,,,0,0,17
Darrell L Clarke,,,,,,,2,17
Total,189,27,21,20,10,0,166,17
,District Council 5th District - Democrat,Mayor - Democrat,,,,,,20
,Darrell L Clarke,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,20
Darrell L Clarke,0,42,10,8,8,5,0,20
Jim Kenney,,25,0,0,0,0,0,20
Anthony Hardy Williams,,,5,0,0,0,0,20
Lynne M Abraham,,,,3,0,0,0,20
Nelson Diaz,,,,,3,0,0,20
Doug Oliver,,,,,,2,0,20
T Milton Street Sr,,,,,,,0,20
Total,73,67,15,11,11,7,0,20
,District Council 5th District - Democrat,Mayor - Democrat,,,,,,23
,Darrell L Clarke,Jim Kenney,Anthony Hardy Williams,Doug Oliver,Nelson Diaz,Lynne M Abraham,T Milton Street Sr,23
Darrell L Clarke,1,82,24,14,13,9,0,23
Jim Kenney,,58,0,0,0,0,0,23
Anthony Hardy Williams,,,10,0,0,0,0,23
Doug Oliver,,,,9,0,0,0,23
Nelson Diaz,,,,,8,0,0,23
Lynne M Abraham,,,,,,4,0,23
T Milton Street Sr,,,,,,,1,23
Total,143,140,34,23,21,13,1,23
