col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Helen Gym,Sherrie Cohen,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Ed Neilson,Jenne Ayers,Paul Steinke,W Wilson Goode Jr,Derek S Green,Carla M Cain,Isaiah Thomas,Marnie Aument Loughrey,Frank Rizzo,Thomas Wyatt,Wilson Alexander,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Christian Dicicco,Daniel R Sulman,Matthew Perks,Franklin A Bennett Iii,Gary S Silver,1
Helen Gym,6,20,12,9,6,6,7,10,6,2,10,5,6,0,2,1,17,14,12,6,8,5,1,2,1
Sherrie Cohen,,2,16,13,2,10,10,6,9,3,7,1,3,3,2,0,18,16,15,7,7,4,2,2,1
Blondell Reynolds Brown,,,1,14,2,8,5,3,11,4,3,2,2,4,2,0,13,11,10,4,4,4,3,1,1
William K Greenlee,,,,1,4,9,2,2,9,5,2,1,2,1,2,0,11,9,9,5,3,1,3,1,1
Allan Domb,,,,,1,2,1,5,1,3,3,2,4,2,2,0,9,3,5,7,2,2,2,2,1
Ed Neilson,,,,,,0,2,3,4,2,2,1,1,1,1,0,10,4,8,4,0,2,1,1,1
Jenne Ayers,,,,,,,0,1,0,1,8,2,4,2,2,0,11,5,9,5,3,6,0,0,1
Paul Steinke,,,,,,,,0,5,5,2,8,1,1,4,2,7,9,4,4,4,4,1,2,1
W Wilson Goode Jr,,,,,,,,,0,3,0,5,0,3,2,1,6,9,4,3,4,2,1,2,1
Derek S Green,,,,,,,,,,0,1,4,2,1,3,2,5,5,6,7,3,1,3,1,1
Carla M Cain,,,,,,,,,,,0,2,6,2,2,0,13,2,10,7,0,2,0,1,1
Isaiah Thomas,,,,,,,,,,,,0,1,2,4,2,4,8,3,4,6,5,1,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,0,1,0,1,8,1,6,5,0,1,1,0,1
Frank Rizzo,,,,,,,,,,,,,,0,1,0,5,1,5,2,0,1,0,0,1
Thomas Wyatt,,,,,,,,,,,,,,,0,1,4,4,2,2,3,4,1,1,1
Wilson Alexander,,,,,,,,,,,,,,,,0,1,2,0,1,1,1,1,2,1
Christine Hope,,,,,,,,,,,,,,,,,1,12,23,10,1,4,2,2,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,1,8,3,10,4,1,3,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,0,9,1,3,1,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,0,2,1,4,1,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,0,5,2,0,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,37,34,25,23,16,16,16,16,16,15,14,12,9,8,8,6,35,30,26,18,15,13,6,5,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Ed Neilson,William K Greenlee,Sherrie Cohen,Blondell Reynolds Brown,Frank Rizzo,Helen Gym,Thomas Wyatt,Jenne Ayers,W Wilson Goode Jr,Allan Domb,Derek S Green,Isaiah Thomas,Paul Steinke,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Matthew Perks,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,2
Ed Neilson,0,12,10,5,1,2,0,1,3,2,1,2,0,1,0,0,11,5,4,2,1,1,1,0,2
William K Greenlee,,0,11,5,1,3,0,1,3,1,1,2,0,1,0,0,9,5,5,1,1,2,2,0,2
Sherrie Cohen,,,0,5,0,4,0,1,3,1,0,1,0,1,1,1,10,5,5,1,0,1,0,0,2
Blondell Reynolds Brown,,,,0,0,0,0,0,3,0,0,1,0,0,0,0,4,3,2,1,0,1,0,0,2
Frank Rizzo,,,,,0,0,2,0,0,1,1,0,1,0,0,0,1,1,4,3,2,1,1,0,2
Helen Gym,,,,,,0,1,1,1,1,0,1,1,0,1,1,4,2,3,1,1,0,0,0,2
Thomas Wyatt,,,,,,,0,1,1,1,1,1,3,1,1,1,1,2,1,3,2,2,0,1,2
Jenne Ayers,,,,,,,,0,0,1,1,1,1,2,1,1,1,3,1,1,1,1,1,2,2
W Wilson Goode Jr,,,,,,,,,0,0,0,1,1,0,0,0,3,2,1,2,1,1,0,0,2
Allan Domb,,,,,,,,,,0,0,0,1,1,0,0,2,1,2,2,0,1,0,1,2
Derek S Green,,,,,,,,,,,0,1,0,0,0,0,0,2,0,1,2,0,1,0,2
Isaiah Thomas,,,,,,,,,,,,0,1,0,0,0,2,2,1,1,2,0,1,0,2
Paul Steinke,,,,,,,,,,,,,0,1,0,0,1,1,1,2,1,1,0,1,2
Wilson Alexander,,,,,,,,,,,,,,0,0,0,1,1,0,1,0,1,0,2,2
Carla M Cain,,,,,,,,,,,,,,,0,2,1,2,1,0,0,1,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,1,2,1,0,0,1,0,0,2
Joffie C Pittman,,,,,,,,,,,,,,,,,1,4,4,3,1,1,0,0,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,,1,5,0,1,1,1,1,2
Christine Hope,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,0,3,2,0,1,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,0,1,1,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,0,0,2
