col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Superior Court - Republican,1
,Anne Covey,Correale Stevens,Judy Olson,Mike George,Cheryl Allen,Rebecca Warren,Emil Giordano,1
Anne Covey,0,1,0,0,0,0,2,1
Correale Stevens,,1,0,0,0,0,1,1
Judy Olson,,,0,1,0,0,0,1
Mike George,,,,0,0,0,0,1
Cheryl Allen,,,,,0,0,0,1
Rebecca Warren,,,,,,0,0,1
Emil Giordano,,,,,,,0,1
Total,2,2,1,1,0,0,2,1
,Judge Of The Superior Court - Republican,Justice Of The Supreme Court - Republican,,,,,,2
,Emil Giordano,Anne Covey,Cheryl Allen,Correale Stevens,Judy Olson,Mike George,Rebecca Warren,2
Emil Giordano,0,1,1,1,1,0,0,2
Anne Covey,,0,0,1,0,0,0,2
Cheryl Allen,,,0,0,1,0,0,2
Correale Stevens,,,,0,0,0,0,2
Judy Olson,,,,,0,0,0,2
Mike George,,,,,,0,0,2
Rebecca Warren,,,,,,,0,2
Total,2,1,1,1,1,0,0,2
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Superior Court - Republican,3
,Anne Covey,Mike George,Cheryl Allen,Correale Stevens,Judy Olson,Rebecca Warren,Emil Giordano,3
Anne Covey,1,2,1,1,1,1,5,3
Mike George,,0,1,0,1,0,2,3
Cheryl Allen,,,0,0,0,0,1,3
Correale Stevens,,,,0,0,1,1,3
Judy Olson,,,,,0,0,1,3
Rebecca Warren,,,,,,0,1,3
Emil Giordano,,,,,,,1,3
Total,6,2,1,1,1,1,6,3
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Superior Court - Republican,4
,Anne Covey,Judy Olson,Mike George,Cheryl Allen,Rebecca Warren,Correale Stevens,Emil Giordano,4
Anne Covey,1,4,3,1,0,0,4,4
Judy Olson,,0,3,2,1,0,4,4
Mike George,,,1,1,1,0,3,4
Cheryl Allen,,,,0,2,0,3,4
Rebecca Warren,,,,,0,0,2,4
Correale Stevens,,,,,,1,0,4
Emil Giordano,,,,,,,0,4
Total,6,5,5,3,2,1,6,4
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Superior Court - Republican,5
,Correale Stevens,Anne Covey,Judy Olson,Mike George,Cheryl Allen,Rebecca Warren,Emil Giordano,5
Correale Stevens,1,1,0,0,0,0,4,5
Anne Covey,,0,1,1,0,0,1,5
Judy Olson,,,0,1,0,0,0,5
Mike George,,,,0,0,0,0,5
Cheryl Allen,,,,,0,0,0,5
Rebecca Warren,,,,,,0,0,5
Emil Giordano,,,,,,,0,5
Total,5,2,1,1,0,0,4,5
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Superior Court - Republican,6
,Judy Olson,Anne Covey,Mike George,Correale Stevens,Cheryl Allen,Rebecca Warren,Emil Giordano,6
Judy Olson,0,4,4,1,1,0,2,6
Anne Covey,,0,4,0,0,0,1,6
Mike George,,,0,0,0,0,1,6
Correale Stevens,,,,0,1,0,2,6
Cheryl Allen,,,,,0,0,1,6
Rebecca Warren,,,,,,0,0,6
Emil Giordano,,,,,,,1,6
Total,5,4,4,2,1,0,4,6
,Judge Of The Superior Court - Republican,Justice Of The Supreme Court - Republican,,,,,,7
,Emil Giordano,Correale Stevens,Rebecca Warren,Anne Covey,Judy Olson,Mike George,Cheryl Allen,7
Emil Giordano,1,2,3,4,3,3,0,7
Correale Stevens,,2,2,1,1,1,1,7
Rebecca Warren,,,1,3,1,1,1,7
Anne Covey,,,,0,2,2,0,7
Judy Olson,,,,,0,2,0,7
Mike George,,,,,,0,0,7
Cheryl Allen,,,,,,,0,7
Total,6,5,5,4,3,3,1,7
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Superior Court - Republican,8
,Anne Covey,Mike George,Correale Stevens,Judy Olson,Rebecca Warren,Cheryl Allen,Emil Giordano,8
Anne Covey,0,5,2,3,0,0,5,8
Mike George,,1,2,3,0,0,3,8
Correale Stevens,,,0,0,1,1,5,8
Judy Olson,,,,0,0,0,1,8
Rebecca Warren,,,,,1,1,1,8
Cheryl Allen,,,,,,0,1,8
Emil Giordano,,,,,,,0,8
Total,8,7,5,3,2,1,8,8
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Superior Court - Republican,9
,Correale Stevens,Rebecca Warren,Anne Covey,Cheryl Allen,Judy Olson,Mike George,Emil Giordano,9
Correale Stevens,0,2,1,1,1,0,3,9
Rebecca Warren,,0,1,1,1,0,2,9
Anne Covey,,,0,0,0,0,1,9
