col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Ed Neilson,Allan Domb,Frank Rizzo,Helen Gym,Paul Steinke,Thomas Wyatt,William K Greenlee,Derek S Green,Sherrie Cohen,Carla M Cain,Jenne Ayers,Blondell Reynolds Brown,Isaiah Thomas,Wilson Alexander,Marnie Aument Loughrey,W Wilson Goode Jr,Christine Hope,Christian Dicicco,Matthew Perks,Sharon Williams Losier,Daniel R Sulman,Joffie C Pittman,Franklin A Bennett Iii,Gary S Silver,1
Ed Neilson,7,33,35,28,25,16,26,12,12,11,6,8,6,4,3,7,68,31,16,15,11,9,9,6,1
Allan Domb,,2,21,13,18,12,9,6,7,6,5,4,3,5,2,2,28,18,8,6,5,5,1,9,1
Frank Rizzo,,,1,12,10,8,14,11,9,6,3,4,3,2,2,3,26,21,15,6,8,3,5,5,1
Helen Gym,,,,2,12,11,11,8,7,11,11,2,2,2,8,3,25,13,12,11,8,6,3,4,1
Paul Steinke,,,,,0,21,5,12,8,3,5,0,7,3,4,2,24,15,13,5,8,5,5,6,1
Thomas Wyatt,,,,,,0,3,10,7,5,5,0,7,3,2,1,16,9,9,4,8,6,3,3,1
William K Greenlee,,,,,,,0,8,4,2,0,5,2,1,0,4,17,9,6,8,3,2,1,0,1
Derek S Green,,,,,,,,1,4,4,6,0,4,4,4,4,20,11,9,11,7,6,3,4,1
Sherrie Cohen,,,,,,,,,0,5,7,2,0,0,2,2,9,8,8,3,7,6,3,3,1
Carla M Cain,,,,,,,,,,0,12,0,1,1,5,0,12,11,3,10,2,3,3,1,1
Jenne Ayers,,,,,,,,,,,0,0,0,3,6,0,10,10,6,8,2,5,4,2,1
Blondell Reynolds Brown,,,,,,,,,,,,0,0,2,1,0,6,4,1,0,0,1,0,3,1
