col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 6th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Bobby Henon,Tracy B Roman,Lyris Younge,Scott Diclaudio,Jennifer Schultz,Ken Powell,James F Berardinelli,Leon Goodman,Jon Marshall,Vincent Furlong,Edward William Louden Jr,Vincent N Melchiorre,Mia Roberts Perez,Vince Giusini,Anthony Kyriakakis,Lynne M Summers,Rainy Papademetriou,Daine Grey Jr,Kai Scott,Stephanie M Sawyer,Abbe Fletman,Michael Fanning,Betsy Wahl,Stella Tsai,William J Ciancaglini,Chris Mallios,Deborah Watson Stokes,Wayne M D Bennett,Brian T Ortelere,Chris Mccabe,Jodi Lobel,Marissa Brumbach,Rania Major,Thomas Martin,Frances Fattah,Sherman Toppin,Shanese Johnson,Joshua Hill,Leon A King Ii,Lucretia Clemons,Franklin A Bennett Iii,Sandjai Weaver,Tangie M Boston,Starr Marshall Cash,All
Bobby Henon,47,110,85,91,78,63,61,60,57,54,53,38,47,40,40,43,39,42,37,41,36,36,40,38,35,32,32,32,30,32,30,30,30,30,29,29,27,27,28,28,26,22,21,13,All
Tracy B Roman,,3,85,52,46,37,29,42,39,27,38,36,24,20,20,25,17,19,19,23,16,12,18,23,15,13,18,15,16,13,16,16,15,16,14,15,17,15,12,13,13,9,12,7,All
Lyris Younge,,,2,40,25,34,16,26,32,12,28,33,21,12,16,12,11,18,21,13,13,10,10,15,5,5,12,8,13,10,14,10,14,8,14,13,12,11,11,8,7,10,7,3,All
Scott Diclaudio,,,,4,31,38,30,38,35,26,36,12,18,20,15,20,16,17,14,14,12,14,12,16,17,9,11,19,18,15,16,12,16,13,13,17,10,15,13,16,16,11,6,4,All
Jennifer Schultz,,,,,2,25,40,31,26,33,24,14,22,27,20,25,21,14,16,17,28,15,22,24,18,16,14,17,15,10,11,18,14,15,12,9,10,14,14,13,11,9,8,3,All
Ken Powell,,,,,,2,18,35,36,20,29,10,12,12,10,9,14,19,14,9,15,11,6,8,11,7,7,9,12,5,10,5,11,12,9,15,6,12,8,8,6,5,4,2,All
James F Berardinelli,,,,,,,0,24,22,29,19,14,16,23,21,16,22,14,10,6,17,14,12,13,18,12,9,8,17,12,12,10,8,13,6,12,8,11,7,8,9,7,1,2,All
Leon Goodman,,,,,,,,3,36,24,30,10,9,19,11,12,13,17,11,10,11,8,6,4,12,5,7,16,10,4,8,6,8,15,9,15,9,11,11,8,7,8,4,3,All
Jon Marshall,,,,,,,,,1,21,32,8,9,15,12,14,15,14,9,11,9,11,7,9,11,9,5,11,13,9,9,0,8,10,7,11,8,9,8,6,12,5,2,4,All
Vincent Furlong,,,,,,,,,,1,17,11,9,19,14,14,18,13,8,5,14,9,10,11,17,7,8,14,13,11,6,10,9,13,4,9,4,12,5,7,9,8,5,3,All
Edward William Louden Jr,,,,,,,,,,,1,5,12,10,11,12,16,13,8,9,11,7,5,8,11,8,4,8,13,7,6,4,8,13,3,9,4,7,7,5,6,8,2,4,All
Vincent N Melchiorre,,,,,,,,,,,,1,8,13,12,11,5,5,9,8,5,14,8,10,16,10,5,5,3,4,7,6,4,9,6,6,2,5,5,5,6,5,4,2,All
Mia Roberts Perez,,,,,,,,,,,,,4,10,14,18,8,9,14,16,11,10,13,16,7,7,13,7,8,8,10,11,9,7,14,10,9,8,8,13,3,6,9,7,All
