col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Christian Dicicco,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Ed Neilson,Allan Domb,William K Greenlee,Derek S Green,Frank Rizzo,Helen Gym,Blondell Reynolds Brown,Sherrie Cohen,Paul Steinke,Thomas Wyatt,Jenne Ayers,Isaiah Thomas,W Wilson Goode Jr,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,All
Christian Dicicco,324,997,802,404,205,237,130,131,"1,478","1,185","1,281",931,914,505,807,627,498,378,281,219,207,193,229,107,All
Christine Hope,,84,687,313,144,163,88,66,697,592,677,539,354,391,601,411,267,260,258,176,169,238,197,88,All
Sharon Williams Losier,,,22,292,136,85,43,48,611,328,595,746,212,288,551,387,181,173,276,129,142,164,172,97,All
Joffie C Pittman,,,,10,260,70,226,28,301,352,357,329,174,309,306,374,269,241,192,147,112,88,90,92,All
Matthew Perks,,,,,10,72,170,33,88,236,130,180,175,225,107,167,217,213,154,110,66,78,64,86,All
Gary S Silver,,,,,,12,41,45,122,234,128,127,185,109,97,97,143,160,97,71,58,93,64,43,All
Daniel R Sulman,,,,,,,10,30,68,130,117,91,88,224,108,173,193,137,73,87,64,39,35,35,All
Franklin A Bennett Iii,,,,,,,,2,59,86,58,74,109,63,53,63,70,63,53,34,29,33,41,21,All
Ed Neilson,,,,,,,,,376,667,"1,164",683,278,199,670,346,181,129,54,101,132,35,90,20,All
Allan Domb,,,,,,,,,,172,702,391,509,324,403,328,430,351,184,143,80,150,136,88,All
William K Greenlee,,,,,,,,,,,16,680,302,250,737,447,236,138,83,147,186,47,97,29,All
Derek S Green,,,,,,,,,,,,44,225,186,556,254,240,241,178,147,117,84,98,120,All
Frank Rizzo,,,,,,,,,,,,,100,238,162,235,287,206,169,88,102,113,121,54,All
Helen Gym,,,,,,,,,,,,,,107,269,426,410,275,199,188,142,124,120,49,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,12,332,188,125,119,156,207,74,79,35,All
Sherrie Cohen,,,,,,,,,,,,,,,,11,283,193,202,119,92,134,109,39,All
Paul Steinke,,,,,,,,,,,,,,,,,23,355,138,181,72,61,73,56,All
Thomas Wyatt,,,,,,,,,,,,,,,,,,23,136,162,59,107,63,71,All
Jenne Ayers,,,,,,,,,,,,,,,,,,,22,60,56,166,118,102,All
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,14,136,30,22,26,All
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,6,23,21,22,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,9,112,39,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,14,21,All
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,8,All
Total,"3,323","1,686","1,360",968,618,487,416,214,"2,294","2,024","1,720","1,481","1,350","1,242","1,224","1,056","1,021",864,627,503,422,399,391,269,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Christian Dicicco,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Helen Gym,Frank Rizzo,Allan Domb,Sherrie Cohen,Paul Steinke,Blondell Reynolds Brown,Jenne Ayers,William K Greenlee,W Wilson Goode Jr,Carla M Cain,Derek S Green,Thomas Wyatt,Marnie Aument Loughrey,Ed Neilson,Isaiah Thomas,Wilson Alexander,1
Christian Dicicco,16,15,12,7,4,4,1,2,17,25,18,17,11,9,11,9,9,7,3,4,5,4,3,1,1
Christine Hope,,0,9,5,3,1,1,1,12,6,8,14,5,6,4,6,6,7,3,3,4,1,0,1,1
Sharon Williams Losier,,,0,5,2,4,0,1,9,8,8,9,4,5,5,3,4,7,2,3,5,1,1,0,1
Joffie C Pittman,,,,0,4,0,3,0,7,4,7,3,5,5,4,1,2,3,1,4,1,2,1,1,1
Matthew Perks,,,,,0,0,3,0,6,4,4,2,2,3,4,1,2,1,1,2,1,2,0,0,1
Gary S Silver,,,,,,0,0,2,2,5,3,2,1,2,5,1,1,3,4,1,4,0,0,1,1
Daniel R Sulman,,,,,,,0,0,4,0,2,2,2,3,1,0,1,1,0,1,1,0,0,0,1
Franklin A Bennett Iii,,,,,,,,0,1,2,1,2,2,1,2,0,0,1,2,0,1,0,0,0,1
Helen Gym,,,,,,,,,1,4,7,19,7,8,8,8,8,7,4,5,7,2,2,1,1
Frank Rizzo,,,,,,,,,,1,14,8,7,4,6,4,2,3,3,4,3,4,2,0,1
Allan Domb,,,,,,,,,,,3,7,11,6,4,5,1,3,4,7,1,2,2,1,1
Sherrie Cohen,,,,,,,,,,,,0,5,9,4,10,8,5,4,3,4,2,1,0,1
Paul Steinke,,,,,,,,,,,,,0,5,3,2,3,1,2,8,2,1,2,2,1
Blondell Reynolds Brown,,,,,,,,,,,,,,0,4,4,6,4,3,3,2,2,3,1,1
Jenne Ayers,,,,,,,,,,,,,,,0,1,2,6,4,1,6,2,0,2,1
William K Greenlee,,,,,,,,,,,,,,,,0,6,1,1,1,0,3,0,0,1
W Wilson Goode Jr,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
Carla M Cain,,,,,,,,,,,,,,,,,,0,1,1,6,2,0,1,1
Derek S Green,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1,1
