col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Judge Of The Municipal Court - Republican,Justice Of The Supreme Court - Republican,,,,,,All
,Christine Hope,Anne Covey,Correale Stevens,Mike George,Judy Olson,Rebecca Warren,Cheryl Allen,All
Christine Hope,667,"7,583","4,802","4,130","3,242","3,245","2,531",All
Anne Covey,,524,"2,859","3,053","2,563","2,184","1,503",All
Correale Stevens,,,359,"1,492",780,"1,502","1,038",All
Mike George,,,,251,"2,012",868,943,All
Judy Olson,,,,,81,908,817,All
Rebecca Warren,,,,,,122,"1,094",All
Cheryl Allen,,,,,,,112,All
Total,"11,757","8,919","5,713","5,057","3,895","3,800","3,055",All
