col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Mayor - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,All
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,Todd Eagen,Michael Wojcik,All
Jim Kenney,"65,025",0,0,0,0,0,"37,844","26,279",All
Anthony Hardy Williams,,"27,120",0,0,0,0,"19,314","13,997",All
Lynne M Abraham,,,"8,458",0,0,0,"5,695","5,267",All
Doug Oliver,,,,"3,993",0,0,"3,094","2,729",All
Nelson Diaz,,,,,"4,688",0,"1,961","1,934",All
T Milton Street Sr,,,,,,"1,512","1,135","1,250",All
Todd Eagen,,,,,,,"1,465",0,All
Michael Wojcik,,,,,,,,878,All
Total,"129,148","60,431","19,420","9,816","8,583","3,897","70,508","52,334",All
