col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,City Commissioners - Democrat,,,,,,1
,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Will Mega,Tracey L Gordon,Omar Sabir,1
Anthony Clark,12,3,5,4,2,1,1
Lisa M Deeley,,7,2,4,0,5,1
Carol A Jenkins,,,4,1,3,1,1
Will Mega,,,,1,1,0,1
Tracey L Gordon,,,,,3,0,1
Omar Sabir,,,,,,0,1
Total,27,21,16,11,9,7,1
,City Commissioners - Democrat,,,,,,2
,Anthony Clark,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Will Mega,Tracey L Gordon,2
Anthony Clark,22,2,3,4,2,4,2
Lisa M Deeley,,10,5,3,2,1,2
Omar Sabir,,,3,0,0,0,2
Carol A Jenkins,,,,1,0,2,2
Will Mega,,,,,5,0,2
Tracey L Gordon,,,,,,1,2
Total,37,23,11,10,9,8,2
,City Commissioners - Democrat,,,,,,3
,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,3
Anthony Clark,10,1,2,1,1,1,3
Lisa M Deeley,,3,2,2,2,0,3
Tracey L Gordon,,,0,4,0,0,3
Carol A Jenkins,,,,0,0,0,3
Omar Sabir,,,,,1,0,3
Will Mega,,,,,,2,3
Total,16,10,8,7,4,3,3
,City Commissioners - Democrat,,,,,,4
,Anthony Clark,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Tracey L Gordon,Will Mega,4
Anthony Clark,11,2,2,4,3,3,4
Lisa M Deeley,,5,7,1,1,0,4
Omar Sabir,,,1,1,1,1,4
Carol A Jenkins,,,,2,3,0,4
Tracey L Gordon,,,,,0,2,4
Will Mega,,,,,,1,4
Total,25,16,13,11,10,7,4
,City Commissioners - Democrat,,,,,,5
,Anthony Clark,Lisa M Deeley,Omar Sabir,Tracey L Gordon,Carol A Jenkins,Will Mega,5
Anthony Clark,15,3,1,2,2,1,5
Lisa M Deeley,,7,3,2,1,0,5
Omar Sabir,,,1,0,0,1,5
Tracey L Gordon,,,,2,0,0,5
Carol A Jenkins,,,,,0,0,5
Will Mega,,,,,,1,5
Total,24,16,6,6,3,3,5
,City Commissioners - Democrat,,,,,,6
,Anthony Clark,Lisa M Deeley,Will Mega,Tracey L Gordon,Carol A Jenkins,Omar Sabir,6
Anthony Clark,12,5,2,3,1,2,6
Lisa M Deeley,,12,5,1,0,2,6
Will Mega,,,1,0,2,1,6
Tracey L Gordon,,,,2,1,1,6
Carol A Jenkins,,,,,3,0,6
Omar Sabir,,,,,,1,6
Total,25,25,11,8,7,7,6
,City Commissioners - Democrat,,,,,,7
,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,7
Lisa M Deeley,9,0,2,1,0,5,7
Anthony Clark,,8,2,1,4,1,7
Tracey L Gordon,,,2,6,1,0,7
Carol A Jenkins,,,,2,1,0,7
Omar Sabir,,,,,1,1,7
Will Mega,,,,,,1,7
Total,17,16,13,11,8,8,7
,City Commissioners - Democrat,,,,,,8
,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Will Mega,Omar Sabir,Carol A Jenkins,8
Lisa M Deeley,9,4,2,3,2,2,8
Anthony Clark,,8,2,1,3,0,8
Tracey L Gordon,,,6,1,0,2,8
Will Mega,,,,2,0,1,8
Omar Sabir,,,,,2,0,8
Carol A Jenkins,,,,,,0,8
Total,22,18,13,8,7,5,8
,City Commissioners - Democrat,,,,,,9
,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Will Mega,9
Anthony Clark,12,7,2,3,1,0,9
Carol A Jenkins,,1,4,4,4,1,9
Lisa M Deeley,,,9,2,2,2,9
Tracey L Gordon,,,,3,0,1,9
Omar Sabir,,,,,0,1,9
Will Mega,,,,,,2,9
Total,25,21,21,13,8,7,9
,City Commissioners - Democrat,,,,,,10
,Lisa M Deeley,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,10
Lisa M Deeley,15,5,3,2,2,1,10
Anthony Clark,,8,3,4,0,0,10
Carol A Jenkins,,,3,2,0,1,10
Tracey L Gordon,,,,2,1,0,10
Will Mega,,,,,0,1,10
Omar Sabir,,,,,,0,10
Total,28,20,12,11,4,3,10
,City Commissioners - Democrat,,,,,,11
,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Will Mega,Carol A Jenkins,11
Anthony Clark,8,6,3,1,1,0,11
Lisa M Deeley,,3,2,4,0,1,11
Tracey L Gordon,,,3,0,1,0,11
Omar Sabir,,,,1,1,1,11
Will Mega,,,,,0,0,11
Carol A Jenkins,,,,,,0,11
Total,19,16,9,8,3,2,11
,City Commissioners - Democrat,,,,,,12
,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Will Mega,12
Anthony Clark,7,3,3,1,4,2,12
Carol A Jenkins,,6,4,0,0,0,12
Tracey L Gordon,,,2,3,0,0,12
Lisa M Deeley,,,,6,1,0,12
Omar Sabir,,,,,2,0,12
Will Mega,,,,,,1,12
Total,20,13,12,11,7,3,12
,City Commissioners - Democrat,,,,,,13
,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Carol A Jenkins,Omar Sabir,Will Mega,13
Anthony Clark,7,9,5,7,3,1,13
Tracey L Gordon,,4,4,1,2,2,13
Lisa M Deeley,,,6,3,0,3,13
Carol A Jenkins,,,,4,1,0,13
Omar Sabir,,,,,0,0,13
Will Mega,,,,,,0,13
Total,32,22,21,16,6,6,13
,City Commissioners - Democrat,,,,,,14
,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,14
Anthony Clark,12,2,3,2,2,0,14
Lisa M Deeley,,7,1,0,2,1,14
Tracey L Gordon,,,1,1,0,0,14
Carol A Jenkins,,,,1,0,1,14
Will Mega,,,,,0,0,14
Omar Sabir,,,,,,1,14
Total,21,13,6,5,4,3,14
,City Commissioners - Democrat,,,,,,15
,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,15
Anthony Clark,7,2,4,3,0,0,15
Lisa M Deeley,,7,2,0,3,1,15
Tracey L Gordon,,,2,3,0,0,15
Carol A Jenkins,,,,2,0,0,15
Will Mega,,,,,0,1,15
Omar Sabir,,,,,,1,15
Total,16,15,11,8,4,3,15
,City Commissioners - Democrat,,,,,,16
,Anthony Clark,Tracey L Gordon,Carol A Jenkins,Lisa M Deeley,Will Mega,Omar Sabir,16
Anthony Clark,9,5,1,2,2,0,16
Tracey L Gordon,,1,3,1,0,1,16
Carol A Jenkins,,,2,2,0,0,16
Lisa M Deeley,,,,1,0,1,16
Will Mega,,,,,2,0,16
Omar Sabir,,,,,,1,16
Total,19,11,8,7,4,3,16
,City Commissioners - Democrat,,,,,,17
,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,17
Lisa M Deeley,14,10,4,4,0,0,17
Anthony Clark,,6,1,2,3,0,17
Tracey L Gordon,,,4,3,2,0,17
Carol A Jenkins,,,,3,0,0,17
Will Mega,,,,,1,0,17
Omar Sabir,,,,,,3,17
Total,32,22,14,12,6,3,17
,City Commissioners - Democrat,,,,,,18
