col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Jewell Williams,Joffie C Pittman,Daniel R Sulman,Matthew Perks,Christine Hope,Sharon Williams Losier,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,1
Jewell Williams,19,74,51,46,38,37,25,12,6,1
Joffie C Pittman,,4,79,60,16,17,5,3,3,1
Daniel R Sulman,,,1,53,4,4,3,3,0,1
Matthew Perks,,,,0,6,7,6,3,1,1
Christine Hope,,,,,2,25,16,2,4,1
Sharon Williams Losier,,,,,,1,9,6,2,1
Christian Dicicco,,,,,,,0,3,3,1
Gary S Silver,,,,,,,,0,2,1
Franklin A Bennett Iii,,,,,,,,,0,1
Total,133,114,84,72,42,40,26,12,8,1
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Jewell Williams,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Daniel R Sulman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,2
Jewell Williams,31,56,54,50,23,25,15,11,6,2
Joffie C Pittman,,4,28,25,36,35,3,2,4,2
Sharon Williams Losier,,,5,38,3,6,12,7,5,2
Christine Hope,,,,0,3,2,10,6,3,2
Daniel R Sulman,,,,,1,28,1,2,0,2
Matthew Perks,,,,,,0,2,0,1,2
Christian Dicicco,,,,,,,3,2,0,2
Gary S Silver,,,,,,,,1,1,2
Franklin A Bennett Iii,,,,,,,,,0,2
Total,129,80,64,52,42,41,20,13,7,2
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Jewell Williams,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,3
Jewell Williams,17,55,53,47,27,22,21,9,6,3
Sharon Williams Losier,,4,34,30,10,8,10,3,4,3
Christine Hope,,,2,23,6,8,17,5,5,3
Joffie C Pittman,,,,3,19,18,3,1,4,3
Matthew Perks,,,,,1,16,3,1,0,3
Daniel R Sulman,,,,,,1,3,2,0,3
Christian Dicicco,,,,,,,3,3,1,3
Gary S Silver,,,,,,,,0,0,3
Franklin A Bennett Iii,,,,,,,,,0,3
Total,117,65,61,60,34,29,25,9,7,3
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,4
,Jewell Williams,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,4
Jewell Williams,16,47,35,25,15,13,12,8,5,4
Sharon Williams Losier,,0,23,22,5,7,6,4,3,4
Christine Hope,,,1,15,6,7,4,5,5,4
Joffie C Pittman,,,,4,3,1,4,2,1,4
Matthew Perks,,,,,1,3,2,3,2,4
Christian Dicicco,,,,,,1,3,1,0,4
Gary S Silver,,,,,,,0,2,0,4
Franklin A Bennett Iii,,,,,,,,0,1,4
Daniel R Sulman,,,,,,,,,1,4
Total,91,52,38,35,18,14,12,11,7,4
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,5
,Jewell Williams,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,5
Jewell Williams,13,68,44,42,17,11,11,10,2,5
Sharon Williams Losier,,3,31,38,12,7,8,7,2,5
Christine Hope,,,2,28,7,7,4,3,2,5
Joffie C Pittman,,,,3,12,4,4,2,1,5
Matthew Perks,,,,,0,3,1,3,0,5
Gary S Silver,,,,,,2,2,3,0,5
Christian Dicicco,,,,,,,1,2,1,5
Franklin A Bennett Iii,,,,,,,,0,0,5
Daniel R Sulman,,,,,,,,,0,5
Total,104,80,54,52,19,16,13,10,3,5
