col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 3rd District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,All
,Jannie L Blackwell,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,All
Jannie L Blackwell,"1,944","8,679","5,701","5,701","5,063","1,283",888,All
Kevin M Dougherty,,"1,744","5,182","3,655","3,081",980,693,All
Anne E Lazarus,,,445,"3,287","2,941",646,591,All
David Wecht,,,,665,"2,287",356,384,All
Christine Donohue,,,,,381,535,340,All
Dwayne D Woodruff,,,,,,87,136,All
John Henry Foradora,,,,,,,44,All
Total,"15,731","12,270","8,003","7,929","6,630","1,644","1,307",All
