col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Helen Gym,Sherrie Cohen,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Paul Steinke,Allan Domb,Isaiah Thomas,W Wilson Goode Jr,Thomas Wyatt,Frank Rizzo,Jenne Ayers,Carla M Cain,Ed Neilson,Wilson Alexander,Marnie Aument Loughrey,Joffie C Pittman,Christine Hope,Sharon Williams Losier,Daniel R Sulman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,All
Helen Gym,69,"1,471",996,"1,116","1,117",706,504,499,547,374,153,178,123,74,31,56,"1,518","1,037",970,737,635,150,87,56,All
Sherrie Cohen,,16,809,"1,002",980,408,317,261,361,169,146,153,115,59,26,43,"1,188",855,824,566,425,126,81,38,All
Derek S Green,,,11,806,869,374,356,416,273,263,109,133,78,72,73,20,"1,070",832,830,333,369,123,76,53,All
William K Greenlee,,,,13,942,319,345,229,331,124,138,75,44,100,28,25,"1,029",778,736,396,325,107,66,45,All
Blondell Reynolds Brown,,,,,11,230,269,313,458,96,111,89,88,57,37,19,"1,061",779,765,412,282,108,72,55,All
Paul Steinke,,,,,,11,384,343,188,415,88,84,45,45,16,20,558,319,261,364,428,110,61,30,All
Allan Domb,,,,,,,27,266,175,212,187,94,68,73,35,28,448,333,279,234,350,118,91,55,All
Isaiah Thomas,,,,,,,,15,321,280,75,74,50,47,20,14,465,321,298,266,286,86,57,47,All
W Wilson Goode Jr,,,,,,,,,10,128,116,69,39,41,23,4,476,266,259,316,230,74,56,42,All
Thomas Wyatt,,,,,,,,,,4,56,61,35,23,24,9,308,196,162,191,273,68,40,27,All
Frank Rizzo,,,,,,,,,,,24,51,45,24,19,15,151,145,117,95,135,80,41,27,All
Jenne Ayers,,,,,,,,,,,,5,102,16,47,45,191,161,154,97,106,58,35,27,All
Carla M Cain,,,,,,,,,,,,,1,8,30,48,101,143,124,62,62,56,38,22,All
Ed Neilson,,,,,,,,,,,,,,1,10,7,69,75,58,46,60,22,18,12,All
Wilson Alexander,,,,,,,,,,,,,,,3,8,64,57,51,15,50,25,17,17,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,44,60,52,16,18,21,8,12,All
Joffie C Pittman,,,,,,,,,,,,,,,,,12,982,960,762,641,71,48,35,All
Christine Hope,,,,,,,,,,,,,,,,,,9,"1,004",153,172,142,75,56,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,4,122,141,86,50,37,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,5,502,54,46,11,All
Matthew Perks,,,,,,,,,,,,,,,,,,,,,6,68,48,33,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,1,41,28,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,2,24,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,522","1,845","1,612","1,581","1,574","1,083","1,047",925,865,636,439,362,261,177,126,99,"2,079","1,445","1,351","1,028","1,026",306,197,131,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Joffie C Pittman,Christine Hope,Sharon Williams Losier,Daniel R Sulman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Helen Gym,Derek S Green,Blondell Reynolds Brown,Sherrie Cohen,William K Greenlee,Isaiah Thomas,W Wilson Goode Jr,Allan Domb,Paul Steinke,Thomas Wyatt,Carla M Cain,Jenne Ayers,Frank Rizzo,Ed Neilson,Wilson Alexander,Marnie Aument Loughrey,1
Joffie C Pittman,1,98,93,53,40,6,6,2,119,113,106,96,93,60,44,36,35,20,15,23,11,7,6,5,1
Christine Hope,,1,85,14,11,9,5,4,87,81,78,71,66,42,31,28,20,16,17,13,7,8,3,2,1
Sharon Williams Losier,,,0,13,6,5,3,1,78,78,71,72,65,31,24,22,17,10,14,12,7,7,5,4,1
Daniel R Sulman,,,,1,27,6,2,0,51,40,39,39,30,36,19,17,21,10,8,7,5,5,1,1,1
Matthew Perks,,,,,0,5,1,1,27,28,16,21,19,28,17,19,17,8,7,7,11,1,2,1,1
Christian Dicicco,,,,,,1,2,3,8,9,7,10,5,11,9,5,5,2,5,3,4,2,3,1,1
Gary S Silver,,,,,,,0,1,3,6,4,5,5,4,4,3,1,4,4,2,0,2,2,0,1
Franklin A Bennett Iii,,,,,,,,0,7,6,5,1,2,7,5,0,2,3,1,1,0,1,0,0,1
Helen Gym,,,,,,,,,1,91,98,107,80,46,39,29,36,16,11,17,4,7,0,3,1
Derek S Green,,,,,,,,,,1,95,78,73,55,32,28,22,18,8,14,11,6,6,2,1
Blondell Reynolds Brown,,,,,,,,,,,0,71,72,50,41,27,16,8,11,9,9,7,3,2,1
Sherrie Cohen,,,,,,,,,,,,2,73,33,22,27,26,13,11,10,10,5,2,1,1
William K Greenlee,,,,,,,,,,,,,0,32,27,18,19,10,2,6,8,10,1,2,1
Isaiah Thomas,,,,,,,,,,,,,,2,42,28,21,18,11,5,14,8,3,0,1
W Wilson Goode Jr,,,,,,,,,,,,,,,1,13,11,6,6,6,12,5,1,0,1
Allan Domb,,,,,,,,,,,,,,,,0,17,9,9,5,11,3,2,3,1
Paul Steinke,,,,,,,,,,,,,,,,,0,18,4,6,1,3,2,1,1
Thomas Wyatt,,,,,,,,,,,,,,,,,,0,5,2,1,1,2,0,1
Carla M Cain,,,,,,,,,,,,,,,,,,,0,7,5,3,3,3,1
Jenne Ayers,,,,,,,,,,,,,,,,,,,,0,1,2,2,4,1
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1
Ed Neilson,,,,,,,,,,,,,,,,,,,,,,0,1,2,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,175,123,110,73,52,20,12,9,168,144,141,137,112,99,74,65,55,34,30,28,25,16,9,6,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
