col_1,col_2,col_3,division
,District Council 2nd District - Democrat,,All
,Ori C Feibush,Kenyatta Johnson,All
Ori C Feibush,310,0,All
Kenyatta Johnson,,98,All
Total,310,98,All
,District Council 2nd District - Democrat,,14
,Ori C Feibush,Kenyatta Johnson,14
Ori C Feibush,61,0,14
Kenyatta Johnson,,23,14
Total,61,23,14
,District Council 2nd District - Democrat,,36
,Ori C Feibush,Kenyatta Johnson,36
Ori C Feibush,144,0,36
Kenyatta Johnson,,38,36
Total,144,38,36
,District Council 2nd District - Democrat,,41
,Ori C Feibush,Kenyatta Johnson,41
Ori C Feibush,105,0,41
Kenyatta Johnson,,37,41
Total,105,37,41
