col_1,col_2,col_3,division
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,1
,Christopher Sawyer,Paul Lalley,1
Christopher Sawyer,2,5,1
Paul Lalley,,0,1
Total,7,5,1
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,2
,Christopher Sawyer,Paul Lalley,2
Christopher Sawyer,0,7,2
Paul Lalley,,0,2
Total,7,7,2
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,3
,Christopher Sawyer,Paul Lalley,3
Christopher Sawyer,4,19,3
Paul Lalley,,0,3
Total,23,19,3
,Judge Of The Commonwealth Court - Republican,Sheriff - Republican,4
,Paul Lalley,Christopher Sawyer,4
Paul Lalley,14,50,4
Christopher Sawyer,,10,4
Total,64,60,4
,Judge Of The Commonwealth Court - Republican,Sheriff - Republican,5
,Paul Lalley,Christopher Sawyer,5
Paul Lalley,4,29,5
Christopher Sawyer,,1,5
Total,33,30,5
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,6
,Christopher Sawyer,Paul Lalley,6
Christopher Sawyer,6,17,6
Paul Lalley,,5,6
Total,23,22,6
,Judge Of The Commonwealth Court - Republican,Sheriff - Republican,7
,Paul Lalley,Christopher Sawyer,7
Paul Lalley,3,21,7
Christopher Sawyer,,2,7
Total,24,23,7
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,8
,Christopher Sawyer,Paul Lalley,8
Christopher Sawyer,4,9,8
Paul Lalley,,1,8
Total,13,10,8
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,9
,Christopher Sawyer,Paul Lalley,9
Christopher Sawyer,7,23,9
Paul Lalley,,0,9
Total,30,23,9
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,10
,Christopher Sawyer,Paul Lalley,10
Christopher Sawyer,5,23,10
Paul Lalley,,2,10
Total,28,25,10
,Judge Of The Commonwealth Court - Republican,Sheriff - Republican,11
,Paul Lalley,Christopher Sawyer,11
Paul Lalley,3,24,11
Christopher Sawyer,,2,11
Total,27,26,11
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,12
,Christopher Sawyer,Paul Lalley,12
Christopher Sawyer,3,25,12
Paul Lalley,,0,12
Total,28,25,12
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,13
,Christopher Sawyer,Paul Lalley,13
Christopher Sawyer,6,25,13
Paul Lalley,,2,13
Total,31,27,13
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,14
,Christopher Sawyer,Paul Lalley,14
Christopher Sawyer,3,9,14
Paul Lalley,,0,14
Total,12,9,14
,Judge Of The Commonwealth Court - Republican,Sheriff - Republican,15
,Paul Lalley,Christopher Sawyer,15
Paul Lalley,2,5,15
Christopher Sawyer,,0,15
Total,7,5,15
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,16
,Christopher Sawyer,Paul Lalley,16
Christopher Sawyer,9,45,16
Paul Lalley,,8,16
Total,54,53,16
,Sheriff - Republican,Judge Of The Commonwealth Court - Republican,17
,Christopher Sawyer,Paul Lalley,17
Christopher Sawyer,3,13,17
Paul Lalley,,1,17
Total,16,14,17
