col_1,col_2,division
,District Council 9th District - Republican,All
,Kevin Strickland,All
Kevin Strickland,10,All
Total,10,All
,District Council 9th District - Republican,6
,Kevin Strickland,6
Kevin Strickland,2,6
Total,2,6
,District Council 9th District - Republican,7
,Kevin Strickland,7
Kevin Strickland,1,7
Total,1,7
,District Council 9th District - Republican,18
,Kevin Strickland,18
Kevin Strickland,2,18
Total,2,18
,District Council 9th District - Republican,21
,Kevin Strickland,21
Kevin Strickland,5,21
Total,5,21
