col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Helen Gym,Paul Steinke,Allan Domb,Sherrie Cohen,Thomas Wyatt,William K Greenlee,Blondell Reynolds Brown,Derek S Green,Isaiah Thomas,W Wilson Goode Jr,Jenne Ayers,Frank Rizzo,Carla M Cain,Ed Neilson,Marnie Aument Loughrey,Wilson Alexander,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Christian Dicicco,Christine Hope,Sharon Williams Losier,Gary S Silver,Franklin A Bennett Iii,All
Helen Gym,102,"1,863","1,206","1,349",758,817,721,458,562,420,364,167,185,128,119,54,"1,328","1,395",931,628,511,414,231,82,All
Paul Steinke,,62,"1,394","1,188","1,007",720,694,594,675,361,274,180,100,164,58,55,"1,370","1,307",862,649,431,354,269,93,All
Allan Domb,,,216,877,667,496,414,554,361,259,296,307,159,125,91,75,992,852,606,553,487,419,375,107,All
Sherrie Cohen,,,,14,342,705,659,335,222,232,317,183,195,121,120,55,859,960,638,529,454,411,264,76,All
Thomas Wyatt,,,,,7,151,144,442,509,215,201,88,62,48,27,57,670,571,416,265,257,214,154,59,All
William K Greenlee,,,,,,13,537,217,129,194,77,105,36,116,30,26,598,667,394,390,226,177,111,45,All
Blondell Reynolds Brown,,,,,,,14,220,154,213,113,84,76,115,53,31,499,621,309,366,280,251,81,44,All
Derek S Green,,,,,,,,19,333,129,195,71,102,74,31,107,448,415,258,250,272,300,135,60,All
Isaiah Thomas,,,,,,,,,3,244,120,60,40,53,24,18,428,421,291,175,191,162,85,55,All
W Wilson Goode Jr,,,,,,,,,,4,55,84,26,50,13,22,268,296,208,131,136,132,64,47,All
Jenne Ayers,,,,,,,,,,,9,61,189,31,111,79,276,310,187,155,281,281,93,37,All
Frank Rizzo,,,,,,,,,,,,5,63,34,26,22,131,128,110,167,134,99,97,38,All
Carla M Cain,,,,,,,,,,,,,3,16,103,28,100,125,80,94,220,206,66,26,All
Ed Neilson,,,,,,,,,,,,,,2,16,11,103,90,80,76,91,84,43,24,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,1,8,59,76,52,63,138,129,38,20,All
Wilson Alexander,,,,,,,,,,,,,,,,7,71,79,31,38,58,81,36,22,All
Matthew Perks,,,,,,,,,,,,,,,,,18,"1,394",824,460,206,194,117,41,All
Joffie C Pittman,,,,,,,,,,,,,,,,,,6,977,429,267,261,102,32,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,5,117,144,110,135,35,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,11,285,200,136,64,All
Christine Hope,,,,,,,,,,,,,,,,,,,,,8,491,148,81,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,10,133,58,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,10,36,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,941","2,938","2,693","2,030","1,345","1,258","1,209","1,135",963,713,708,474,383,302,232,192,"2,056","2,035","1,372","1,089",997,903,551,191,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Paul Steinke,Helen Gym,Allan Domb,Thomas Wyatt,Sherrie Cohen,Isaiah Thomas,Derek S Green,Jenne Ayers,Blondell Reynolds Brown,William K Greenlee,W Wilson Goode Jr,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,Wilson Alexander,Ed Neilson,Matthew Perks,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,1
Paul Steinke,1,91,66,39,21,26,19,11,15,14,14,5,9,4,2,3,62,57,13,14,20,23,5,2,1
Helen Gym,,5,58,33,26,21,12,13,12,16,13,7,7,7,2,2,49,52,18,22,22,18,3,2,1
Allan Domb,,,7,16,13,9,14,7,7,8,5,8,10,3,3,1,40,38,14,13,13,14,5,3,1
Thomas Wyatt,,,,0,7,19,18,10,4,7,8,4,3,3,3,0,23,20,11,9,9,10,5,1,1
Sherrie Cohen,,,,,0,4,6,3,7,7,3,5,3,3,2,0,9,11,14,11,10,4,1,1,1
Isaiah Thomas,,,,,,0,8,5,6,6,6,2,1,3,0,0,19,16,5,7,8,7,0,0,1
Derek S Green,,,,,,,0,7,8,1,1,5,1,1,3,0,17,14,11,7,2,6,2,0,1
Jenne Ayers,,,,,,,,0,0,2,3,8,1,3,5,0,10,11,11,11,5,5,3,1,1
Blondell Reynolds Brown,,,,,,,,,0,5,2,1,0,3,1,1,11,12,4,4,3,7,0,0,1
William K Greenlee,,,,,,,,,,0,3,0,2,1,1,1,12,11,4,4,5,5,0,2,1
W Wilson Goode Jr,,,,,,,,,,,0,1,1,0,0,2,4,7,3,3,5,3,0,2,1
Carla M Cain,,,,,,,,,,,,0,2,4,2,1,2,4,10,11,5,1,2,1,1
Frank Rizzo,,,,,,,,,,,,,0,1,0,0,6,4,2,0,3,2,0,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,0,0,1,5,4,2,6,4,1,2,0,1
Wilson Alexander,,,,,,,,,,,,,,,0,0,2,3,6,4,2,1,1,2,1
Ed Neilson,,,,,,,,,,,,,,,,0,1,2,1,2,2,0,0,0,1
Matthew Perks,,,,,,,,,,,,,,,,,0,56,8,6,13,15,2,0,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,0,11,10,12,16,2,0,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,0,17,8,4,2,2,1
Christine Hope,,,,,,,,,,,,,,,,,,,,0,8,2,4,2,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,0,3,0,1,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,0,1,2,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,2,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,119,114,88,49,33,32,29,23,19,19,17,15,14,10,7,3,71,67,31,29,28,27,9,4,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Helen Gym,Paul Steinke,Allan Domb,Sherrie Cohen,Thomas Wyatt,Derek S Green,Isaiah Thomas,Blondell Reynolds Brown,William K Greenlee,Jenne Ayers,W Wilson Goode Jr,Carla M Cain,Marnie Aument Loughrey,Ed Neilson,Frank Rizzo,Wilson Alexander,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Christian Dicicco,Christine Hope,Sharon Williams Losier,Gary S Silver,Franklin A Bennett Iii,2
Helen Gym,3,78,37,41,21,21,17,23,16,12,9,12,6,4,2,1,63,64,36,24,15,16,5,4,2
Paul Steinke,,2,46,29,38,30,27,20,14,7,10,5,1,5,4,1,66,63,39,23,8,8,4,3,2
Allan Domb,,,5,21,19,20,10,12,12,13,3,9,8,4,5,1,43,40,21,22,14,13,9,4,2
Sherrie Cohen,,,,0,7,9,6,17,14,9,5,8,4,4,2,0,25,31,20,12,12,12,4,1,2
Thomas Wyatt,,,,,0,19,18,3,3,5,9,3,1,0,3,0,28,26,18,6,6,4,2,1,2
Derek S Green,,,,,,0,22,3,5,3,8,5,0,0,1,1,25,22,14,6,3,1,1,2,2
Isaiah Thomas,,,,,,,0,5,3,1,10,1,0,2,1,0,18,18,14,6,3,2,2,1,2
Blondell Reynolds Brown,,,,,,,,0,13,5,6,4,4,3,1,1,15,18,11,8,12,11,2,3,2
William K Greenlee,,,,,,,,,0,2,5,0,2,6,2,1,13,16,7,7,10,7,0,1,2
Jenne Ayers,,,,,,,,,,0,1,7,5,1,1,1,13,11,4,8,9,8,1,3,2
W Wilson Goode Jr,,,,,,,,,,,0,0,0,1,1,0,10,10,5,2,3,3,1,2,2
