col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Municipal Court - Republican,Council At Large - Republican,,,,,,,All
,Christine Hope,David Oh,Dennis M O Brien,Terry Tracy,Daniel Tinney,Al Taubenberger,Matt Wolfe,James Williams,All
Christine Hope,387,"7,033","5,879","6,387","5,703","4,840","4,522","4,370",All
David Oh,,494,"4,429","4,735","3,923","3,330","2,896","3,567",All
Dennis M O Brien,,,450,"3,669","4,609","3,894","3,153","2,176",All
Terry Tracy,,,,185,"3,945","3,054","3,059","3,467",All
Daniel Tinney,,,,,257,"3,684","3,478","2,263",All
Al Taubenberger,,,,,,278,"3,235","1,575",All
Matt Wolfe,,,,,,,137,"1,570",All
James Williams,,,,,,,,97,All
Total,"11,757","8,859","7,942","7,738","7,441","6,468","5,727","4,937",All
