col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,District Council 7th District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Manny Morales,Maria Quinones Sanchez,Ed Neilson,William K Greenlee,Marnie Aument Loughrey,Blondell Reynolds Brown,Derek S Green,Jenne Ayers,Allan Domb,Wilson Alexander,Isaiah Thomas,Helen Gym,Thomas Wyatt,Frank Rizzo,Sherrie Cohen,Paul Steinke,W Wilson Goode Jr,Carla M Cain,All
Manny Morales,434,0,340,311,288,227,120,79,46,63,54,33,33,36,33,23,35,17,All
Maria Quinones Sanchez,,316,58,45,35,72,95,67,63,53,55,53,39,38,38,32,36,32,All
Ed Neilson,,,14,290,287,201,21,11,18,13,32,24,11,19,17,10,22,9,All
William K Greenlee,,,,2,271,197,28,15,32,7,33,21,17,19,27,17,24,1,All
Marnie Aument Loughrey,,,,,0,181,16,9,14,5,17,22,8,15,14,11,9,6,All
Blondell Reynolds Brown,,,,,,4,40,16,28,16,38,22,18,21,31,27,32,16,All
Derek S Green,,,,,,,11,58,35,60,25,21,33,19,20,19,25,18,All
Jenne Ayers,,,,,,,,4,21,45,18,29,23,11,19,16,11,20,All
Allan Domb,,,,,,,,,4,23,20,18,32,20,20,23,10,20,All
Wilson Alexander,,,,,,,,,,2,12,9,22,9,7,8,9,12,All
Isaiah Thomas,,,,,,,,,,,8,16,16,10,14,17,26,8,All
Helen Gym,,,,,,,,,,,,1,15,11,20,16,16,22,All
Thomas Wyatt,,,,,,,,,,,,,2,13,12,16,6,16,All
Frank Rizzo,,,,,,,,,,,,,,1,20,7,17,9,All
Sherrie Cohen,,,,,,,,,,,,,,,1,10,16,13,All
Paul Steinke,,,,,,,,,,,,,,,,2,9,3,All
W Wilson Goode Jr,,,,,,,,,,,,,,,,,0,8,All
Carla M Cain,,,,,,,,,,,,,,,,,,5,All
Total,"1,049",622,428,371,333,330,233,153,128,123,120,89,89,78,78,76,75,62,All
,District Council 7th District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Manny Morales,Maria Quinones Sanchez,Ed Neilson,William K Greenlee,Derek S Green,Marnie Aument Loughrey,Allan Domb,Blondell Reynolds Brown,Isaiah Thomas,Jenne Ayers,Thomas Wyatt,Frank Rizzo,Helen Gym,W Wilson Goode Jr,Paul Steinke,Sherrie Cohen,Wilson Alexander,Carla M Cain,1
Manny Morales,18,0,19,18,6,10,4,2,3,4,2,4,3,1,0,2,0,0,1
Maria Quinones Sanchez,,18,3,4,4,0,2,3,5,2,5,2,1,1,3,1,3,0,1
Ed Neilson,,,0,17,0,10,1,1,5,0,0,2,2,1,0,0,0,0,1
William K Greenlee,,,,0,0,10,3,2,2,1,1,4,3,1,0,2,1,0,1
Derek S Green,,,,,0,0,3,3,1,3,4,0,1,0,1,0,1,0,1
Marnie Aument Loughrey,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Allan Domb,,,,,,,1,1,1,2,3,2,2,0,1,1,1,0,1
Blondell Reynolds Brown,,,,,,,,0,3,1,2,2,0,4,0,1,0,0,1
Isaiah Thomas,,,,,,,,,0,1,0,1,0,1,1,0,0,0,1
Jenne Ayers,,,,,,,,,,1,1,0,1,0,1,1,0,0,1
Thomas Wyatt,,,,,,,,,,,0,2,1,1,1,2,2,0,1
Frank Rizzo,,,,,,,,,,,,0,1,1,0,2,1,0,1
Helen Gym,,,,,,,,,,,,,0,0,0,1,0,0,1
W Wilson Goode Jr,,,,,,,,,,,,,,0,0,1,0,0,1
Paul Steinke,,,,,,,,,,,,,,,0,0,1,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,0,1,0,1
Wilson Alexander,,,,,,,,,,,,,,,,,0,0,1
Carla M Cain,,,,,,,,,,,,,,,,,,0,1
Total,48,33,22,22,11,10,8,8,8,8,8,6,4,4,3,3,3,0,1
,District Council 7th District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Manny Morales,Maria Quinones Sanchez,Ed Neilson,Blondell Reynolds Brown,Marnie Aument Loughrey,William K Greenlee,Derek S Green,Jenne Ayers,Wilson Alexander,Helen Gym,Allan Domb,Carla M Cain,W Wilson Goode Jr,Frank Rizzo,Paul Steinke,Thomas Wyatt,Isaiah Thomas,Sherrie Cohen,2
Manny Morales,27,0,17,10,14,13,8,7,8,4,3,2,1,1,1,3,2,0,2
Maria Quinones Sanchez,,29,3,5,2,3,7,3,2,3,4,4,5,4,1,1,2,3,2
Ed Neilson,,,2,7,15,12,1,0,1,4,0,2,3,0,0,0,1,0,2
Blondell Reynolds Brown,,,,0,8,9,2,0,1,2,2,1,0,1,3,2,4,1,2
Marnie Aument Loughrey,,,,,0,12,1,0,0,3,0,2,1,0,1,1,2,0,2
William K Greenlee,,,,,,0,1,1,0,2,2,0,1,2,0,2,4,0,2
Derek S Green,,,,,,,0,5,6,1,2,1,1,2,1,2,1,0,2
Jenne Ayers,,,,,,,,1,5,1,2,1,2,1,0,2,0,1,2
Wilson Alexander,,,,,,,,,0,3,1,3,1,1,0,2,0,1,2
Helen Gym,,,,,,,,,,0,0,5,3,1,0,0,0,2,2
Allan Domb,,,,,,,,,,,0,0,1,1,0,2,1,0,2
Carla M Cain,,,,,,,,,,,,0,3,1,0,0,0,2,2
W Wilson Goode Jr,,,,,,,,,,,,,0,1,0,0,0,1,2
Frank Rizzo,,,,,,,,,,,,,,1,0,0,1,0,2
Paul Steinke,,,,,,,,,,,,,,,0,0,0,0,2
Thomas Wyatt,,,,,,,,,,,,,,,,1,2,0,2
Isaiah Thomas,,,,,,,,,,,,,,,,,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,2
Total,62,54,24,19,18,17,15,11,10,8,7,7,7,6,5,5,4,3,2
,District Council 7th District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Manny Morales,Maria Quinones Sanchez,Ed Neilson,Marnie Aument Loughrey,William K Greenlee,Blondell Reynolds Brown,Derek S Green,Jenne Ayers,Paul Steinke,Frank Rizzo,W Wilson Goode Jr,Wilson Alexander,Allan Domb,Carla M Cain,Isaiah Thomas,Sherrie Cohen,Thomas Wyatt,Helen Gym,3
Manny Morales,13,0,18,19,16,5,2,6,1,1,0,0,0,0,1,0,0,0,3
Maria Quinones Sanchez,,14,3,2,2,1,2,0,0,1,2,2,1,1,0,1,0,0,3
Ed Neilson,,,1,17,17,5,0,0,0,1,0,0,1,0,0,0,0,0,3
Marnie Aument Loughrey,,,,0,16,4,1,0,0,1,1,0,1,1,0,1,0,0,3
William K Greenlee,,,,,0,5,1,0,1,1,0,0,1,0,0,0,1,0,3
Blondell Reynolds Brown,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Derek S Green,,,,,,,1,0,1,0,1,0,0,1,0,1,1,0,3
Jenne Ayers,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
Paul Steinke,,,,,,,,,0,0,0,0,0,0,0,0,1,0,3
Frank Rizzo,,,,,,,,,,0,1,0,0,0,0,0,0,0,3
W Wilson Goode Jr,,,,,,,,,,,0,0,0,1,0,1,0,0,3
Wilson Alexander,,,,,,,,,,,,0,0,0,0,0,0,0,3
Allan Domb,,,,,,,,,,,,,0,0,0,0,0,0,3
Carla M Cain,,,,,,,,,,,,,,0,0,1,0,0,3
Isaiah Thomas,,,,,,,,,,,,,,,0,0,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,3
Thomas Wyatt,,,,,,,,,,,,,,,,,0,0,3
Helen Gym,,,,,,,,,,,,,,,,,,0,3
Total,44,24,22,21,19,7,6,6,3,2,2,2,1,1,1,1,1,0,3
,District Council 7th District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Maria Quinones Sanchez,Manny Morales,Ed Neilson,Marnie Aument Loughrey,Derek S Green,William K Greenlee,Wilson Alexander,Blondell Reynolds Brown,Jenne Ayers,Helen Gym,Sherrie Cohen,Thomas Wyatt,Frank Rizzo,Isaiah Thomas,W Wilson Goode Jr,Allan Domb,Carla M Cain,Paul Steinke,4
Maria Quinones Sanchez,18,0,5,2,3,1,4,1,3,2,2,2,1,1,1,0,0,0,4
Manny Morales,,11,7,6,3,6,2,2,0,0,0,0,0,0,0,0,0,0,4
Ed Neilson,,,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,0,4
Marnie Aument Loughrey,,,,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,4
Derek S Green,,,,,1,0,2,0,1,0,1,1,0,1,1,0,0,0,4
William K Greenlee,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,4
Wilson Alexander,,,,,,,0,1,1,0,1,1,1,0,0,0,0,0,4
Blondell Reynolds Brown,,,,,,,,0,0,0,1,1,1,0,0,0,0,0,4
Jenne Ayers,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
Helen Gym,,,,,,,,,,0,0,0,0,0,0,0,0,0,4
Sherrie Cohen,,,,,,,,,,,0,2,1,1,1,0,0,0,4
Thomas Wyatt,,,,,,,,,,,,0,1,1,1,0,0,0,4
Frank Rizzo,,,,,,,,,,,,,0,0,0,0,0,0,4
Isaiah Thomas,,,,,,,,,,,,,,0,1,0,0,0,4
W Wilson Goode Jr,,,,,,,,,,,,,,,0,0,0,0,4
Allan Domb,,,,,,,,,,,,,,,,0,0,0,4
Carla M Cain,,,,,,,,,,,,,,,,,0,0,4
Paul Steinke,,,,,,,,,,,,,,,,,,0,4
Total,34,23,12,8,7,7,6,3,3,2,2,2,1,1,1,0,0,0,4
,District Council 7th District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,5
,Manny Morales,Maria Quinones Sanchez,Ed Neilson,Thomas Wyatt,William K Greenlee,Derek S Green,Isaiah Thomas,Jenne Ayers,Allan Domb,Blondell Reynolds Brown,Helen Gym,Marnie Aument Loughrey,Wilson Alexander,Paul Steinke,Sherrie Cohen,Carla M Cain,Frank Rizzo,W Wilson Goode Jr,5
Manny Morales,23,0,11,5,9,6,4,3,5,4,4,6,4,1,3,2,2,1,5
Maria Quinones Sanchez,,7,6,7,0,3,5,6,2,3,4,0,3,4,1,2,1,1,5
Ed Neilson,,,0,2,7,3,1,1,3,7,1,7,3,0,2,2,2,1,5
Thomas Wyatt,,,,0,2,2,4,6,4,2,6,0,2,5,2,3,1,1,5
William K Greenlee,,,,,0,3,0,3,2,4,0,6,1,0,1,0,2,1,5
Derek S Green,,,,,,0,0,1,1,1,0,1,2,0,0,0,1,0,5
Isaiah Thomas,,,,,,,0,4,1,0,4,0,1,4,1,0,0,0,5
Jenne Ayers,,,,,,,,0,1,0,4,0,0,4,1,1,2,1,5
Allan Domb,,,,,,,,,0,2,2,1,3,1,3,1,0,0,5
Blondell Reynolds Brown,,,,,,,,,,0,0,4,1,0,0,1,0,0,5
Helen Gym,,,,,,,,,,,0,1,1,5,2,1,0,0,5
Marnie Aument Loughrey,,,,,,,,,,,,0,1,0,0,0,0,0,5
Wilson Alexander,,,,,,,,,,,,,0,0,1,0,0,0,5
Paul Steinke,,,,,,,,,,,,,,0,1,0,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,,0,1,0,0,5
Carla M Cain,,,,,,,,,,,,,,,,0,1,1,5
Frank Rizzo,,,,,,,,,,,,,,,,,0,2,5
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,0,5
Total,49,24,19,13,10,9,9,9,8,8,8,7,7,5,5,4,3,2,5
,District Council 7th District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,6
,Manny Morales,Maria Quinones Sanchez,Blondell Reynolds Brown,Ed Neilson,William K Greenlee,Marnie Aument Loughrey,Derek S Green,Jenne Ayers,Allan Domb,Frank Rizzo,Sherrie Cohen,Wilson Alexander,W Wilson Goode Jr,Helen Gym,Paul Steinke,Thomas Wyatt,Carla M Cain,Isaiah Thomas,6
Manny Morales,24,0,13,14,11,11,4,4,2,2,0,2,1,1,0,0,0,0,6
Maria Quinones Sanchez,,10,4,1,1,0,5,2,3,2,3,1,1,0,1,1,0,0,6
Blondell Reynolds Brown,,,0,11,11,11,2,1,2,2,3,0,2,1,0,1,0,0,6
Ed Neilson,,,,0,10,10,1,0,1,2,0,0,0,0,1,0,0,0,6
William K Greenlee,,,,,0,9,1,0,0,0,1,0,0,0,0,1,0,0,6
Marnie Aument Loughrey,,,,,,0,0,0,0,1,0,0,1,1,0,0,0,0,6
Derek S Green,,,,,,,0,3,2,1,2,2,1,0,1,1,0,0,6
Jenne Ayers,,,,,,,,0,1,1,1,2,0,0,0,0,0,0,6
Allan Domb,,,,,,,,,0,2,2,0,1,0,1,0,0,0,6
Frank Rizzo,,,,,,,,,,0,1,0,1,1,1,0,0,0,6
Sherrie Cohen,,,,,,,,,,,0,0,1,0,0,1,0,0,6
Wilson Alexander,,,,,,,,,,,,0,0,0,0,0,0,0,6
W Wilson Goode Jr,,,,,,,,,,,,,0,1,0,0,0,0,6
Helen Gym,,,,,,,,,,,,,,0,0,0,0,0,6
Paul Steinke,,,,,,,,,,,,,,,0,0,0,0,6
Thomas Wyatt,,,,,,,,,,,,,,,,0,0,0,6
Carla M Cain,,,,,,,,,,,,,,,,,0,0,6
Isaiah Thomas,,,,,,,,,,,,,,,,,,0,6
Total,51,17,17,16,12,11,9,6,5,5,3,3,2,1,1,1,0,0,6
,District Council 7th District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,7
,Manny Morales,Maria Quinones Sanchez,Blondell Reynolds Brown,Ed Neilson,Derek S Green,William K Greenlee,Marnie Aument Loughrey,Jenne Ayers,Wilson Alexander,Allan Domb,Helen Gym,Paul Steinke,Thomas Wyatt,Carla M Cain,Frank Rizzo,Isaiah Thomas,W Wilson Goode Jr,Sherrie Cohen,7
Manny Morales,19,0,22,21,12,15,17,8,7,2,1,2,2,0,1,0,0,0,7
Maria Quinones Sanchez,,17,4,1,5,3,1,4,2,3,3,2,1,2,2,2,1,0,7
Blondell Reynolds Brown,,,0,20,3,17,17,2,2,2,3,1,2,1,2,1,0,0,7
