col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 8th District - Democrat,City Commissioners - Democrat,,,,,,All
,Cindy Bass,Anthony Clark,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Tracey L Gordon,Will Mega,All
Cindy Bass,"3,731","9,493","4,665","4,948","4,754","3,547","2,656",All
Anthony Clark,,"1,823","1,531","1,778","1,577","1,645","1,186",All
Lisa M Deeley,,,312,"1,579","1,837",497,428,All
Omar Sabir,,,,508,440,570,418,All
Carol A Jenkins,,,,,539,"1,004",288,All
Tracey L Gordon,,,,,,445,369,All
Will Mega,,,,,,,460,All
Total,"22,276","13,099","6,510","6,486","6,433","5,047","3,833",All
