col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor - Republican,Justice Of The Supreme Court - Republican,,,,,,All
,Melissa Murray Bailey,Anne Covey,Correale Stevens,Mike George,Judy Olson,Rebecca Warren,Cheryl Allen,All
Melissa Murray Bailey,"1,150","7,692","4,862","4,202","3,314","3,240","2,551",All
Anne Covey,,453,"2,859","3,053","2,563","2,184","1,503",All
Correale Stevens,,,320,"1,492",780,"1,502","1,038",All
Mike George,,,,234,"2,012",868,943,All
Judy Olson,,,,,79,908,817,All
Rebecca Warren,,,,,,111,"1,094",All
Cheryl Allen,,,,,,,96,All
Total,"12,477","8,919","5,713","5,057","3,895","3,800","3,055",All
